ROW,"[b'101', b'102', b'103', b'104', b'105', b'106', b'107', b'108', b'109', b'110', b'111', b'112', b'113', b'114', b'115', b'116', b'117', b'118', b'119', b'120', b'121', b'122', b'123', b'124', b'125', b'126', b'127', b'128', b'129', b'130', b'131', b'132', b'133', b'134', b'135', b'136', b'137', b'138', b'139', b'140', b'141', b'142', b'143', b'144', b'145', b'146', b'147', b'148', b'149', b'150', b'151', b'152', b'153', b'154', b'155', b'156', b'157', b'158', b'159', b'160', b'161', b'162', b'163', b'164', b'165', b'166', b'167', b'168', b'169', b'170', b'171', b'172', b'173', b'174', b'175', b'176', b'177', b'178', b'179', b'180', b'181', b'182', b'183', b'184', b'185', b'186', b'187', b'188', b'189', b'190', b'191', b'192', b'193', b'194', b'195', b'196', b'197', b'198', b'199', b'200', b'201', b'202', b'203', b'204', b'205', b'206', b'207', b'208', b'209', b'210', b'211', b'212', b'213', b'214', b'215', b'216', b'217', b'218', b'219', b'220', b'221', b'222', b'223', b'224', b'225', b'226', b'227', b'228', b'229', b'230', b'231', b'232', b'233', b'234', b'235', b'236', b'237', b'238', b'239', b'240', b'241', b'242', b'243', b'244', b'245', b'246', b'247', b'248', b'249', b'250']"
Person,"[b'George Miller', b'Andy Tennant', b'Woody Allen', b'Gary Ross', b'Mel Gibson', b'Paul Feig', b'Mike Newell', b'Wes Craven', b'Frank Coraci', b'Michael Apted', b'Frank Oz', b'Joel Coen', b'Doug Liman', b'Andrew Davis', b'David Zucker', b'Jan DeBont', b'Phillip Noyce', b'Betty Thomas', b'Chris Sanders', b'Ang Lee', b'Dean DeBlois', b'Rich Moore', b'Lasse Hallstrom', b'Renny Harlin', b'John Woo', b'Edward Zwick', b'Michael Mann', b'David Silverman', b'Marc Webb', b'David O. Russell', b'Guy Ritchie', b'Nora Ephron', b'Marc Forster', b'Steve Carr', b'Simon West', b'William Friedkin', b'David Ayer', b'Louis Leterrier', b'Judd Apatow', b'Jerry Zucker', b'Peyton Reed', b'Rob Letterman', b'McG', b'Mark S. Waters', b'Chris Weitz', b'Robert Schwentke', b'Chris Miller', b'Scott Derrickson', b'John Singleton', b'Matthew Vaughn', b'Peter Weir', b'Matt Reeves', b'Roger Donaldson', b'Cameron Crowe', b'John Lee Hancock', b'Tim Johnson', b'Shane Black', b'Paul Weitz', b'Patty Jenkins', b'Paul Verhoeven', b'Chris Wedge', b'Jake Kasdan', b'Paul W.S. Anderson', b'Guillermo del Toro', b'Harold Ramis', b'Vicky Jenson', b'Nick Stoller', b'Seth Gordon', b'Jonathan Liebesman', b'David Dobkin', b'Taylor Hackford', b'Robert Luketic', b'Malcolm D. Lee', b'Martin Brest', b'Alan J. Pakula', b'Irvin Kershner', b'Penny Marshall', b'Curtis Hanson', b'Ethan Coen', b'Jennifer Lee', b'Keenen Ivory Wayans', b'Andres Muschietti', b'Walter Hill', b'Mel Brooks', b'Rawson Marshall Thurber', b'Jonathan Demme', b'James L. Brooks', b'Tim Hill', b'Amy Heckerling', b'Spike Lee', b'Anne Fletcher', b'David Frankel', b'Jon Chu', b'Kevin Reynolds', b'Andy Fickman', b'Jeff Tremaine', b'Brad Silberling', b'Sean Anders', b'Kevin Costner', b'Jim Abrahams', b'Seth MacFarlane', b'Peter Hyams', b'David Slade', b'D.J. Caruso', b'Brenda Chapman', b'Chris Williams', b'John Hughes', b'Brian Robbins', b'Luc Besson', b'Ben Stiller', b'Garth Jennings', b'Lee Tamahori', b'Taika Waititi', b'Alex Proyas', b'Jaume Collet-Serra', b'Baz Luhrmann', b'Jennifer Yuh Nelson', b'Nick Cassavetes', b'Len Wiseman', b'Brad Peyton', b'Denis Villeneuve', b'Danny Boyle', b'Tom Hooper', b'Harald Zwart', b'Lawrence Kasdan', b'Olivier Megaton', b'Alan Taylor', b'Bob Peterson', b'Michael Lembeck', b'John Carpenter', b'Gus Van Sant', b'Alejandro Gonz\xc3\xa1lez I\xc3\xb1\xc3\xa1rritu', b'Randall Wallace', b'Catherine Hardwicke', b'Joseph Ruben', b'Jason Reitman', b'Christopher McQuarrie', b'Joseph Kosinski', b'Stephen Frears', b'Robert Altman', b'Tate Taylor', b'Neil Jordan', b'Robert Redford', b'Alexander Payne', b'Steven Brill', b'Neil Burger', b'Mark Steven Johnson', b'Darren Aronofsky', b'Dan Scanlon', b'Penelope Spheeris']"
Total Gross(Million),"[b'$603.5', b'$598.0', b'$591.3', b'$589.7', b'$589.2', b'$584.5', b'$581.8', b'$579.5', b'$575.0', b'$574.9', b'$574.4', b'$573.7', b'$572.6', b'$571.8', b'$571.5', b'$568.6', b'$567.2', b'$563.3', b'$550.5', b'$548.3', b'$540.4', b'$530.7', b'$530.6', b'$526.7', b'$526.4', b'$524.3', b'$524.1', b'$523.9', b'$522.7', b'$521.8', b'$521.0', b'$515.0', b'$514.5', b'$507.4', b'$497.3', b'$495.3', b'$492.2', b'$490.3', b'$488.6', b'$487.4', b'$485.3', b'$482.1', b'$480.5', b'$475.9', b'$474.1', b'$473.5', b'$472.0', b'$465.7', b'$465.2', b'$464.0', b'$454.0', b'$453.3', b'$452.8', b'$450.4', b'$450.1', b'$449.7', b'$449.5', b'$449.0', b'$447.0', b'$445.7', b'$445.5', b'$445.0', b'$441.3', b'$437.0', b'$435.7', b'$434.9', b'$431.3', b'$430.9', b'$430.5', b'$427.7', b'$426.8', b'$421.0', b'$416.8', b'$413.8', b'$413.8', b'$411.6', b'$407.0', b'$406.8', b'$402.5', b'$400.7', b'$400.2', b'$399.1', b'$395.0', b'$393.6', b'$392.2', b'$391.9', b'$391.5', b'$387.8', b'$384.0', b'$379.8', b'$377.8', b'$375.0', b'$369.4', b'$365.9', b'$365.6', b'$356.3', b'$354.0', b'$353.1', b'$348.4', b'$348.0', b'$343.4', b'$341.8', b'$341.1', b'$340.5', b'$338.7', b'$336.6', b'$329.5', b'$329.4', b'$327.0', b'$324.0', b'$323.2', b'$322.5', b'$321.4', b'$321.0', b'$311.3', b'$309.9', b'$308.8', b'$308.7', b'$307.7', b'$307.4', b'$303.5', b'$300.2', b'$299.2', b'$297.9', b'$297.7', b'$297.5', b'$296.1', b'$293.0', b'$291.8', b'$288.5', b'$287.9', b'$287.1', b'$286.2', b'$285.1', b'$282.7', b'$282.5', b'$281.2', b'$279.4', b'$278.3', b'$277.7', b'$275.8', b'$275.7', b'$274.8', b'$274.8', b'$274.5', b'$270.4', b'$269.3', b'$269.2', b'$268.5', b'$263.1']"
Movie involved,"[b'10', b'9', b'44', b'4', b'5', b'5', b'14', b'16', b'7', b'18', b'12', b'18', b'9', b'11', b'10', b'5', b'13', b'7', b'3', b'13', b'3', b'2', b'15', b'16', b'7', b'12', b'11', b'3', b'5', b'8', b'9', b'8', b'9', b'7', b'7', b'15', b'6', b'6', b'6', b'6', b'5', b'4', b'6', b'10', b'5', b'6', b'2', b'5', b'9', b'6', b'10', b'5', b'15', b'9', b'5', b'4', b'3', b'10', b'2', b'9', b'4', b'7', b'12', b'10', b'11', b'3', b'6', b'5', b'5', b'6', b'14', b'7', b'9', b'6', b'12', b'4', b'7', b'11', b'8', b'1', b'6', b'2', b'17', b'10', b'4', b'20', b'6', b'5', b'9', b'21', b'5', b'7', b'7', b'9', b'6', b'4', b'6', b'6', b'4', b'8', b'3', b'15', b'3', b'8', b'2', b'2', b'8', b'10', b'12', b'6', b'3', b'8', b'4', b'6', b'7', b'5', b'2', b'7', b'4', b'4', b'7', b'12', b'4', b'5', b'11', b'4', b'2', b'1', b'4', b'15', b'16', b'6', b'4', b'7', b'9', b'6', b'3', b'3', b'23', b'20', b'4', b'16', b'9', b'7', b'6', b'5', b'5', b'7', b'1', b'5']"
Average Gross for each movie,"[b'$60.4', b'$66.4', b'$13.4', b'$147.4', b'$117.8', b'$116.9', b'$41.6', b'$36.2', b'$82.1', b'$31.9', b'$47.9', b'$31.9', b'$63.6', b'$52.0', b'$57.2', b'$113.7', b'$43.6', b'$80.5', b'$183.5', b'$42.2', b'$180.1', b'$265.3', b'$35.4', b'$32.9', b'$75.2', b'$43.7', b'$47.6', b'$174.6', b'$104.5', b'$65.2', b'$57.9', b'$64.4', b'$57.2', b'$72.5', b'$71.0', b'$33.0', b'$82.0', b'$81.7', b'$81.4', b'$81.2', b'$97.1', b'$120.5', b'$80.1', b'$47.6', b'$94.8', b'$78.9', b'$236.0', b'$93.1', b'$51.7', b'$77.3', b'$45.4', b'$90.7', b'$30.2', b'$50.0', b'$90.0', b'$112.4', b'$149.8', b'$44.9', b'$223.5', b'$49.5', b'$111.4', b'$63.6', b'$36.8', b'$43.7', b'$39.6', b'$145.0', b'$71.9', b'$86.2', b'$86.1', b'$71.3', b'$30.5', b'$60.1', b'$46.3', b'$69.0', b'$34.5', b'$102.9', b'$58.1', b'$37.0', b'$50.3', b'$400.7', b'$66.7', b'$199.6', b'$23.2', b'$39.4', b'$98.1', b'$19.6', b'$65.3', b'$77.6', b'$42.7', b'$18.1', b'$75.6', b'$53.6', b'$52.8', b'$40.7', b'$60.9', b'$89.1', b'$59.0', b'$58.9', b'$87.1', b'$43.5', b'$114.5', b'$22.8', b'$113.7', b'$42.6', b'$169.3', b'$168.3', b'$41.2', b'$32.9', b'$27.3', b'$54.0', b'$107.7', b'$40.3', b'$80.3', b'$53.5', b'$44.5', b'$62.0', b'$154.4', b'$44.1', b'$76.9', b'$76.9', b'$43.4', b'$25.0', b'$74.8', b'$59.6', b'$27.1', b'$74.4', b'$148.1', b'$293.0', b'$73.0', b'$19.2', b'$18.0', b'$47.8', b'$71.6', b'$40.7', b'$31.4', b'$47.1', b'$93.7', b'$93.1', b'$12.1', b'$13.9', b'$69.0', b'$17.2', b'$30.5', b'$39.3', b'$45.8', b'$54.1', b'$53.9', b'$38.5', b'$268.5', b'$52.6']"
Most profitbale movie,"[b'Happy Feet', b'Hitch', b'Midnight in Paris', b'The Hunger Games', b'Passion of the Christ', b'Bridesmaids', b'Harry Potter / Goblet of Fire', b'Scream', b'Waterboy', b'World Is Not Enough', b'The Score', b'True Grit', b'Mr. & Mrs. Smith', b'The Fugitive', b'Scary Movie 3', b'Twister', b'Clear and Present Danger', b'Alvin and the Chipmunks 2', b'How to Train Your Dragon', b'Hulk', b'How to Train Your Dragon', b'Zootopia', b'Dear John', b'Die Hard 2', b'Mission: Impossible II', b'The Last Samurai', b'Collateral', b'Monsters, Inc.', b'The Amazing Spider-Man', b'American Hustle', b'Sherlock Holmes', b'Sleepless in Seattle', b'World War Z', b'Paul Blart: Mall Cop', b'Tomb Raider', b'The Exorcist', b'Suicide Squad', b'Clash of the Titans', b'Knocked Up', b'Ghost', b'Ant-Man', b'Monsters Vs. Aliens', b'Terminator Salvation', b'Freaky Friday', b'New Moon', b'Insurgent', b'Shrek the Third', b'Doctor Strange', b'2 Fast 2 Furious', b'X-Men: First Class', b'Truman Show', b'Dawn of the Planet of the Apes', b'Cocktail', b'Jerry Maguire', b'The Blind Side', b'Home', b'Iron Man 3', b'Little Fockers', b'Wonder Woman', b'Total Recall', b'Ice Age', b'Jumanji (2017)', b'Alien Vs. Predator', b'Pacific Rim', b'Analyze This', b'Shrek', b'Neighbors', b'Identity Thief', b'Ninja Turtles', b'Wedding Crashers', b'An Officer and a Gentleman', b'Legally Blonde', b'Girls Trip', b'Beverly Hills Cop', b'Pelican Brief', b'The Empire Strikes Back', b'Big', b'8 Mile', b'True Grit', b'Frozen', b'Scary Movie', b'It', b'Another 48 HRS.', b'Blazing Saddles', b""We're the Millers"", b'Silence of the Lambs', b'As Good as It Gets', b'Alvin and the Chipmunks', b""Look Who's Talking"", b'Inside Man', b'The Proposal', b'Marley and Me', b'G.I. Joe: Retaliation', b'Robin Hood: Prince of Thieves', b'The Game Plan', b'Jackass 3-D', b'Lemony Snicket', b""Daddy's Home"", b'Dances with Wolves', b'Airplane!', b'Ted', b'End of Days', b'The Twilight Saga: Eclipse', b'Eagle Eye', b'Brave', b'Big Hero 6', b""Ferris Bueller's Day Off"", b'Norbit', b'Lucy', b'Tropic Thunder', b'Sing', b'Die Another Day', b'Thor: Ragnarok', b'I, Robot', b'Non-Stop', b'The Great Gatsby', b'Kung Fu Panda 2', b'The Other Woman', b'Live Free or Die Hard', b'San Andreas', b'Arrival', b'Slumdog Millionaire', b'Les Miserables', b'The Karate Kid', b'The Big Chill', b'Taken 2', b'Thor: The Dark World', b'Up', b'The Santa Clause 2', b'Halloween', b'Good Will Hunting', b'The Revenant', b'Heaven is for Real', b'Twilight', b'Sleeping with the Enemy', b'Juno', b'M:I - Rogue Nation', b'Tron Legacy', b'The Queen', b'M.A.S.H.', b'The Help', b'Interview with the Vampire', b'Horse Whisperer', b'The Descendants', b'Mr. Deeds', b'Divergent', b'Ghost Rider', b'Black Swan', b'Monsters University', b""Wayne's World""]"
Gross of most profitable,"[b'$198.0', b'$179.5', b'$56.8', b'$408.0', b'$370.8', b'$169.1', b'$290.0', b'$103.0', b'$161.5', b'$126.9', b'$71.1', b'$171.2', b'$186.3', b'$183.9', b'$110.0', b'$241.7', b'$122.2', b'$219.6', b'$217.6', b'$132.2', b'$217.6', b'$341.3', b'$80.0', b'$117.5', b'$215.4', b'$111.1', b'$101.0', b'$289.9', b'$262.0', b'$150.1', b'$209.0', b'$126.7', b'$202.4', b'$146.3', b'$131.2', b'$232.9', b'$325.1', b'$163.2', b'$148.8', b'$217.6', b'$180.2', b'$198.4', b'$125.3', b'$110.2', b'$296.6', b'$130.2', b'$322.7', b'$232.6', b'$127.2', b'$146.4', b'$125.6', b'$208.5', b'$78.2', b'$154.0', b'$256.0', b'$177.4', b'$409.0', b'$148.4', b'$412.6', b'$119.4', b'$176.4', b'$244.4', b'$80.3', b'$101.8', b'$106.9', b'$267.7', b'$150.2', b'$134.5', b'$191.2', b'$209.3', b'$129.8', b'$96.5', b'$115.1', b'$234.8', b'$100.8', b'$290.5', b'$115.0', b'$116.8', b'$171.2', b'$400.7', b'$157.0', b'$327.5', b'$80.8', b'$119.6', b'$150.4', b'$130.7', b'$148.5', b'$217.3', b'$140.1', b'$88.5', b'$164.0', b'$143.2', b'$122.5', b'$165.5', b'$90.6', b'$117.2', b'$118.6', b'$150.4', b'$184.2', b'$83.5', b'$218.8', b'$66.9', b'$300.5', b'$101.4', b'$237.3', b'$222.5', b'$70.1', b'$95.7', b'$126.7', b'$110.5', b'$270.3', b'$160.9', b'$312.5', b'$144.8', b'$92.2', b'$144.8', b'$165.2', b'$83.9', b'$134.5', b'$155.2', b'$100.5', b'$141.3', b'$148.8', b'$176.6', b'$56.4', b'$139.9', b'$206.4', b'$293.0', b'$139.2', b'$47.0', b'$138.4', b'$183.6', b'$91.4', b'$192.8', b'$101.6', b'$143.5', b'$195.0', b'$172.1', b'$56.4', b'$81.6', b'$169.7', b'$105.3', b'$75.4', b'$82.6', b'$126.3', b'$150.9', b'$115.8', b'$107.0', b'$268.5', b'$121.7']"
