Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Language,Country,Awards,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Studio,Total Gross,Theaters,Opening Gross,Theaters(opening),Open
Ae Dil Hai Mushkil,2016,NOT RATED,28 Oct 2016,158 min,"Drama, Music, Musical",Karan Johar,"Karan Johar (story and screenplay), Karan Johar (dialogue), Niranjan Iyengar (dialogue)","Aishwarya Rai Bachchan, Ranbir Kapoor, Anushka Sharma, Fawad Khan",Hindi,India,4 wins & 4 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,5.8,"15,511",tt4559006,movie,N/A,"$4,237,741",Dharma Productions,N/A,b'FIP',"b'$4,264,983'",b'302',"b'$2,190,042'",b'302',b'10/28/2016'
Creating a World: Aeon Flux,2006,N/A,25 Apr 2006,21 min,Short,N/A,N/A,"David Gale, Phil Hay, Matt Manfredi, Peter Chung",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",N/A,5.4,184,tt1003269,movie,N/A,N/A,N/A,N/A,b'Par.',"b'$25,874,337'","b'2,608'","b'$12,661,112'","b'2,608'",b'12/2/2005'
Aferim!,2015,N/A,22 Jan 2016,108 min,"Adventure, Comedy, Drama",Radu Jude,"Radu Jude (screenplay), Florin Lazarescu","Teodor Corban, Mihai Comanoiu, Toma Cuzin, Alexandru Dabija","Romanian, Turkish, Romany","Romania, Bulgaria, Czech Republic, France",22 wins & 7 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,7.7,"4,975",tt4374460,movie,N/A,N/A,N/A,N/A,b'BWP',"b'$108,110'",b'8',"b'$15,892'",b'5',b'1/22/2016'
An Affair of Love,1999,R,04 Sep 1999,80 min,"Drama, Romance",Frédéric Fonteyne,Philippe Blasband,"Nathalie Baye, Sergi López, Jacques Viala, Paul Pavel",French,"France, Switzerland, Belgium, Luxembourg",6 wins & 9 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.2,"4,841",tt0204709,movie,23 Jan 2001,N/A,Fine Line Features,N/A,b'FL',"b'$359,050'",b'19',"b'$30,281'",b'4',b'8/11/2000'
The Affair of the Necklace,2001,R,07 Dec 2001,118 min,"Drama, History, Romance",Charles Shyer,John Sweet,"Hilary Swank, Jonathan Pryce, Simon Baker, Adrien Brody",English,USA,Nominated for 1 Oscar. Another 1 win & 1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,6.1,"4,643",tt0242252,movie,25 Jun 2002,N/A,Warner Bros. Pictures,http://www.affairofthenecklace.com,b'WB',"b'$471,210'",b'40',"b'$125,523'",b'18',b'11/30/2001'
The Afflicted,2011,NOT RATED,01 Mar 2012,85 min,"Horror, Thriller",Jason Stoddard,Jason Stoddard,"Leslie Easterbrook, Kane Hodder, J.D. Hart, Michele Grey",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}]",N/A,4.7,"1,032",tt1566637,movie,03 Apr 2012,N/A,Gravitas,http://midnightreleasing.com/afflicted/,b'Noct.',"b'$212,940'",b'13',"b'$90,272'",b'13',b'10/21/2011'
Affliction,1997,R,19 Feb 1999,114 min,"Drama, Mystery, Thriller",Paul Schrader,"Russell Banks (novel), Paul Schrader (screenplay)","Nick Nolte, Brigid Tierney, Holmes Osborne, Jim True-Frost",English,"USA, Canada",Won 1 Oscar. Another 7 wins & 19 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,7.0,"12,681",tt0118564,movie,03 Jul 1999,N/A,Lions Gate,N/A,b'Lions',"b'$6,330,054'",b'335',"b'$63,979'",b'3',b'12/30/1998'
Afghan Star,2009,UNRATED,16 Jan 2009,87 min,"Documentary, Music",Havana Marking,N/A,"Habib Amiri, Setara Hussainzada, Rafi Naabzada, Lima Sahar","English, Pushto, Dari",UK,2 wins & 3 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,7.3,881,tt1334510,movie,30 Mar 2010,N/A,Zeitgeist Films,http://www.afghanstardocumentary.com/,b'Zeit.',"b'$102,115'",b'5',"b'$3,671'",b'1',b'6/26/2009'
Afraid of the Dark,1991,R,22 Jan 1992,91 min,"Drama, Fantasy, Horror",Mark Peploe,"Mark Peploe, Frederick Seidel","James Fox, Fanny Ardant, Paul McGann, Clare Holman",English,"France, UK",N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",N/A,5.8,937,tt0101276,movie,N/A,N/A,N/A,N/A,b'FL',"b'$53,932'",b'n/a',b'n/a',b'n/a',b'7/24/1992'
African Cats,2011,G,22 Apr 2011,89 min,"Documentary, Adventure","Keith Scholey, Alastair Fothergill(co-director)","Keith Scholey (narration written by), John Truby (narration written by), Keith Scholey (original story), Owen Newman (original story)","Samuel L. Jackson, Patrick Stewart, Mara",English,USA,3 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,7.6,"5,420",tt1223236,movie,04 Oct 2011,"$15,415,270",Disneynature,http://Disney.com/AfricanCats,b'BV',"b'$15,428,747'","b'1,224'","b'$6,003,200'","b'1,220'",b'4/22/2011'
