Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Language,Country,Awards,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Studio,Total Gross,Theaters,Opening Gross,Theaters(opening),Open
Guadalupe,2006,PG,08 Dec 2006,90 min,"Drama, Family, Fantasy",Santiago Parra,N/A,"José Carlos Ruiz, Pedro Armendáriz Jr., Angélica Aragón, Eric del Castillo","Spanish, Nahuatl","Spain, Mexico",N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",N/A,5.1,100,tt0887259,movie,08 Jan 2008,"$671,228",Slowhand Cinema,N/A,b'Slow',"b'$848,139'",b'225',"b'$301,333'",b'225',b'12/8/2006'
Guantanamera,1995,N/A,04 Jul 1997,105 min,"Comedy, Drama","Tomás Gutiérrez Alea, Juan Carlos Tabío","Eliseo Alberto, Tomás Gutiérrez Alea, Juan Carlos Tabío","Carlos Cruz, Mirta Ibarra, Jorge Perugorría, Raúl Eguren",Spanish,"Cuba, Spain, Germany",7 wins & 1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}]",N/A,7.0,"1,250",tt0109949,movie,10 Oct 2000,N/A,Ciné 360 Inc.,N/A,b'Lions',"b'$903,840'",b'12',"b'$8,851'",b'3',b'7/4/1997'
The Guard,2011,R,07 Jul 2011,96 min,"Comedy, Thriller",John Michael McDonagh,John Michael McDonagh,"Ronan Collins, Paraic Nialand, John Patrick Beirne, Liam O'Conghaile","English, Irish",Ireland,Nominated for 1 Golden Globe. Another 14 wins & 25 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,7.3,"69,642",tt1540133,movie,03 Jan 2012,"$5,359,774",Sony Pictures Classics,http://www.sonyclassics.com/theguard,b'SPC',"b'$5,360,274'",b'203',"b'$76,834'",b'4',b'7/29/2011'
The Guardian,2006,PG-13,29 Sep 2006,139 min,"Action, Adventure, Drama",Andrew Davis,Ron L. Brinkerhoff,"Kevin Costner, Ashton Kutcher, Sela Ward, Melissa Sagemiller",English,USA,1 win & 4 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.9,"79,241",tt0406816,movie,23 Jan 2007,"$54,983,983",Buena Vista Pictures,http://guardianmovie.com,b'BV',"b'$55,011,732'","b'3,241'","b'$18,006,064'","b'3,241'",b'9/29/2006'
Guardian Angel,1994,R,22 Nov 1994,97 min,"Action, Drama, Thriller",Richard W. Munchkin,Joe Hart,"Cynthia Rothrock, Daniel McVicar, Lydie Denier, Marshall R. Teague",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]",N/A,4.8,248,tt0109950,movie,25 May 2004,N/A,Imperial Entertainment Corp,N/A,b'RME',"b'$19,480'",b'2',"b'$12,624'",b'2',b'10/17/2014'
The Guardians,2017,NOT RATED,23 Feb 2017,89 min,"Action, Sci-Fi",Sarik Andreasyan,"Andrey Gavrilov (screenplay), Sarik Andreasyan (story), Gevond Andreasyan (story)","Anton Pampushnyy, Sanjar Madi, Sebastien Sisak, Alina Lanina",Russian,Russia,1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '3.9/10'}]",N/A,3.9,"6,947",tt4600952,movie,N/A,N/A,N/A,N/A,b'MBox',b'n/a',b'n/a',b'n/a',b'n/a',b'5/4/2018'
Guardians of the Galaxy,2014,PG-13,01 Aug 2014,121 min,"Action, Adventure, Sci-Fi",James Gunn,"James Gunn, Nicole Perlman, Dan Abnett (based on the Marvel comics by), Andy Lanning (based on the Marvel comics by), Bill Mantlo (character created by: Rocket Raccoon), Keith Giffen (character created by: Rocket Raccoon), Jim Starlin (characters created by: Drax the Destroyer,  Gamora & Thanos), Steve Englehart (character created by: Star-Lord), Steve Gan (character created by: Star-Lord), Steve Gerber (character created by: Howard the Duck), Val Mayerik (character created by: Howard the Duck)","Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel",English,"USA, UK",Nominated for 2 Oscars. Another 52 wins & 99 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,8.1,"797,105",tt2015381,movie,09 Dec 2014,"$270,592,504",Walt Disney Pictures,http://marvel.com/guardians,b'BV',"b'$333,176,600'","b'4,088'","b'$94,320,883'","b'4,080'",b'8/1/2014'
Guardians of the Galaxy Vol. 2,2017,PG-13,05 May 2017,136 min,"Action, Adventure, Sci-Fi",James Gunn,"James Gunn, Dan Abnett (based on the Marvel comics by), Andy Lanning (based on the Marvel comics by), Steve Englehart (Star-lord created by), Steve Gan (Star-lord created by), Jim Starlin (Gamora and Drax created by), Stan Lee (Groot created by), Larry Lieber (Groot created by), Jack Kirby (Groot created by), Bill Mantlo (Rocket Raccoon created by), Keith Giffen (Rocket Raccoon created by), Steve Gerber (Howard the Duck created by), Val Mayerik (Howard the Duck created by)","Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel",English,"USA, New Zealand, Canada",4 wins & 12 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.8,"287,912",tt3896198,movie,22 Aug 2017,"$389,804,217",Walt Disney Pictures,https://marvel.com/guardians,b'BV',"b'$389,813,101'","b'4,347'","b'$146,510,104'","b'4,347'",b'5/5/2017'
Guarding Eddy,2004,PG,24 Jun 2004,96 min,"Drama, Sport",Scott McKinsey,Paul David Stewart,"Brian Presley, Kiko Ellsworth, Anna Maria Horsford, Lee Garlington",English,USA,2 wins.,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,126,tt0417731,movie,28 Aug 2007,N/A,Innovation Film Group,http://www.freedomfilmsllc.net/guardingeddy,b'N/A',b'n/a',b'n/a',b'n/a',b'n/a',b'10/28/2005'
Guarding Tess,1994,PG-13,11 Mar 1994,96 min,"Comedy, Drama",Hugh Wilson,"Hugh Wilson, Pj Torokvei","Shirley MacLaine, Nicolas Cage, Austin Pendleton, Edward Albert",English,USA,Nominated for 1 Golden Globe. Another 1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,6.2,"13,535",tt0109951,movie,14 Apr 1998,N/A,Sony Pictures Home Entertainment,N/A,b'TriS',"b'$27,058,304'","b'1,614'","b'$7,065,213'","b'1,601'",b'3/11/1994'
