Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Language,Country,Awards,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Studio,Total Gross,Theaters,Opening Gross,Theaters(opening),Open
C.S.A.: The Confederate States of America,2004,UNRATED,24 Jun 2005,89 min,"Comedy, Drama, War",Kevin Willmott,Kevin Willmott,"Greg Kirsch, Renee Patrick, Molly Graham, William Willmott",English,USA,1 win & 2 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,6.4,"4,336",tt0389828,movie,08 Aug 2006,"$388,578",IFC Films,http://www.csathemovie.com/,b'IFC',"b'$672,156'",b'28',"b'$5,706'",b'2',b'10/7/2005'
CSNY/Déjà Vu,2008,R,10 Jul 2008,96 min,"Documentary, Music","Neil Young, Benjamin Johnson","Mike Cerre (documentary written by), Neil Young","David Crosby, Stephen Stills, Graham Nash, Neil Young",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,7.2,410,tt1157620,movie,30 Sep 2008,"$32,910",Roadside Attractions,http://www.roadsideattractions.com,b'RAtt.',"b'$65,025'",b'24',"b'$33,997'",b'24',b'7/25/2008'
Cthulhu,2007,R,14 Jun 2007,100 min,"Drama, Horror, Thriller",Dan Gildark,"Grant Cogswell (screenplay), Grant Cogswell (story), Dan Gildark (story), H.P. Lovecraft (book), Douglas Light (additional dialogue), Jason Cottle (additional story)","Jason Cottle, Casey Curran, Ethan Atkinson, Patrick McKnight",English,USA,1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,4.7,"1,606",tt0478126,movie,31 Mar 2009,N/A,Regent Releasing/here! Films,http://www.cthulhuthemovie.com/,b'Reg.',"b'$15,513'",b'3',"b'$1,438'",b'1',b'8/22/2008'
Cuba,1979,R,21 Dec 1979,122 min,"Adventure, Romance, Thriller",Richard Lester,Charles Wood,"Sean Connery, Brooke Adams, Jack Weston, Hector Elizondo","English, Spanish, French",USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}]",N/A,5.7,"1,994",tt0079013,movie,16 Apr 2002,N/A,Holmby Pictures,N/A,b'MGM',"b'$5,610,280'",b'n/a',"b'$527,540'",b'331',b'12/21/1979'
Cuba feliz,2000,N/A,07 Jun 2000,96 min,"Documentary, Music",Karim Dridi,"Karim Dridi, Pascal Letellier","Miguel Del Morales, Pepín Vaillant, Mirta Gonzáles, Aníbal Ávila",Spanish,"France, Cuba",N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,6.5,136,tt0244476,movie,20 Jan 2004,N/A,Pyramide Distribution,N/A,b'Emp.',"b'$22,071'",b'1',"b'$6,369'",b'1',b'6/12/2002'
Cuba: Island of Music,2004,N/A,16 Jan 2004,95 min,Documentary,Gary Keys,N/A,N/A,"English, Spanish",USA,N/A,"[{'Source': 'Metacritic', 'Value': '54/100'}]",54,N/A,N/A,tt0388863,movie,26 Jul 2011,N/A,N/A,N/A,b'Cn4',"b'$9,791'",b'1',"b'$5,071'",b'1',b'1/16/2004'
Cuban Fury,2014,R,11 Apr 2014,98 min,"Comedy, Romance, Sport",James Griffiths,"Jon Brown, Nick Frost (original idea)","Ben Radcliffe, Ian McShane, Isabella Steinbarth, Brandon Robinson","English, Persian, Spanish",UK,1 win.,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.2,"15,847",tt2390237,movie,29 Jul 2014,"$1,926,548",eOne,http://www.facebook.com/CubanFuryMovie,b'EOne',"b'$92,384'",b'79',"b'$57,105'",b'79',b'4/11/2014'
A Cuban Legend,2001,N/A,01 Oct 2002,80 min,Documentary,Bette Wanderman,N/A,Salvador Gonzalez,Spanish,"USA, Cuba",N/A,[],N/A,N/A,N/A,tt1692236,movie,N/A,N/A,N/A,N/A,b'Wan.',"b'$3,212'",b'1',"b'$2,590'",b'1',b'10/11/2002'
Cube,1997,R,11 Jul 1998,90 min,"Drama, Mystery, Sci-Fi",Vincenzo Natali,"André Bijelic, Vincenzo Natali, Graeme Manson","Nicole de Boer, Nicky Guadagni, David Hewlett, Andrew Miller","English, German",Canada,13 wins & 7 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,7.3,"175,607",tt0123755,movie,15 Apr 2003,N/A,Trimark Pictures,N/A,b'Trim.',"b'$501,818'",b'24',"b'$57,147'",b'16',b'9/11/1998'
The Cuckoo,2002,PG-13,12 Sep 2002,99 min,"Drama, War, Comedy",Aleksandr Rogozhkin,Aleksandr Rogozhkin,"Anni-Kristiina Juuso, Ville Haapasalo, Viktor Bychkov, Mikhail Korobochkin","Saami, Finnish, Russian, German",Russia,22 wins & 9 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,7.9,"6,485",tt0308476,movie,02 Dec 2003,N/A,Sony Pictures Classics,http://www.sonyclassics.com/thecuckoo/,b'SPC',"b'$243,936'",b'14',"b'$16,473'",b'6',b'7/11/2003'
