Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Language,Country,Awards,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Studio,Total Gross,Theaters,Opening Gross,Theaters(opening),Open
RRRrrrr!!!,2004,N/A,28 Jan 2004,94 min,"Comedy, Crime, Sci-Fi",Alain Chabat,"Maurice Barthélémy, Alain Chabat, Marina Foïs, Pierre-François Martin-Laval, Jean-Paul Rouve","Marina Foïs, Gérard Depardieu, Damien Jouillerot, Samir Guesmi",French,France,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",N/A,5.8,"10,841",tt0357111,movie,N/A,N/A,N/A,N/A,b'Chri.',"b'$54,361'",b'23',"b'$54,361'",b'23',b'7/30/2004'
Rubber,2010,R,10 Nov 2010,82 min,"Comedy, Horror",Quentin Dupieux,Quentin Dupieux,"Stephen Spinella, Jack Plotnick, Wings Hauser, Roxane Mesquida",English,"France, Angola",5 wins & 2 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,5.8,"28,573",tt1612774,movie,07 Jun 2011,"$100,000",Magnolia Releasing,http://www.rubberfilm.com/,b'Magn.',"b'$100,370'",b'15',"b'$16,346'",b'5',b'4/1/2011'
Rubberneck,2012,NOT RATED,N/A,83 min,"Drama, Thriller",Alex Karpovsky,"Garth Donovan, Alex Karpovsky","Alex Karpovsky, Jaime Ray Newman, Dennis Staroselsky, Amanda Good Hennessey",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,5.3,395,tt2292903,movie,N/A,N/A,Tribeca Film,http://www.tribecafilm.com/filmguide/archive/rubberneck-film41555.html#.USzctaK1,b'Trib.',"b'$2,075'",b'1',"b'$2,075'",b'1',b'2/22/2013'
Rubble Kings,2010,N/A,23 Oct 2010,71 min,"Documentary, Music",Shan Nicholson,N/A,N/A,English,USA,1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,7.1,901,tt1730714,movie,N/A,N/A,Saboteur Media,http://rubblekings.com/,b'Sab.',"b'$7,416'",b'3',b'n/a',b'n/a',b'6/19/2015'
Ruby,1992,R,27 Mar 1992,110 min,"Biography, Crime, Drama",John Mackenzie,"Stephen Davis (play), Stephen Davis (screenplay)","Danny Aiello, Sherilyn Fenn, Tobin Bell, Joe Cortese",English,"UK, USA, Japan",N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}]",N/A,5.5,"1,242",tt0105291,movie,02 Sep 2003,N/A,Sony Pictures Home Entertainment,N/A,b'Triu',"b'$919,286'",b'764',"b'$614,327'",b'764',b'3/27/1992'
Ruby in Paradise,1993,R,05 Nov 1993,114 min,"Drama, Romance",Victor Nunez,"Jane Austen (loosely based on novel ""Northanger Abbey""), Victor Nunez","Ashley Judd, Todd Field, Bentley Mitchum, Allison Dean",English,USA,3 wins & 7 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}]",N/A,7.1,"2,142",tt0108000,movie,20 Apr 1994,N/A,October Films,N/A,b'Oct.',"b'$1,001,437'",b'35',"b'$25,297'",b'2',b'10/8/1993'
Ruby Sparks,2012,R,06 Sep 2012,104 min,"Comedy, Drama, Fantasy","Jonathan Dayton, Valerie Faris",Zoe Kazan,"Paul Dano, Zoe Kazan, Chris Messina, Annette Bening","English, French",USA,1 win & 11 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.2,"85,500",tt1839492,movie,30 Oct 2012,"$2,535,819",Fox Searchlight,http://www.foxsearchlight.com/rubysparks/,b'FoxS',"b'$2,540,106'",b'261',"b'$140,822'",b'13',b'7/25/2012'
Rudderless,2014,R,21 Feb 2015,105 min,"Comedy, Drama, Music",William H. Macy,"Casey Twenter, Jeff Robison, William H. Macy","Miles Heizer, Alexandra Lovelace, Billy Crudup, Casey Twenter",English,USA,1 win & 1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,7.5,"15,012",tt1798243,movie,20 Jan 2015,"$56,001",Samuel Goldwyn,http://www.rudderlessthemovie.com/,b'Gold.',"b'$58,293'",b'18',"b'$37,440'",b'18',b'10/17/2014'
Rude Awakening,1989,R,16 Aug 1989,100 min,Comedy,"David Greenwalt, Aaron Russo","Neil Levy (story), Neil Levy (screenplay), Richard LaGravenese (screenplay)","Cheech Marin, Eric Roberts, Julie Hagerty, Robert Carradine",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}]",N/A,4.4,"1,121",tt0098230,movie,N/A,N/A,HBO Video,N/A,b'Orion',"b'$3,169,719'",b'953',"b'$1,121,542'",b'953',b'8/18/1989'
Rudo y Cursi,2008,R,15 May 2009,103 min,"Comedy, Drama, Sport",Carlos Cuarón,Carlos Cuarón (screenplay),"Gael García Bernal, Diego Luna, Guillermo Francella, Dolores Heredia",Spanish,"Mexico, USA",1 win & 9 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,6.7,"7,218",tt0405393,movie,25 Aug 2009,"$1,746,295",Sony Pictures Classics,http://www.sonyclassics.com/rudoycursi,b'SPC',"b'$1,827,660'",b'219',"b'$211,460'",b'70',b'5/8/2009'
