Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Language,Country,Awards,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Studio,Total Gross,Theaters,Opening Gross,Theaters(opening),Open
Mr. & Mrs. Bridge,1990,PG-13,18 Jan 1991,126 min,Drama,James Ivory,"Evan S. Connell (novels), Ruth Prawer Jhabvala (screenplay)","Paul Newman, Saundra McClain, Joanne Woodward, Margaret Welsh",English,"UK, USA, Canada",Nominated for 1 Oscar. Another 6 wins & 8 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,6.7,"2,418",tt0100200,movie,13 Feb 2001,N/A,Miramax Films,N/A,b'Mira.',"b'$7,698,010'",b'240',"b'$57,959'",b'2',b'11/23/1990'
Mr. & Mrs. Smith,2005,PG-13,10 Jun 2005,120 min,"Action, Comedy, Crime",Doug Liman,Simon Kinberg,"Brad Pitt, Angelina Jolie, Vince Vaughn, Adam Brody","English, Spanish",USA,9 wins & 18 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.5,"379,536",tt0356910,movie,29 Nov 2005,"$186,200,000",20th Century Fox,http://www.mrandmrssmithmovie.com/,b'Fox',"b'$186,336,279'","b'3,451'","b'$50,342,878'","b'3,424'",b'6/10/2005'
Mr 3000,2004,PG-13,17 Sep 2004,104 min,"Comedy, Drama, Romance",Charles Stone III,"Eric Champnella (story), Keith Mitchell (story), Eric Champnella (screenplay), Keith Mitchell (screenplay), Howard Michael Gould (screenplay)","Bernie Mac, Angela Bassett, Michael Rispoli, Brian White",English,USA,1 win & 5 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,5.5,"12,766",tt0339412,movie,01 Feb 2005,"$21,772,753",Buena Vista Pictures,http://www.mr3000.com,b'BV',"b'$21,811,187'","b'2,736'","b'$8,679,028'","b'2,736'",b'9/17/2004'
Mr. Baseball,1992,PG-13,02 Oct 1992,108 min,"Comedy, Romance, Sport",Fred Schepisi,"Theo Pelletier (story), John Junkerman (story), Gary Ross (screenplay), Kevin Wade (screenplay), Monte Merrick (screenplay)","Tom Selleck, Ken Takakura, Aya Takanashi, Dennis Haysbert","English, Japanese","USA, Japan",1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}]",N/A,5.9,"8,617",tt0104926,movie,01 Jan 1998,N/A,MCA Universal Home Video,N/A,b'Uni.',"b'$20,883,046'","b'1,866'","b'$5,240,375'","b'1,855'",b'10/2/1992'
Mr. Bean's Holiday,2007,PG,24 Aug 2007,90 min,"Comedy, Family",Steve Bendelack,"Rowan Atkinson (character), Richard Curtis (character), Simon McBurney (story), Hamish McColl (screenplay), Robin Driscoll (screenplay)","Rowan Atkinson, Steve Pemberton, Lily Atkinson, Preston Nyman","English, French, Spanish, Russian","UK, France, Germany, USA",2 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.3,"96,494",tt0453451,movie,27 Nov 2007,"$32,553,210",Universal Pictures,http://www.dotcomedy.com/bean/,b'Uni.',"b'$33,302,167'","b'1,778'","b'$9,889,780'","b'1,714'",b'8/24/2007'
Mr. Blandings Builds His Dream House,1948,APPROVED,04 Jun 1948,94 min,"Comedy, Romance",H.C. Potter,"Eric Hodgins (novel), Norman Panama (written for the screen by), Melvin Frank (written for the screen by)","Cary Grant, Myrna Loy, Melvyn Douglas, Reginald Denny",English,USA,1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",N/A,7.3,"8,533",tt0040613,movie,01 Jun 2004,N/A,RKO,N/A,b'Selz.',b'n/a',b'n/a',b'n/a',b'n/a',b'3/25/1948'
Mr. Blue Sky,2007,N/A,09 Nov 2007,84 min,Drama,Sarah Gurfield,Tom Paddy Lee,"Chaney Kley, Richard Karn, Mary Kate Schellhardt, Nancy Rita Wolfe",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,31,tt0852984,movie,17 Mar 2009,N/A,N/A,N/A,b'RM',"b'$5,713'",b'1',"b'$3,714'",b'1',b'11/9/2007'
Mr. Brooks,2007,R,01 Jun 2007,120 min,"Crime, Drama, Thriller",Bruce A. Evans,"Bruce A. Evans, Raynold Gideon","Kevin Costner, Demi Moore, Dane Cook, William Hurt",English,USA,2 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,7.3,"130,103",tt0780571,movie,23 Oct 2007,"$28,424,648",MGM,http://www.theressomethingaboutmrbrooks.com/main.htm,b'MGM',"b'$28,549,298'","b'2,453'","b'$10,017,067'","b'2,453'",b'6/1/2007'
Mr. Chibbs,2017,N/A,03 May 2017,86 min,Documentary,Jill Campbell,Jill Campbell,"Kenny Anderson, Natasha Anderson, Nate Archibald, Tiki Barber",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}]",N/A,7.6,47,tt4633340,movie,N/A,"$8,239",Abramorama,http://mrchibbs.com/,b'Abr.',"b'$8,302'",b'1',"b'$3,163'",b'1',b'5/3/2017'
Mr. Church,2016,PG-13,16 Sep 2016,104 min,"Comedy, Drama",Bruce Beresford,Susan McMartin,"Eddie Murphy, Britt Robertson, Natascha McElhone, Xavier Samuel",English,USA,3 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37,7.7,"18,506",tt4196848,movie,25 Oct 2016,"$685,143",Envision Media Arts,http://mrchurchmovie.com/,b'Free',"b'$685,780'",b'354',"b'$338,551'",b'354',b'9/16/2016'
