Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Language,Country,Awards,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Studio,Total Gross,Theaters,Opening Gross,Theaters(opening),Open
Skateboard,1978,PG,01 Feb 1978,97 min,"Drama, Sport",George Gage,"Dick Wolf (screenplay), George Gage (screenplay), Dick Wolf (story)","Allen Garfield, Kathleen Lloyd, Leif Garrett, Richard Van der Wyk",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,181,tt0076721,movie,N/A,N/A,N/A,N/A,b'Uni.',"b'$1,318,823'",b'n/a',b'n/a',b'n/a',b'2/1/1978'
Skateland,2010,PG-13,13 May 2011,96 min,Drama,Anthony Burns,"Anthony Burns, Brandon Freeman, Heath Freeman","Shiloh Fernandez, Ashley Greene, Heath Freeman, Brett Cullen",English,USA,1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,5.8,"1,998",tt1312254,movie,30 Aug 2011,"$13,612",Freestyle Releasing,http://www.freemanfilm.com/skateland/,b'Free',"b'$19,411'",b'11',"b'$5,254'",b'2',b'5/13/2011'
The Skeleton Key,2005,PG-13,12 Aug 2005,104 min,"Horror, Mystery, Thriller",Iain Softley,Ehren Kruger,"Kate Hudson, Gena Rowlands, John Hurt, Peter Sarsgaard","English, French","USA, Germany",5 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,6.5,"93,671",tt0397101,movie,15 Nov 2005,"$47,729,605",Universal Pictures,http://www.theskeletonkeymovie.com/,b'Uni.',"b'$47,907,715'","b'2,784'","b'$16,057,945'","b'2,771'",b'8/12/2005'
The Skeleton Twins,2014,R,11 Sep 2014,93 min,"Comedy, Drama, Romance",Craig Johnson,"Craig Johnson, Mark Heyman","Bill Hader, Kristen Wiig, Luke Wilson, Ty Burrell",English,USA,4 wins & 10 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,6.8,"34,298",tt1571249,movie,16 Dec 2014,N/A,Roadside Attractions,http://skeletontwinsmovie.com/,b'RAtt.',"b'$5,284,309'",b'461',"b'$380,691'",b'15',b'9/12/2014'
The Skeptic,2009,N/A,24 Jun 2010,89 min,"Horror, Thriller",Tennyson Bardwell,Tennyson Bardwell,"Tim Daly, Tom Arnold, Zoe Saldana, Edward Herrmann",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",31,5.8,"3,637",tt0493451,movie,08 Dec 2009,N/A,IFC Films,N/A,b'IFC',"b'$6,671'",b'2',"b'$1,553'",b'1',b'5/1/2009'
Ski Party,1965,N/A,30 Jun 1965,90 min,"Comedy, Musical",Alan Rafkin,Robert Kaufman,"Frankie Avalon, Dwayne Hickman, Deborah Walley, Yvonne Craig",English,USA,2 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]",N/A,5.2,418,tt0059726,movie,N/A,N/A,American International Pictures,N/A,b'AIP',b'n/a',b'n/a',b'n/a',b'n/a',b'6/30/1965'
Ski Patrol,1990,PG,12 Jan 1990,91 min,"Action, Comedy",Rich Correll,"Steven Long Mitchell (story), Craig W. Van Sickle (story), Wink Roberts (story), Steven Long Mitchell (screenplay), Craig W. Van Sickle (screenplay)","Roger Rose, Yvette Nipar, T.K. Carter, Leslie Jordan",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",N/A,5.4,"2,902",tt0100631,movie,N/A,N/A,Sony Pictures Home Entertainment,N/A,b'Triu',"b'$8,533,973'",b'565',"b'$1,648,000'",b'515',b'1/12/1990'
Ski School,1990,R,11 Jan 1991,95 min,Comedy,Damian Lee,David Mitchell,"Dean Cameron, Tom Bresnahan, Patrick Labyorteaux, Mark Thomas Miller",English,Canada,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",N/A,5.1,"2,516",tt0102940,movie,28 Aug 2007,N/A,HBO Video,N/A,b'MovE',"b'$18,476'",b'n/a',b'n/a',b'n/a',b'1/11/1991'
Skid Marks,2007,R,05 Oct 2007,85 min,"Action, Comedy",Karl Kozak,"Karl Kozak, Don J. Rearden, Kraig Wenman","Tyler Poelle, Mikey Post, Scott Dittman, Kathy Uyen",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '3.8/10'}]",N/A,3.8,587,tt0775536,movie,16 Jun 2009,N/A,Diversa Films,http://www.skidmarksthemovie.com/,b'Divr.',"b'$12,959'",b'4',"b'$2,674'",b'1',b'10/5/2007'
Skid Row,2007,R,24 Aug 2007,80 min,Documentary,"Ross Clarke, Niva Dorell, Marshall Tyler",N/A,Pras Michel,English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}]",N/A,6.4,284,tt0795381,movie,25 Mar 2008,N/A,Screen Media Films,http://www.skidrowthemovie.com/,b'Scre.',"b'$6,627'",b'3',"b'$6,627'",b'3',b'8/24/2007'
