Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Language,Country,Awards,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Studio,Total Gross,Theaters,Opening Gross,Theaters(opening),Open
Veer-Zaara,2004,NOT RATED,12 Nov 2004,192 min,"Drama, Family, Musical",Yash Chopra,"Aditya Chopra (dialogue), Aditya Chopra (screenplay), Aditya Chopra (story)","Shah Rukh Khan, Rani Mukerji, Preity Zinta, Kiron Kher","Hindi, Urdu, Panjabi",India,21 wins & 29 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.9,"40,172",tt0420332,movie,26 Feb 2005,"$2,856,738",Yash Raj Films Pvt. Ltd.,http://www1.yashrajfilms.com/veerzaaramicro/microflash.asp,b'Yash',"b'$2,938,532'",b'88',"b'$843,010'",b'88',b'11/11/2004'
Veer!,2012,NOT RATED,02 Nov 2012,N/A,"Comedy, Drama, Romance",Patrick Barry,"Patrick Barry, Jesse Gay","Jesse Gay, Erin Cline, James Nguyen, Corsica Wilson",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,58,tt1748280,movie,N/A,N/A,N/A,N/A,b'BLS',"b'$1,132'",b'1',b'$713',b'1',b'3/1/2013'
Vegas Vacation,1997,PG,14 Feb 1997,93 min,Comedy,Stephen Kessler,"Elisa Bell (story), Bob Ducsay (story), Elisa Bell (screenplay)","Chevy Chase, Beverly D'Angelo, Randy Quaid, Ethan Embry",English,USA,1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '20/100'}]",20,5.9,"36,400",tt0120434,movie,08 Jul 1998,N/A,WARNER BROTHERS PICTURES,N/A,b'WB',"b'$36,400,360'","b'2,070'","b'$12,837,927'","b'2,054'",b'2/14/1997'
The Veil,2016,R,19 Jan 2016,93 min,"Drama, Horror, Thriller",Phil Joanou,Robert Ben Garant (screenplay),"Jessica Alba, Lily Rabe, Thomas Jane, Aleksa Palladino",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}]",N/A,4.7,"5,799",tt3533916,movie,02 Feb 2016,N/A,Blumhouse Productions,N/A,b'Uni.',b'n/a',b'n/a',b'n/a',b'n/a',b'TBD'
Veil of Tears,2014,PG-13,28 Mar 2014,90 min,"Documentary, Drama, News","Kenny Saylors, Kyle Saylors",Kenny Saylors,"Natalie Grant, K.P. Yohannan, Daniel Johnson, Nikita Hattangady",English,"India, USA",N/A,"[{'Source': 'Internet Movie Database', 'Value': '9.0/10'}]",N/A,9.0,58,tt3163908,movie,19 Aug 2014,N/A,Word Films,http://veiloftearsmovie.com/,b'WF',"b'$72,078'",b'8',"b'$44,358'",b'8',b'3/28/2014'
The Velocity of Gary,1998,R,16 Jul 1999,100 min,"Comedy, Drama, Romance",Dan Ireland,James Still,"Vincent D'Onofrio, Salma Hayek, Thomas Jane, Olivia d'Abo",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}]",N/A,5.1,"1,590",tt0120878,movie,13 Apr 2004,N/A,Sony Pictures Home Entertainment,N/A,b'NxtM',"b'$2,143'",b'1',"b'$1,242'",b'1',b'4/30/1999'
Velvet Goldmine,1998,R,23 Oct 1998,118 min,"Drama, Music",Todd Haynes,"James Lyons (story), Todd Haynes (story), Todd Haynes","Ewan McGregor, Jonathan Rhys Meyers, Christian Bale, Toni Collette","English, French","UK, USA",Nominated for 1 Oscar. Another 4 wins & 9 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,7.0,"29,260",tt0120879,movie,18 May 1999,N/A,Miramax,N/A,b'Mira.',"b'$1,053,788'",b'85',"b'$301,787'",b'85',b'11/6/1998'
The Venetian Affair,1966,APPROVED,10 Feb 1967,89 min,"Action, Thriller",Jerry Thorpe,"E. Jack Neuman (screenplay), Helen MacInnes (based upon the nove byl)","Robert Vaughn, Elke Sommer, Felicia Farr, Karlheinz Böhm","English, Italian",USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",N/A,5.3,297,tt0062432,movie,07 Oct 2011,N/A,MGM,N/A,b'MGM',b'n/a',b'n/a',b'n/a',b'n/a',b'N/A'
Vengeance: A Love Story,2017,N/A,15 Sep 2017,99 min,"Action, Thriller",Johnny Martin,"John Mankiewicz (screenplay by), Joyce Carol Oates (based on the novel by), Scott Windhauser (additional writing service by)","Nicolas Cage, Anna Hutchison, Talitha Eliana Bateman, Deborah Kara Unger",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]",N/A,5.2,"2,379",tt5460530,movie,15 Sep 2017,"$4,526",Patriot Pictures,N/A,b'FR',"b'$4,526'",b'11',"b'$4,526'",b'11',b'9/15/2017'
Venom,2005,R,16 Sep 2005,87 min,Horror,Jim Gillespie,"Flint Dille (screenplay), John Zuur Platten (screenplay), Brandon Boyce (screenplay), Flint Dille (story), John Zuur Platten (story)","Agnes Bruckner, Jonathan Jackson, Laura Ramsey, D.J. Cotrona",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",25,4.7,"8,444",tt0428251,movie,17 Jan 2006,"$811,035",Miramax,http://www.miramax.com/venom/,b'Par.',"b'$5,229,643'",b'900',"b'$1,672,747'",b'900',b'1/29/1982'
