Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Language,Country,Awards,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Studio,Total Gross,Theaters,Opening Gross,Theaters(opening),Open
Epic,2013,PG,24 May 2013,102 min,"Animation, Adventure, Family",Chris Wedge,"James V. Hart (screenplay), William Joyce (screenplay), Daniel Shere (screenplay), Tom J. Astle (screenplay), Matt Ember (screenplay), William Joyce (story), James V. Hart (story), Chris Wedge (story), William Joyce (Leafmen characters from book ""The Leaf Men and the Brave Good Bugs"")","Blake Anderson, Aziz Ansari, Allison Bills, Jim Conroy",English,USA,2 wins & 21 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.7,"90,674",tt0848537,movie,20 Sep 2013,"$107,515,297",Twentieth Century Fox,http://www.epicthemovie.com/,b'Fox',"b'$107,518,682'","b'3,894'","b'$33,531,068'","b'3,882'",b'5/24/2013'
Epic Movie,2007,PG-13,26 Jan 2007,86 min,"Adventure, Comedy","Jason Friedberg, Aaron Seltzer","Jason Friedberg, Aaron Seltzer","Kal Penn, Adam Campbell, Jennifer Coolidge, Jayma Mays",English,USA,2 wins & 3 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '2.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '2%'}, {'Source': 'Metacritic', 'Value': '17/100'}]",17,2.3,"93,549",tt0799949,movie,22 May 2007,"$39,666,075",20th Century Fox,http://www.myspace.com/EpicMovie,b'Fox',"b'$39,739,367'","b'2,840'","b'$18,612,544'","b'2,801'",b'1/26/2007'
The Equalizer,2014,R,26 Sep 2014,132 min,"Action, Crime, Thriller",Antoine Fuqua,"Richard Wenk, Michael Sloan (television series), Richard Lindheim (television series)","Denzel Washington, Marton Csokas, Chloë Grace Moretz, David Harbour","English, Russian, Spanish",USA,1 win & 9 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,7.2,"256,369",tt0455944,movie,30 Dec 2014,"$85,212,969",Sony Pictures,http://www.equalizerthemovie.com/,b'Sony',"b'$101,530,738'","b'3,236'","b'$34,137,828'","b'3,236'",b'9/26/2014'
The Equalizer 2,2018,N/A,10 Aug 2018,N/A,"Action, Crime, Thriller",Antoine Fuqua,"Richard Lindheim (characters), Michael Sloan (characters), Richard Wenk (screenplay)","Pedro Pascal, Denzel Washington, Bill Pullman, Melissa Leo",N/A,USA,N/A,[],N/A,N/A,N/A,tt3766354,movie,N/A,N/A,Sony Pictures,N/A,b'Sony',b'n/a',b'n/a',b'n/a',b'n/a',b'8/3/2018'
Equals,2015,PG-13,26 May 2016,101 min,"Drama, Romance, Sci-Fi",Drake Doremus,"Nathan Parker (screenplay by), Drake Doremus (story by)","Nicholas Hoult, Vernetta Lopez, Scott Lawrence, Kate Lyn Sheil",English,"USA, Indonesia",1 win & 5 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,6.0,"19,056",tt3289728,movie,06 Sep 2016,N/A,Scott Free Films,http://equals-the-movie.com/,b'A24',"b'$33,258'",b'92',"b'$9,206'",b'2',b'7/15/2016'
Equilibrium,2002,R,06 Dec 2002,107 min,"Action, Drama, Sci-Fi",Kurt Wimmer,Kurt Wimmer,"Christian Bale, Dominic Purcell, Sean Bean, Christian Kahrmann",English,USA,2 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",33,7.5,"278,078",tt0238380,movie,13 May 2003,N/A,Miramax Films,http://www.dimensionfilms.com/equilibrium/index.html,b'Dim.',"b'$1,203,794'",b'301',"b'$541,512'",b'301',b'12/6/2002'
Equinox,1970,GP,01 Oct 1970,80 min,"Horror, Adventure, Mystery","Jack Woods, Mark Thomas McGee(co-director), Dennis Muren","Mark Thomas McGee (story), Jack Woods","Edward Connell, Barbara Hewitt, Frank Bonner, Robin Christopher",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}]",N/A,5.3,"2,359",tt0067055,movie,19 Jun 2006,N/A,Criterion Collection,N/A,b'IRS',"b'$279,627'",b'8',"b'$6,310'",b'1',b'6/11/1993'
Equity,2016,R,29 Jul 2016,100 min,Drama,Meera Menon,"Sarah Megan Thomas (story by), Alysia Reiner (story by), Amy Fox (story by), Amy Fox (screenplay)","Anna Gunn, James Purefoy, Sarah Megan Thomas, Alysia Reiner",English,USA,1 win & 3 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,5.5,"2,640",tt3958780,movie,13 Dec 2016,"$1,605,197",Broad Street Pictures,N/A,b'SPC',"b'$1,605,463'",b'255',"b'$82,434'",b'4',b'7/29/2016'
Eragon,2006,PG,15 Dec 2006,104 min,"Action, Adventure, Family",Stefen Fangmeier,"Peter Buchman (screenplay), Christopher Paolini (novel)","Ed Speleers, Jeremy Irons, Sienna Guillory, Robert Carlyle",English,"USA, UK, Hungary",1 win & 6 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,5.1,"112,663",tt0449010,movie,23 May 2006,N/A,N/A,N/A,b'Fox',"b'$75,030,163'","b'3,030'","b'$23,239,907'","b'3,020'",b'12/15/2006'
Erased,2012,R,26 Sep 2012,100 min,"Action, Thriller",Philipp Stölzl,Arash Amel,"Aaron Eckhart, Liana Liberato, Olga Kurylenko, Garrick Hagon",English,"USA, Canada, Belgium, UK",1 win & 2 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,6.1,"25,065",tt1645155,movie,16 Jul 2013,N/A,Radius-TWC,http://www.finefilms.co.jp/inbou/,b'RTWC',b'n/a',b'51',b'n/a',b'51',b'5/17/2013'
