Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Language,Country,Awards,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Studio,Total Gross,Theaters,Opening Gross,Theaters(opening),Open
Ahead of Time,1995,N/A,N/A,8 min,Short,Sean MacLeod Phillips,Ryan A. Harmon,N/A,English,USA,N/A,[],N/A,N/A,N/A,tt0184189,movie,N/A,N/A,N/A,N/A,b'Vita.',"b'$33,024'",b'3',"b'$12,790'",b'1',b'9/10/2010'
Ai Weiwei: Never Sorry,2012,R,14 Jun 2012,91 min,Documentary,Alison Klayman,Alison Klayman,"Ai Weiwei, Dan Ai, Lao Ai, Lee Ambrozy","English, Mandarin",USA,9 wins & 14 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.6,"3,701",tt1845773,movie,03 Dec 2012,"$500,000",IFC Films,http://aiweiweineversorry.com/,b'IFC',"b'$534,100'",b'37',"b'$41,104'",b'5',b'7/27/2012'
Ai Weiwei: The Fake Case,2013,NOT RATED,30 Nov 2013,86 min,"Documentary, Drama",Andreas Johnsen,Andreas Johnsen,"Lao Ai, Jerome A. Cohen, Pan Haixia, Yunchang He","Mandarin, English","Denmark, China, UK",2 wins & 1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,6.5,254,tt3281074,movie,06 Jan 2015,"$24,134",International Film Circuit Inc.,http://thefakecase.com/,b'ICir',"b'$45,255'",b'8',"b'$5,066'",b'1',b'5/16/2014'
Aida's Secrets,2016,N/A,03 Nov 2017,90 min,Documentary,"Alon Schwarz, Shaul Schwarz","Halil Efrat, Alon Schwarz","Izak Sagi, Shep Shell, Aida Zasadsinska","English, Hebrew","Canada, Germany, USA, Israel",1 win & 2 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,18,tt5706568,movie,23 Jan 2018,N/A,Music Box Films,http://www.musicboxfilms.com/aida-s-secrets-movies-144.php,b'MBox',"b'$62,748'",b'9',"b'$5,665'",b'1',b'10/20/2017'
Aimee & Jaguar,1999,NOT RATED,11 Feb 1999,125 min,"Biography, Drama, Romance",Max Färberböck,"Max Färberböck, Rona Munro, Erica Fischer (book)","Maria Schrader, Juliane Köhler, Johanna Wokalek, Heike Makatsch",German,Germany,Nominated for 1 Golden Globe. Another 8 wins & 3 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,7.3,"5,435",tt0130444,movie,23 Oct 2001,N/A,Zeitgeist,http://www.zeitgeistfilm.com/current/aimeejaguar/aimeejaguar.html,b'Zeit.',"b'$927,107'",b'16',"b'$42,919'",b'7',b'8/11/2000'
Ain't in It for My Health: A Film About Levon Helm,2010,N/A,19 Apr 2013,83 min,"Documentary, Biography, Music",Jacob Hatley,N/A,"Larry Campbell, Jay Collins, Elizabeth Danko, Amy Helm",English,USA,2 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.2,371,tt1362518,movie,07 Oct 2013,"$99,118",Kino Lorber,http://www.levonhelmfilm.com/,b'KL',"b'$113,966'",b'10',"b'$7,937'",b'1',b'4/19/2013'
Ain't Them Bodies Saints,2013,R,16 Aug 2013,96 min,"Crime, Drama, Romance",David Lowery,David Lowery,"Rooney Mara, Casey Affleck, Ben Foster, Keith Carradine",English,USA,4 wins & 12 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,6.4,"17,711",tt2388637,movie,17 Dec 2013,"$200,000",IFC Films,http://www.facebook.com/AintThemBodiesSaints,b'IFC',"b'$396,519'",b'44',"b'$26,419'",b'3',b'8/16/2013'
Air America,1990,R,10 Aug 1990,113 min,"Action, Comedy",Roger Spottiswoode,"Christopher Robbins (book), John Eskow (screenplay), Richard Rush (screenplay)","Mel Gibson, Robert Downey Jr., Nancy Travis, Ken Jenkins","English, Lao",USA,1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",33,5.7,"23,343",tt0099005,movie,25 Jul 2000,N/A,Live Home Video,N/A,b'TriS',"b'$31,053,601'","b'1,902'","b'$8,064,480'","b'1,902'",b'8/10/1990'
Air Bud,1997,PG,01 Aug 1997,98 min,"Comedy, Drama, Family",Charles Martin Smith,"Kevin DiCicco (character ""Air Bud""), Paul Tamasy, Aaron Mendelsohn","Michael Jeter, Kevin Zegers, Wendy Makkena, Bill Cobbs",English,"USA, Canada",3 wins & 3 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}]",N/A,5.1,"13,917",tt0118570,movie,03 Feb 1998,N/A,Keystone Pictures,N/A,b'BV',"b'$23,144,499'","b'1,795'","b'$4,878,632'","b'1,795'",b'8/1/1997'
Air Bud: Golden Receiver,1998,G,14 Aug 1998,90 min,"Comedy, Family, Sport",Richard Martin,"Kevin DiCicco (character ""Air Bud""), Paul Tamasy (characters), Aaron Mendelsohn (characters), Paul Tamasy, Aaron Mendelsohn","Tim Conway, Dick Martin, Kevin Zegers, Cynthia Stevenson",English,"USA, Canada",3 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}]",N/A,4.5,"4,558",tt0140796,movie,12 Dec 2000,N/A,Dimension Films,N/A,b'Mira.',"b'$10,224,116'","b'1,669'","b'$2,603,726'","b'1,669'",b'8/14/1998'
