Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Language,Country,Awards,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Studio,Total Gross,Theaters,Opening Gross,Theaters(opening),Open
CJ7,2008,PG,30 Jan 2008,86 min,"Comedy, Family, Sci-Fi",Stephen Chow,"Stephen Chow, Vincent Kok, Kan-Cheung Tsang, Sandy Shaw, Chi Keung Fung, Fung Lam","Stephen Chow, Jiao Xu, Lei Huang, Yuqi Zhang","Cantonese, Mandarin","Hong Kong, China",4 wins & 10 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,6.5,"12,296",tt0940709,movie,12 Aug 2008,N/A,Sony Pictures Classics,http://www.sonyclassics.com/cj7/,b'SPC',"b'$207,378'",b'30',"b'$49,770'",b'19',b'3/7/2008'
The Claim,2000,R,02 Feb 2001,120 min,"Drama, Romance, Western",Michael Winterbottom,"Thomas Hardy (novel), Frank Cottrell Boyce (screenplay)","Peter Mullan, Milla Jovovich, Wes Bentley, Nastassja Kinski",English,"UK, France, Canada",1 win & 10 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,6.5,"5,470",tt0218378,movie,26 Dec 2001,N/A,MGM Distribution Co,http://www.theclaimmovie.com,b'MGM',"b'$669,258'",b'29',"b'$7,131'",b'1',b'12/29/2000'
Claire Dolan,1998,NOT RATED,18 Nov 1998,95 min,Drama,Lodge Kerrigan,Lodge Kerrigan,"Katrin Cartlidge, Vincent D'Onofrio, Colm Meaney, Patrick Husted","French, English","USA, France",1 win & 5 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.8,"1,157",tt0150143,movie,21 Feb 2006,N/A,New Yorker Films,N/A,b'NYer',"b'$9,480'",b'n/a',b'n/a',b'n/a',b'2/25/2000'
Clambake,1967,N/A,04 Dec 1967,99 min,"Comedy, Musical",Arthur H. Nadel,Arthur Browne Jr. (story and screenplay),"Elvis Presley, Shelley Fabares, Will Hutchins, Bill Bixby",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,"1,925",tt0061489,movie,02 Oct 2001,N/A,MGM Home Entertainment,N/A,b'UA',b'n/a',b'n/a',b'n/a',b'n/a',b'11/22/1967'
The Clan of the Cave Bear,1986,R,17 Jan 1986,98 min,"Adventure, Drama, Fantasy",Michael Chapman,"Jean M. Auel (novel), John Sayles (screenplay)","Daryl Hannah, Pamela Reed, James Remar, Thomas G. Waites",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}]",N/A,5.3,"5,347",tt0090848,movie,09 Nov 1999,N/A,Warner Bros. Pictures,N/A,b'WB',"b'$1,953,732'",b'106',"b'$25,428'",b'1',b'1/17/1986'
Clandestine Childhood,2011,NOT RATED,20 Sep 2012,112 min,Drama,Benjamín Ávila,"Benjamín Ávila (screenplay), Marcelo Müller (screenplay)","Ernesto Alterio, Natalia Oreiro, César Troncoso, Teo Gutiérrez Moreno","Spanish, Portuguese","Argentina, Spain, Brazil",21 wins & 18 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,7.1,"1,958",tt1726888,movie,07 May 2013,"$9,017",Film Movement,http://www.filmmovement.com/theatrical/index.asp?MerchandiseID=314,b'IFC',"b'$9,017'",b'2',"b'$8,137'",b'2',b'1/18/2013'
Clara's Heart,1988,PG-13,07 Oct 1988,108 min,Drama,Robert Mulligan,"Joseph Olshan (novel), Mark Medoff (screenplay)","Whoopi Goldberg, Michael Ontkean, Kathleen Quinlan, Neil Patrick Harris",English,USA,Nominated for 1 Golden Globe. Another 2 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}]",N/A,6.3,"1,803",tt0094882,movie,N/A,N/A,Warner Home Video,N/A,b'WB',"b'$5,194,491'",b'315',"b'$588,869'",b'74',b'10/7/1988'
The Class,2008,PG-13,13 Mar 2009,128 min,Drama,Laurent Cantet,"Laurent Cantet (scenario), Robin Campillo (scenario), François Bégaudeau (scenario), François Bégaudeau (inspired by the book)","François Bégaudeau, Agame Malembo-Emene, Angélica Sancio, Arthur Fogel","French, Bambara, Spanish",France,Nominated for 1 Oscar. Another 10 wins & 27 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '92/100'}]",92,7.5,"30,819",tt1068646,movie,11 Aug 2009,"$3,700,000",Sony Pictures Classics,http://www.sonyclassics.com/theclass,b'SPC',"b'$3,766,810'",b'126',b'n/a',b'n/a',b'12/19/2008'
Class,1983,R,22 Jul 1983,98 min,"Comedy, Drama, Romance",Lewis John Carlino,"Jim Kouf, David Greenwalt","Jacqueline Bisset, Rob Lowe, Andrew McCarthy, Cliff Robertson",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",33,5.9,"8,059",tt0085346,movie,21 Nov 2000,N/A,MGM,N/A,b'Orion',"b'$21,667,789'",b'844',"b'$4,553,233'",b'839',b'7/22/1983'
Class Act,1992,PG-13,05 Jun 1992,98 min,Comedy,Randall Miller,"Michael Swerdlick (story), Wayne Allan Rice (story), Richard Brenne (story), John Semper (screenplay), Cynthia Friedlob (screenplay)","Christopher Reid, Christopher Martin, Andre Rosey Brown, Meshach Taylor",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}]",N/A,6.0,"4,346",tt0103978,movie,16 Dec 1992,N/A,Warner Home Video,N/A,b'WB',"b'$13,272,113'","b'1,148'","b'$3,421,827'","b'1,148'",b'6/5/1992'
