Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Language,Country,Awards,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Studio,Total Gross,Theaters,Opening Gross,Theaters(opening),Open
Re-Animator,1985,UNRATED,18 Oct 1985,105 min,"Comedy, Horror, Sci-Fi",Stuart Gordon,"H.P. Lovecraft (story ""Herbert West,  Re-Animator""), Dennis Paoli (screenplay), William Norris (screenplay), Stuart Gordon (screenplay)","Jeffrey Combs, Bruce Abbott, Barbara Crampton, David Gale","English, German",USA,4 wins & 2 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}]",N/A,7.2,"44,552",tt0089885,movie,10 Dec 1997,N/A,Empire Pictures,N/A,b'EP',"b'$2,023,414'",b'185',"b'$543,728'",b'129',b'10/18/1985'
Reach the Rock,1998,R,16 Oct 1998,100 min,"Comedy, Drama",Bill Ryan,John Hughes,"William Sadler, Alessandro Nivola, Bruce Norris, Karen Sillas",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}]",N/A,6.8,756,tt0119986,movie,27 Jul 1999,N/A,Gramercy Pictures,N/A,b'Gram.',"b'$4,960'",b'3',"b'$3,317'",b'3',b'10/16/1998'
Reaching for the Moon,2013,NOT RATED,16 Aug 2013,118 min,"Biography, Drama, Romance",Bruno Barreto,"Matthew Chapman (screenplay), Julie Sayres (screenplay), Carmen L. Oliveira (based on the novel ""Flores raras e banalíssimas"" by), Carolina Kotscho (based on the screenplay by)","Glória Pires, Miranda Otto, Tracy Middendorf, Marcello Airoldi","English, Portuguese",Brazil,8 wins & 11 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,7.0,"2,234",tt2217458,movie,11 Feb 2014,"$28,482",Wolfe Releasing,http://www.reachingforthemoonmovie.com,b'Wlfe.',"b'$45,502'",b'4',"b'$14,573'",b'2',b'11/8/2013'
Read My Lips,2001,R,26 Jul 2002,115 min,"Crime, Drama, Romance",Jacques Audiard,"Jacques Audiard, Tonino Benacquista","Vincent Cassel, Emmanuelle Devos, Olivier Gourmet, Olivier Perrier",French,France,7 wins & 12 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,7.4,"11,789",tt0274117,movie,22 Jul 2003,"$1,177,985",Magnolia Pictures,http://www.magpictures.com/distribution/moreinfo.php?2readlips,b'Magn.',"b'$1,471,911'",b'45',"b'$27,080'",b'1',b'7/5/2002'
The Reader,2008,R,30 Jan 2009,124 min,"Drama, Romance",Stephen Daldry,"David Hare (screenplay), Bernhard Schlink (book)","Ralph Fiennes, Jeanette Hain, David Kross, Kate Winslet","English, German, Greek, Latin","USA, Germany",Won 1 Oscar. Another 25 wins & 47 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,7.6,"203,005",tt0976051,movie,14 Apr 2009,"$34,111,418",The Weinstein Co./MGM,http://www.thereader-movie.com/,b'Wein.',"b'$34,194,407'","b'1,203'","b'$168,051'",b'8',b'12/10/2008'
Ready,2011,NOT RATED,03 Jun 2011,145 min,"Action, Comedy, Drama",Anees Bazmee,"Rajan Aggarwal (screenplay co-writer), Ikram Akhtar (screenplay), Nisar Akhtar (additional dialogue), Farhad Bhiwandiwala (dialogue), Gopimohan (story), Rajeev Kaul (screenplay), Sajid (dialogue)","Salman Khan, Asin, Paresh Rawal, Mahesh Manjrekar","Hindi, English",India,5 wins & 1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}]",N/A,4.7,"12,088",tt1708532,movie,26 Sep 2011,"$910,446",Eros International,http://www.readythemovie.com,b'Eros',"b'$955,148'",b'97',"b'$460,238'",b'97',b'6/3/2011'
Ready Player One,2018,N/A,30 Mar 2018,N/A,"Action, Adventure, Sci-Fi",Steven Spielberg,"Zak Penn (screenplay by), Ernest Cline (screenplay), Ernest Cline (based on the novel by)","T.J. Miller, Simon Pegg, Olivia Cooke, Hannah John-Kamen",English,USA,N/A,[],N/A,N/A,N/A,tt1677720,movie,N/A,N/A,Warner Bros. Pictures,N/A,b'WB',b'n/a',b'n/a',b'n/a',b'n/a',b'3/30/2018'
Ready to Rumble,2000,PG-13,07 Apr 2000,107 min,"Comedy, Sport",Brian Robbins,Steven Brill,"David Arquette, Oliver Platt, Scott Caan, Bill Goldberg",English,USA,1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '23/100'}]",23,5.3,"12,265",tt0217756,movie,02 Oct 2001,N/A,Warner Bros. Pictures,http://www.readytorumble.net,b'WB',"b'$12,394,327'","b'2,585'","b'$5,257,778'","b'2,585'",b'4/7/2000'
Ready to Wear,1994,R,25 Dec 1994,133 min,"Comedy, Drama",Robert Altman,"Robert Altman, Barbara Shulgasser","Marcello Mastroianni, Sophia Loren, Jean-Pierre Cassel, Kim Basinger","English, French, Italian, Russian, Spanish",USA,Nominated for 2 Golden Globes. Another 3 wins & 1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,5.0,"12,999",tt0110907,movie,29 Jun 1999,N/A,Miramax,N/A,b'Mira.',"b'$11,300,653'",b'736',"b'$2,026,295'",b'736',b'12/25/1994'
The Reagan Show,2017,TV-PG,30 Jun 2017,74 min,Documentary,"Sierra Pettengill, Pacho Velez","Josh Alexander, Francisco Bello, Pacho Velez","Ronald Reagan, Nancy Reagan, Mikhail Gorbachev, George Bush",English,USA,1 win & 4 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.3,101,tt6710658,movie,N/A,N/A,N/A,N/A,b'Grav.',"b'$5,500'",b'2',"b'$5,500'",b'2',b'6/30/2017'
The Real Blonde,1997,R,27 Feb 1998,105 min,"Comedy, Drama, Romance",Tom DiCillo,Tom DiCillo,"Matthew Modine, Catherine Keener, Daryl Hannah, Maxwell Caulfield","English, Italian",USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.0,"3,541",tt0119987,movie,26 Jan 1999,N/A,Paramount Pictures,N/A,b'Par.',"b'$83,488'",b'10',"b'$83,488'",b'10',b'2/27/1998'
The Real Cancun,2003,R,25 Apr 2003,96 min,Documentary,Rick de Oliveira,Brian Caldirola,"Benjamin Fletcher, Nicole Frilot, Roxanne Frilot, David Ingber",English,USA,1 win & 3 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '2.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,2.7,"3,649",tt0360916,movie,01 Jul 2003,"$3,713,002",New Line Cinema,http://www.therealcancun.com,b'NL',"b'$3,825,421'","b'2,261'","b'$2,108,796'","b'2,261'",b'4/25/2003'
The Real Dirt on Farmer John,2005,NOT RATED,20 Jan 2006,82 min,Documentary,Taggart Siegel,N/A,"John Peterson, Anna Nielsen, John Edwards, Lester Peterson",English,USA,5 wins.,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,7.5,579,tt0439774,movie,08 Jan 2008,N/A,Cavu Pictures,http://www.therealdirt.net/,b'Slow',"b'$65,429'",b'10',"b'$12,376'",b'3',b'1/20/2006'
Real Genius,1985,PG,07 Aug 1985,108 min,"Comedy, Romance, Sci-Fi",Martha Coolidge,"Neal Israel (screenplay), Neal Israel (story), Pat Proft (screenplay), Pat Proft (story), Pj Torokvei","Val Kilmer, Gabriel Jarret, Michelle Meyrink, William Atherton",English,USA,2 wins & 2 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}]",N/A,7.0,"25,446",tt0089886,movie,11 Jun 2002,N/A,Sony Pictures Home Entertainment,N/A,b'TriS',"b'$12,952,019'",b'990',"b'$2,557,180'",b'990',b'8/9/1985'
The Real Glory,1939,APPROVED,29 Sep 1939,96 min,"History, War",Henry Hathaway,"Jo Swerling (screenplay), Robert Presnell Sr. (screenplay), Charles L. Clifford (from the novel by)","Gary Cooper, David Niven, Andrea Leeds, Reginald Owen","English, Latin",USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,690,tt0031842,movie,12 Aug 2008,N/A,United Artists,N/A,b'UA',b'n/a',b'n/a',b'n/a',b'n/a',b'9/15/1939'
Real Life,1979,PG,23 Mar 1979,99 min,Comedy,Albert Brooks,"Monica Mcgowan Johnson, Harry Shearer, Albert Brooks","Dick Haymes, Albert Brooks, Matthew Tobin, J.A. Preston",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,7.2,"2,009",tt0079781,movie,13 Feb 2001,N/A,Paramount Pictures,N/A,b'Par.',"b'$364,642'",b'n/a',b'n/a',b'n/a',b'3/2/1979'
The Real McCoy,1993,PG-13,10 Sep 1993,105 min,"Crime, Drama, Thriller",Russell Mulcahy,"Desmond Lowden (novel), William Davies (screenplay), William Osborne (screenplay)","Kim Basinger, Val Kilmer, Terence Stamp, Gailard Sartain",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}]",N/A,5.5,"7,156",tt0107927,movie,06 Sep 2005,N/A,Universal Pictures,N/A,b'Uni.',"b'$6,484,246'","b'1,672'","b'$2,705,425'","b'1,670'",b'9/10/1993'
