Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Language,Country,Awards,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Studio,Total Gross,Theaters,Opening Gross,Theaters(opening),Open
The Sea,2002,N/A,13 Sep 2002,109 min,"Comedy, Drama",Baltasar Kormákur,"Baltasar Kormákur, Ólafur Haukur Símonarson (play)","Gunnar Eyjólfsson, Hilmir Snær Guðnason, Hélène de Fougerolles, Kristbjörg Kjeld","Icelandic, Norwegian, English","Iceland, France, Norway",10 wins & 7 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,7.0,"1,483",tt0332381,movie,30 Sep 2003,N/A,Palm Pictures,http://www.theseafilm.com,b'Palm',"b'$75,994'",b'8',"b'$4,191'",b'1',b'5/16/2003'
The Sea Beast,2008,TV-14,30 Jun 2008,90 min,"Horror, Sci-Fi, Thriller",Paul Ziller,"Neil Elman, Paul Ziller","Corin Nemec, Miriam McDonald, Daniel Wisler, Camille Sullivan",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}]",N/A,4.3,"1,077",tt1314248,movie,30 Jun 2009,N/A,N/A,N/A,b'WB',"b'$814,000'",b'n/a',b'n/a',b'n/a',b'1/15/1926'
The Sea Chase,1955,APPROVED,04 Jun 1955,117 min,"Action, Drama, War",John Farrow,"James Warner Bellah (screenplay), John Twist (screenplay), Andrew Geer (novel)","John Wayne, Lana Turner, David Farrar, Lyle Bettger",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,"2,259",tt0048593,movie,03 May 2005,N/A,WARNER BROTHERS PICTURES,N/A,b'WB',b'n/a',b'n/a',b'n/a',b'n/a',b'6/4/1955'
The Sea Hawk,1940,APPROVED,01 Jul 1940,127 min,"Action, Adventure, History",Michael Curtiz,"Howard Koch (screen play), Seton I. Miller (screen play)","Errol Flynn, Brenda Marshall, Claude Rains, Donald Crisp",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.8,"7,571",tt0033028,movie,19 Apr 2005,N/A,Warner Bros.,N/A,b'WB',b'n/a',b'n/a',b'n/a',b'n/a',b'7/1/1940'
The Sea Inside,2004,PG-13,04 Mar 2005,125 min,"Biography, Drama, Romance",Alejandro Amenábar,"Alejandro Amenábar (screenplay), Mateo Gil (screenplay)","Javier Bardem, Belén Rueda, Lola Dueñas, Mabel Rivera","Spanish, Catalan, Gallegan","Spain, France, Italy",Won 1 Oscar. Another 67 wins & 36 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,8.0,"68,644",tt0369702,movie,17 May 2005,"$1,870,746",Fine Line Features,http://www.theseainside.com/,b'FL',"b'$2,104,923'",b'99',"b'$55,681'",b'23',b'12/17/2004'
The Sea Is Watching,2002,R,27 Jul 2002,119 min,"Romance, Drama",Kei Kumai,"Kei Kumai (screenplay), Akira Kurosawa (original screenplay), Shûgorô Yamamoto (novels)","Misa Shimizu, Nagiko Tôno, Masatoshi Nagase, Hidetaka Yoshioka",Japanese,Japan,1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,7.1,"1,366",tt0316829,movie,18 Nov 2003,N/A,Sony Pictures Entertainment,N/A,b'SRep',"b'$30,577'",b'5',"b'$10,500'",b'5',b'7/18/2003'
Sea of Dreams,2006,PG,21 Sep 2007,99 min,"Drama, Fantasy, Mystery",José Pepe Bojórquez,"José Pepe Bojórquez, José Pepe Bojórquez (story), David Howard","Johnathon Schaech, Sendi Bar, Angélica María, Nicholas Gonzalez",English,"Mexico, USA",1 win & 2 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}]",N/A,6.6,327,tt0367567,movie,N/A,N/A,Success Films Inc.,http://www.dondelosmitossonreales.com/,b'Succ.',"b'$39,200'",b'56',"b'$39,200'",b'56',b'9/21/2007'
The Sea of Grass,1947,PASSED,25 Apr 1947,123 min,"Drama, Western",Elia Kazan,"Conrad Richter (novel), Marguerite Roberts, Vincent Lawrence","Spencer Tracy, Katharine Hepburn, Robert Walker, Melvyn Douglas",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}]",N/A,6.4,"1,508",tt0039806,movie,23 Oct 1991,N/A,Warner Home Video,N/A,b'MGM',b'n/a',b'n/a',b'n/a',b'n/a',b'4/25/1947'
Sea of Love,1989,R,15 Sep 1989,113 min,"Crime, Drama, Mystery",Harold Becker,Richard Price,"Al Pacino, Ellen Barkin, John Goodman, Michael Rooker",English,USA,Nominated for 1 Golden Globe. Another 3 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.8,"32,155",tt0098273,movie,26 May 1998,N/A,MCA Universal Home Video,N/A,b'Uni.',"b'$58,571,513'","b'1,439'","b'$10,017,840'","b'1,246'",b'9/15/1989'
The Sea of Trees,2015,PG-13,26 Aug 2016,110 min,Drama,Gus Van Sant,Chris Sparling,"Matthew McConaughey, Ryoko Seta, Sienna Tow, Naoko Marshall","English, Japanese",USA,2 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '23/100'}]",23,5.9,"8,618",tt3450900,movie,01 Nov 2016,"$20,083",Waypoint Entertainment,N/A,b'A24',"b'$20,444'",b'101',"b'$1,877'",b'2',b'8/26/2016'
