Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Language,Country,Awards,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Studio,Total Gross,Theaters,Opening Gross,Theaters(opening),Open
The Embalmer,2002,NOT RATED,06 Sep 2002,101 min,"Drama, Romance",Matteo Garrone,"Ugo Chiti (story and screenplay), Massimo Gaudioso (story and screenplay), Matteo Garrone (story and screenplay)","Ernesto Mahieux, Valerio Foglia Manzillo, Elisabetta Rocchetti, Lina Bernardi",Italian,Italy,13 wins & 19 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,7.0,"1,629",tt0322725,movie,18 May 2004,N/A,First Run Features,http://www.limbalsamatore.it/,b'FRun',"b'$56,878'",b'2',"b'$10,313'",b'2',b'7/18/2003'
Embrace of the Serpent,2015,NOT RATED,25 May 2015,125 min,"Adventure, Drama",Ciro Guerra,"Ciro Guerra, Theodor Koch-Grünberg (based on the diary by), Richard Evans Schultes (based on the diary by), Jacques Toulemonde Vidal","Nilbio Torres, Antonio Bolivar, Jan Bijvoet, Brionne Davis","Spanish, Portuguese, Aboriginal, German, Catalan, Latin, English","Colombia, Venezuela, Argentina",Nominated for 1 Oscar. Another 46 wins & 30 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,7.9,"13,744",tt4285496,movie,N/A,N/A,N/A,N/A,b'Osci.',"b'$1,329,249'",b'93',"b'$50,955'",b'3',b'2/17/2016'
Emerald Cowboy,2003,R,17 Nov 2004,90 min,"Documentary, Drama",Andrew Molina,Eishy Hayata,"Eishy Hayata, Lucho Velasco, Juan Pablo Shuk, John K. Anderson","English, Spanish, Japanese",Colombia,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}, {'Source': 'Metacritic', 'Value': '21/100'}]",21,6.9,49,tt0289176,movie,10 Jul 2007,N/A,Indican Pictures,http://www.emeraldcowboy.com,b'Indic.',"b'$101,358'",b'6',"b'$9,708'",b'4',b'9/19/2003'
The Emerald Forest,1985,R,03 Jul 1985,114 min,"Action, Adventure, Drama",John Boorman,Rospo Pallenberg,"Powers Boothe, Meg Foster, Yara Vaneau, William Rodriguez","English, Portuguese",UK,Nominated for 3 BAFTA Film Awards. Another 1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}]",N/A,6.9,"7,939",tt0089087,movie,06 Feb 2001,N/A,Nelson Entertainment,N/A,b'Emb',"b'$24,468,550'","b'1,110'","b'$4,345,150'","b'1,110'",b'7/5/1985'
Emile,2003,R,09 Jan 2004,92 min,Drama,Carl Bessai,Carl Bessai,"Ian McKellen, Deborah Kara Unger, Theo Crane, Tygh Runyan",English,"Canada, UK",1 win & 3 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.5,660,tt0338001,movie,26 Apr 2005,N/A,Castle Hill Productions,http://www.emilethemovie.com/,b'Castle',"b'$5,799'",b'1',"b'$1,529'",b'1',b'2/4/2005'
Emma,1996,PG,30 Aug 1996,120 min,"Comedy, Drama, Romance",Douglas McGrath,"Jane Austen (novel), Douglas McGrath (screenplay)","Gwyneth Paltrow, James Cosmo, Greta Scacchi, Alan Cumming",English,"UK, USA",Won 1 Oscar. Another 2 wins & 7 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.7,"30,034",tt0116191,movie,02 Nov 1999,N/A,A&E Television Networks,N/A,b'Mira.',"b'$22,231,658'",b'848',"b'$240,649'",b'9',b'8/2/1996'
Emma Smith: My Story,2008,PG,11 Apr 2008,98 min,"Biography, Drama, History","Gary Cook, T.C. Christensen",Gary Cook,"Patricia Place, Katherine Nelson, Nathan Mitchell, Stephanie Breinholt",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,262,tt1091225,movie,30 Sep 2008,N/A,Candlelight Media,http://www.emmasmithmovie.com/,b'CMG',"b'$881,787'",b'42',"b'$94,959'",b'41',b'4/11/2008'
Emmanuel's Gift,2005,G,30 Jun 2007,80 min,Documentary,"Lisa Lax, Nancy Stern","Lisa Lax, Elizabeth Massie, Nancy Stern","Robin Williams, Oprah Winfrey",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,7.7,173,tt0447016,movie,14 Feb 2006,N/A,First Look Pictures,http://www.emmanuelsgift.com/,b'First',"b'$23,728'",b'6',"b'$14,642'",b'6',b'10/21/2005'
The Emoji Movie,2017,PG,28 Jul 2017,86 min,"Animation, Adventure, Comedy",Tony Leondis,"Tony Leondis (screenplay by), Eric Siegel (screenplay by), Mike White (screenplay by), Tony Leondis (story by), Eric Siegel (story by), John Hoffman (additional screenplay material)","T.J. Miller, James Corden, Anna Faris, Maya Rudolph",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '2.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '12/100'}]",12,2.5,"24,706",tt4877122,movie,24 Oct 2017,"$85,194,738",Sony Pictures Animation,http://www.theemoji-movie.com/,b'Sony',"b'$85,926,568'","b'4,075'","b'$24,531,923'","b'4,075'",b'7/28/2017'
Empathy,2007,N/A,04 Aug 2007,90 min,"Horror, Thriller",David Richards,Steve Lightfoot,"Simon Armstrong, Nick Bartlett, Amber Beattie, Brian Cowan",English,UK,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,136,tt1073106,movie,N/A,N/A,N/A,N/A,b'Icar.',"b'$29,345'",b'1',"b'$11,975'",b'1',b'1/21/2004'
Emperor,2012,PG-13,27 Jul 2013,105 min,"Drama, History",Peter Webber,"Vera Blasi (screenplay), David Klass (screenplay), Shiro Okamoto (book)","Matthew Fox, Tommy Lee Jones, Eriko Hatsune, Toshiyuki Nishida","English, Japanese","Japan, USA",1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.5,"11,366",tt2103264,movie,13 Aug 2013,"$3,345,315",Roadside Attractions,http://www.emperor-themovie.com/,b'RAtt.',"b'$3,346,265'",b'311',"b'$1,014,099'",b'260',b'3/8/2013'
The Emperor and the Assassin,1998,R,14 Nov 1998,162 min,"Drama, History",Kaige Chen,"Kaige Chen, Peigong Wang","Li Gong, Fengyi Zhang, Zhou Sun, Xiaohe Lü",Mandarin,"China, Japan, France",3 wins & 9 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,7.3,"5,430",tt0162866,movie,13 Jun 2000,N/A,Sony Pictures Classics,N/A,b'SPC',"b'$1,267,239'",b'37',"b'$47,295'",b'7',b'12/15/1999'
