Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Language,Country,Awards,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Studio,Total Gross,Theaters,Opening Gross,Theaters(opening),Open
CQ,2001,R,31 May 2002,88 min,"Drama, Comedy, Sci-Fi",Roman Coppola,Roman Coppola,"Jeremy Davies, Angela Lindvall, Élodie Bouchez, Gérard Depardieu","English, French, Italian","USA, Luxembourg, France, Italy",1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.3,"4,250",tt0254199,movie,10 Sep 2002,"$301,194",United Artists Pictures/MGM,http://www.mgm.com/experiencecq,b'MGM',"b'$414,358'",b'19',"b'$54,942'",b'7',b'5/24/2002'
Crack House,1989,R,10 Nov 1989,90 min,"Action, Crime, Drama",Michael Fischa,"Blake Schaffer, Jack Silverman (story)","Jim Brown, Anthony Geary, Richard Roundtree, Cher Butler",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,298,tt0097119,movie,22 Mar 2005,N/A,Cannon Home Video,N/A,b'Can.',"b'$862,551'",b'67',"b'$210,162'",b'67',b'11/10/1989'
Crackers,1984,PG,17 Feb 1984,91 min,"Adventure, Comedy, Crime",Louis Malle,Jeffrey Alan Fiskin (screenplay),"Donald Sutherland, Jack Warden, Sean Penn, Wallace Shawn",English,USA,1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}]",N/A,5.1,996,tt0087096,movie,N/A,N/A,Universal Studios,N/A,b'Uni.',"b'$129,268'",b'21',"b'$58,689'",b'21',b'2/17/1984'
Cracks,2009,R,18 Mar 2011,104 min,"Drama, Thriller",Jordan Scott,"Ben Court (screenplay), Caroline Ip (screenplay), Jordan Scott (screenplay), Sheila Kohler (novel)","Eva Green, Juno Temple, María Valverde, Imogen Poots",English,"UK, Ireland, Spain, France, Switzerland",3 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,6.7,"16,663",tt1183665,movie,19 Jul 2011,"$17,595",IFC Films,http://www.optimumreleasing.com/theatrical.php?id=1029,b'IFC',"b'$29,683'",b'6',"b'$9,467'",b'6',b'3/18/2011'
Cradle 2 the Grave,2003,R,28 Feb 2003,101 min,"Action, Crime, Drama",Andrzej Bartkowiak,"John O'Brien (story), John O'Brien (screenplay), Channing Gibson (screenplay)","Jet Li, DMX, Anthony Anderson, Kelly Hu","English, Mandarin, Korean",USA,6 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36,5.8,"36,894",tt0306685,movie,12 Aug 2003,"$34,600,000",Warner Bros.,http://cradle2thegrave.warnerbros.com,b'WB',"b'$34,712,347'","b'2,625'","b'$16,521,468'","b'2,625'",b'2/28/2003'
Cradle Will Rock,1999,R,21 Jan 2000,132 min,Drama,Tim Robbins,Tim Robbins,"Hank Azaria, Rubén Blades, Joan Cusack, John Cusack","English, Italian",USA,5 wins & 7 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,6.9,"8,251",tt0150216,movie,16 May 2000,N/A,Buena Vista Pictures,http://movies.go.com/cradlewillrock/index.html,b'BV',"b'$2,903,404'",b'506',"b'$93,998'",b'8',b'12/10/1999'
The Craft,1996,R,03 May 1996,101 min,"Drama, Fantasy, Horror",Andrew Fleming,"Peter Filardi (story), Peter Filardi (screenplay), Andrew Fleming (screenplay)","Robin Tunney, Fairuza Balk, Neve Campbell, Rachel True","English, French",USA,1 win & 2 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}]",N/A,6.3,"62,819",tt0115963,movie,02 Jul 1997,N/A,Sony Pictures Home Entertainment,N/A,b'Sony',"b'$24,819,936'","b'1,762'","b'$6,710,995'","b'1,757'",b'5/3/1996'
Crank,2006,R,01 Sep 2006,88 min,"Action, Crime, Thriller","Mark Neveldine, Brian Taylor","Mark Neveldine, Brian Taylor","Jason Statham, Amy Smart, Jose Pablo Cantillo, Efren Ramirez","English, Spanish, Korean",USA,2 wins & 2 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,7.0,"209,011",tt0479884,movie,09 Jan 2007,"$27,800,000",Lionsgate,http://www.crankfilm.com/,b'LGF',"b'$27,838,408'","b'2,515'","b'$10,457,367'","b'2,515'",b'9/1/2006'
Crank: High Voltage,2009,R,17 Apr 2009,96 min,"Action, Crime, Thriller","Mark Neveldine, Brian Taylor","Mark Neveldine, Brian Taylor","Jason Statham, Amy Smart, Dwight Yoakam, Efren Ramirez",English,USA,1 win & 2 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,6.2,"121,835",tt1121931,movie,08 Sep 2009,"$13,630,226",Lionsgate,http://www.crank2.com/,b'LGF',"b'$13,684,249'","b'2,223'","b'$6,963,565'","b'2,223'",b'4/17/2009'
Crash,2004,R,06 May 2005,112 min,"Crime, Drama, Thriller",Paul Haggis,"Paul Haggis (story), Paul Haggis (screenplay), Bobby Moresco (screenplay)","Karina Arroyave, Sandra Bullock, Dato Bakhtadze, Don Cheadle","English, Persian, Spanish, Mandarin, Korean","USA, Germany",Won 3 Oscars. Another 64 wins & 111 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,7.8,"380,567",tt0375679,movie,06 Sep 2005,"$55,382,847",Lions Gate Films,http://www.crashfilm.com/,b'Lions',"b'$54,580,300'","b'1,905'","b'$9,107,071'","b'1,864'",b'5/6/2005'
