Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Language,Country,Awards,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Studio,Total Gross,Theaters,Opening Gross,Theaters(opening),Open
Klezmer on Fish Street,2004,N/A,22 Mar 2004,85 min,Documentary,Yale Strom,N/A,N/A,"English, Polish, Yiddish",USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}]",N/A,6.7,14,tt0414201,movie,N/A,N/A,Castle Hill Productions,N/A,b'Castle',"b'$5,724'",b'1',"b'$2,628'",b'1',b'4/16/2004'
Klimt,2006,N/A,03 Mar 2006,131 min,"Biography, Drama",Raoul Ruiz,"Raoul Ruiz, Gilbert Adair (translation: English), Herbert Vesely (idea)","John Malkovich, Veronica Ferres, Stephen Dillane, Saffron Burrows","English, German, French","Austria, France, Germany, UK",1 win & 4 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,5.2,"2,492",tt0417871,movie,08 Jan 2008,N/A,Outsider Pictures,http://www.klimtderfilm.at/,b'Outs',"b'$97,656'",b'3',"b'$2,332'",b'1',b'6/22/2007'
Klown,2010,R,16 Dec 2010,93 min,Comedy,Mikkel Nørgaard,"Casper Christensen (screenplay), Frank Hvam (screenplay), Casper Christensen (story), Frank Hvam (story), Mikkel Nørgaard (story)","Frank Hvam, Casper Christensen, Marcuz Jess Petersen, Mia Lyhne",Danish,Denmark,7 wins & 3 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,7.2,"8,753",tt1680136,movie,25 Sep 2012,"$68,559",Drafthouse Films,http://www.klownthemovie.com,b'Drft.',"b'$68,795'",b'16',"b'$19,683'",b'3',b'7/27/2012'
Klown Forever,2015,R,02 Sep 2016,99 min,"Comedy, Drama",Mikkel Nørgaard,"Casper Christensen (story), Casper Christensen, Frank Hvam (story), Frank Hvam, Mikkel Nørgaard (story)","Casper Christensen, Frank Hvam, Mia Lyhne, Simone Colling","Danish, English",Denmark,1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.3,"2,729",tt4585660,movie,02 Sep 2016,$860,Det Danske Filminstitut,N/A,b'Drft.',"b'$5,700'",b'10',b'$860',b'5',b'9/2/2016'
Km. 0 - Kilometer Zero,2000,R,30 Jun 2000,108 min,"Comedy, Drama, Romance","Yolanda García Serrano, Juan Luis Iborra","Yolanda García Serrano, Juan Luis Iborra","Concha Velasco, Georges Corraface, Silke, Carlos Fuentes",Spanish,Spain,6 wins & 1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,7.2,"1,640",tt0251777,movie,17 Feb 2004,N/A,TLA Releasing,http://www.tlavideo.com/templates/catalog_details.cfm?c=2&v=2&sn=1&id=184436,b'TLA',"b'$159,338'",b'6',"b'$7,400'",b'1',b'7/11/2003'
Knife Fight,2012,R,28 Jan 2013,100 min,Drama,Bill Guttentag,"Bill Guttentag, Chris Lehane","Rob Lowe, Julie Bowen, Saffron Burrows, Jamie Chung",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,5.1,"1,170",tt1931466,movie,10 Jun 2013,N/A,IFC Films,http://www.knifefightmovie.com/,b'IFC',"b'$5,661'",b'2',b'n/a',b'2',b'1/25/2013'
Knight Moves,1992,R,22 Jan 1993,108 min,"Crime, Drama, Mystery",Carl Schenkel,Brad Mirman,"Christopher Lambert, Diane Lane, Tom Skerritt, Daniel Baldwin",English,"Germany, USA, Canada",1 win.,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}]",N/A,6.1,"6,388",tt0104627,movie,20 Feb 2001,N/A,Republic Pictures Home Video,N/A,b'Rep.',"b'$923,418'",b'420',"b'$459,900'",b'420',b'1/22/1993'
Knight of Cups,2015,R,04 Mar 2016,118 min,"Drama, Romance",Terrence Malick,Terrence Malick,"Christian Bale, Cate Blanchett, Natalie Portman, Brian Dennehy","English, German, Spanish, Serbian",USA,3 wins & 8 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,5.7,"18,912",tt2101383,movie,N/A,N/A,N/A,N/A,b'BG',"b'$566,006'",b'68',"b'$60,551'",b'4',b'3/4/2016'
A Knight's Tale,2001,PG-13,11 May 2001,132 min,"Action, Adventure, Romance",Brian Helgeland,Brian Helgeland,"Heath Ledger, Rufus Sewell, Shannyn Sossamon, Paul Bettany",English,USA,4 wins & 10 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.9,"146,447",tt0183790,movie,25 Sep 2001,"$55,001,689",Columbia Pictures,http://www.aknightstale.com,b'Sony',"b'$56,569,702'","b'2,980'","b'$16,511,391'","b'2,980'",b'5/11/2001'
Knights of Badassdom,2013,R,18 Aug 2014,86 min,"Adventure, Comedy, Fantasy",Joe Lynch,"Kevin Dreyfuss (screenplay), Matt Wall (screenplay)","D.R. Anderson, W. Earl Brown, Michael Carpenter, Kevin Connell",English,USA,2 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}]",N/A,5.7,"17,211",tt1545660,movie,01 Apr 2014,N/A,Entertainment One Films,http://knightsofbadassdom-movie.com/,b'EOne',"b'$123,854'",b'13',"b'$17,449'",b'13',b'1/21/2014'
Knights of the City,1986,R,14 Feb 1986,87 min,"Action, Music",Dominic Orlando,Leon Isaac Kennedy,"Leon Isaac Kennedy, Nicholas Campbell, John Mengatti, Stoney Jackson",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]",N/A,4.8,103,tt0091351,movie,N/A,N/A,New World Video,N/A,b'NW',"b'$601,451'",b'n/a',b'n/a',b'n/a',b'2/14/1986'
Knock Knock,2015,R,09 Oct 2015,99 min,"Drama, Horror, Thriller",Eli Roth,"Eli Roth (screenplay), Nicolás López (screenplay), Guillermo Amoedo (screenplay), Anthony Overman (story), Michael Ronald Ross (story)","Keanu Reeves, Lorenza Izzo, Ana de Armas, Aaron Burns","English, Spanish","USA, Chile",N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,4.9,"57,846",tt3605418,movie,08 Dec 2015,"$285,363",Lionsgate Premiere,http://knockknockthemovie.com,b'LGP',"b'$36,336'",b'22',"b'$18,623'",b'22',b'10/9/2015'
Knock Off,1998,R,04 Sep 1998,91 min,"Action, Comedy, Thriller",Hark Tsui,Steven E. de Souza,"Jean-Claude Van Damme, Rob Schneider, Lela Rochon, Paul Sorvino",English,"Aruba, Hong Kong, USA",N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37,4.8,"12,216",tt0120724,movie,29 Dec 1998,N/A,TriStar,http://www.sleepers.com,b'Sony',"b'$10,319,915'","b'1,800'","b'$5,516,231'","b'1,800'",b'9/4/1998'
Knockaround Guys,2001,R,11 Oct 2002,92 min,"Crime, Drama, Thriller","Brian Koppelman, David Levien","Brian Koppelman, David Levien","Barry Pepper, Andy Davoli, Seth Green, Vin Diesel",English,USA,2 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30,6.1,"20,541",tt0211465,movie,25 Feb 2003,"$11,509,127",New Line Cinema,http://www.knockaroundguys.com,b'NL',"b'$11,715,637'","b'1,806'","b'$5,016,852'","b'1,806'",b'10/11/2002'
Knocked Up,2007,R,01 Jun 2007,129 min,"Comedy, Romance",Judd Apatow,Judd Apatow,"Seth Rogen, Katherine Heigl, Paul Rudd, Leslie Mann",English,USA,8 wins & 25 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,7.0,"314,421",tt0478311,movie,25 Sep 2007,"$148,734,225",Universal,http://www.knockedupmovie.com/,b'Uni.',"b'$148,768,917'","b'2,975'","b'$30,690,990'","b'2,871'",b'6/1/2007'
Knockin' on Heaven's Door,1997,NOT RATED,20 Feb 1997,87 min,"Action, Crime, Comedy",Thomas Jahn,"Thomas Jahn (story), Thomas Jahn (screenplay), Til Schweiger (screenplay)","Til Schweiger, Jan Josef Liefers, Thierry van Werveke, Moritz Bleibtreu","German, English",Germany,8 wins & 3 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",N/A,8.0,"22,504",tt0119472,movie,N/A,N/A,Phaedra,N/A,b'Pha.',"b'$5,710'",b'2',"b'$1,731'",b'1',b'8/20/1999'
Knockout,2000,PG-13,04 Feb 2000,99 min,"Action, Drama",Lorenzo Doumani,"Lorenzo Doumani (story), Mark Stevens (screenplay)","Sophia Adella Luke, Eduardo Yáñez, Tony Plana, Paul Winfield",English,USA,1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '4.0/10'}, {'Source': 'Metacritic', 'Value': '25/100'}]",25,4.0,154,tt0143344,movie,30 May 2000,N/A,Independent Artists,N/A,b'IA',"b'$169,503'",b'110',"b'$88,000'",b'110',b'2/4/2000'
Know How,2015,N/A,15 May 2015,106 min,"Drama, Musical",Juan Carlos Pineiro Escoriaza,"Deshawn Brown, Niquana Clark, Michael Dew, Gabrielle Garcia, Gilbert Howard, Claribelle Pagan, Juan Carlos Pineiro Escoriaza, Ebonee Simpson","Deshawn Brown, Niquana Clark, Michael Dew, Gabrielle Garcia",English,USA,6 wins & 3 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}]",N/A,7.1,50,tt2089721,movie,01 Jun 2015,"$2,414",First Run Features,http://www.knowhowmovie.com,b'FRun',"b'$3,323'",b'2',"b'$2,414'",b'2',b'5/15/2015'
Knowing,2009,PG-13,20 Mar 2009,121 min,"Drama, Mystery, Sci-Fi",Alex Proyas,"Ryne Douglas Pearson (screenplay), Juliet Snowden (screenplay), Stiles White (screenplay), Ryne Douglas Pearson (story)","Nicolas Cage, Chandler Canterbury, Rose Byrne, Lara Robinson",English,"USA, UK, Australia",1 win & 5 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,6.2,"197,710",tt0448011,movie,07 Jul 2009,"$79,948,113",Summit Entertainment,http://www.knowing-themovie.com/,b'Sum.',"b'$79,957,634'","b'3,337'","b'$24,604,751'","b'3,332'",b'3/20/2009'
