Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Language,Country,Awards,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Studio,Total Gross,Theaters,Opening Gross,Theaters(opening),Open
Dhamaal,2007,N/A,07 Sep 2007,136 min,"Action, Adventure, Comedy",Indra Kumar,"Paritosh Painter (story), Paritosh Painter (screenplay), Paritosh Painter (dialogue), Balvinder Singh Suri (dialogue), Bunty Rathore (dialogue)","Sanjay Dutt, Riteish Deshmukh, Arshad Warsi, Aashish Chaudhary",Hindi,India,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,"8,714",tt0845448,movie,N/A,N/A,Shemaroo Entertainment,http://www.dhamaalthefilm.com/,b'Shem.',"b'$166,339'",b'39',"b'$166,339'",b'39',b'9/7/2007'
The Dhamma Brothers,2008,N/A,11 Apr 2008,76 min,Documentary,"Andrew Kukura, Jenny Phillips, Anne Marie Stein",N/A,"Grady Bankhead, Ron Cavanaugh, Jonathan Crowley, Edward Johnson",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}]",N/A,7.5,374,tt1212007,movie,02 Nov 2010,N/A,Balcony Releasing,http://www.dhammabrothers.com/,b'Bal.',"b'$40,492'",b'3',"b'$3,710'",b'1',b'4/11/2008'
Dheepan,2015,R,13 May 2016,115 min,"Crime, Drama",Jacques Audiard,"Jacques Audiard (dialogue), Jacques Audiard (screenplay), Thomas Bidegain (dialogue), Thomas Bidegain (screenplay), Noé Debré (dialogue), Noé Debré (screenplay)","Jesuthasan Antonythasan, Kalieaswari Srinivasan, Claudine Vinasithamby, Vincent Rottiers","Tamil, French, English",France,Nominated for 1 BAFTA Film Award. Another 6 wins & 13 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.2,"9,966",tt4082068,movie,23 May 2017,"$247,597",Sundance Selects,N/A,b'IFC',"b'$248,392'",b'26',"b'$20,249'",b'2',b'5/6/2016'
Dhoom,2004,NOT RATED,27 Aug 2004,129 min,"Action, Crime, Thriller",Sanjay Gadhvi,"Vijay Krishna Acharya (dialogue), Vijay Krishna Acharya (screenplay)","Abhishek Bachchan, Uday Chopra, John Abraham, Esha Deol",Hindi,India,11 wins & 22 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,"14,944",tt0422091,movie,04 Aug 2009,N/A,Yashraj Films,N/A,b'Yash',"b'$245,756'",b'32',"b'$102,860'",b'32',b'8/27/2004'
Dhoom 2,2006,NOT RATED,24 Nov 2006,152 min,"Action, Crime, Thriller",Sanjay Gadhvi,"Vijay Krishna Acharya (screenplay), Vijay Krishna Acharya (dialogue), Aditya Chopra (story)","Hrithik Roshan, Abhishek Bachchan, Uday Chopra, Aishwarya Rai Bachchan","Hindi, Urdu, English, Telugu",India,3 wins & 14 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}]",N/A,6.4,"19,227",tt0441048,movie,29 Jan 2006,"$2,621,407",Yash Raj Films,http://www.yashrajfilms.com/,b'Yash',"b'$2,643,586'",b'63',"b'$979,001'",b'63',b'11/23/2006'
Dhoom 3,2013,NOT RATED,20 Dec 2013,172 min,"Action, Crime, Thriller",Vijay Krishna Acharya,"Vijay Krishna Acharya (story), Aditya Chopra (story), Vijay Krishna Acharya (screenplay and dialogue)","Aamir Khan, Abhishek Bachchan, Katrina Kaif, Uday Chopra","Hindi, English, Tamil, Telugu, Arabic",India,15 wins & 25 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,5.4,"36,976",tt1833673,movie,N/A,"$5,596,653",Yash Raj Films,http://www.yashrajfilms.com/,b'Yash',"b'$8,031,955'",b'239',"b'$3,423,508'",b'239',b'12/20/2013'
Dhoondte Reh Jaoge,2009,N/A,06 Mar 2009,131 min,"Comedy, Drama",Umesh Shukla,"Shabbir Ahmed (lyrics), Rajeev Jhaveri (story and screenplay), Jalees Sherwani (lyrics), Umesh Shukla (dialogues), Umesh Shukla","Paresh Rawal, Kunal Khemu, Sonu Sood, Soha Ali Khan",Hindi,India,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,504,tt1391544,movie,16 Jun 2009,N/A,UTV Communications,N/A,b'UTV',"b'$5,127'",b'10',"b'$5,126'",b'10',b'3/6/2009'
The Diabolical,2015,TV-MA,13 Aug 2015,86 min,"Horror, Sci-Fi",Alistair Legrand,"Alistair Legrand, Luke Harvis","Ali Larter, Arjun Gupta, Max Rose, Chloe Perrin",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",25,4.7,"4,154",tt3603808,movie,03 Nov 2015,N/A,N/A,N/A,b'N/A',b'n/a',b'n/a',b'n/a',b'n/a',b'2015'
Diabolique,1955,NOT RATED,21 Nov 1955,117 min,"Crime, Drama, Horror",Henri-Georges Clouzot,"Pierre Boileau (novel), Thomas Narcejac (novel), Henri-Georges Clouzot (scenario and dialogue), Jérôme Géronimi (scenario and dialogue), René Masson (collaboration), Frédéric Grendel (collaboration)","Simone Signoret, Véra Clouzot, Paul Meurisse, Charles Vanel","French, English",France,4 wins.,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}]",N/A,8.1,"47,449",tt0046911,movie,02 Feb 1999,N/A,Kino Lorber Inc.,N/A,b'UMPO',b'n/a',b'n/a',b'n/a',b'n/a',b'11/21/1955'
Dial M for Murder,1954,APPROVED,29 May 1954,105 min,"Crime, Film-Noir, Thriller",Alfred Hitchcock,"Frederick Knott (screen play), Frederick Knott (adapted from his play)","Ray Milland, Grace Kelly, Robert Cummings, John Williams",English,USA,Nominated for 1 BAFTA Film Award. Another 3 wins & 2 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}]",N/A,8.2,"120,504",tt0046912,movie,07 Sep 2004,N/A,Warner Bros. Pictures,N/A,b'WB',b'n/a*',b'n/a',b'n/a',b'n/a',b'5/29/1954'
Diamond Head,1962,NOT RATED,27 Dec 1962,107 min,"Drama, Romance",Guy Green,"Marguerite Roberts (screenplay), Peter Gilman (novel)","Charlton Heston, Yvette Mimieux, George Chakiris, France Nuyen",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,574,tt0055905,movie,31 May 2005,N/A,Sony Pictures Entertainment,N/A,b'Col.',b'n/a',b'n/a',b'n/a',b'n/a',b'1/30/1963'
Diamond Men,2000,R,01 Oct 2000,100 min,Drama,Dan Cohen,Dan Cohen,"Robert Forster, Donnie Wahlberg, Bess Armstrong, Jasmine Guy",English,USA,3 wins & 1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,7.1,"1,465",tt0200427,movie,11 Feb 2003,N/A,Lions Gate Films,N/A,b'Pan.',"b'$191,221'",b'15',"b'$14,749'",b'3',b'9/14/2001'
Diamond's Edge,1988,PG,30 Nov 1990,83 min,"Comedy, Crime, Family",Stephen Bayly,"Anthony Horowitz (screenplay), Anthony Horowitz (based on the book ""The Falcon's Malteser"" by)","Colin Dale, Saeed Jaffrey, Dursley McLinden, José René Ruiz",English,UK,1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,213,tt0095419,movie,19 Aug 2003,N/A,HBO Video,N/A,b'Castle',"b'$12,751'",b'30',"b'$12,751'",b'30',b'11/30/1990'
