Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Language,Country,Awards,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Studio,Total Gross,Theaters,Opening Gross,Theaters(opening),Open
#Horror,2015,NOT RATED,20 Nov 2015,101 min,"Drama, Horror, Mystery",Tara Subkoff,Tara Subkoff,"Emma Adler, Jessica Blank, Ted Christensen, Annabelle Dexter-Jones",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '3.1/10'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,3.1,"2,417",tt3526286,movie,N/A,N/A,N/A,N/A,b'IFC',b'n/a',b'n/a',b'n/a',b'n/a',b'11/20/2015'
$9.99,2008,R,17 Sep 2009,78 min,"Animation, Drama, Fantasy",Tatia Rosenthal,"Etgar Keret (screenplay), Etgar Keret (short stories), Tatia Rosenthal (screenplay)","Geoffrey Rush, Anthony LaPaglia, Samuel Johnson, Barry Otto",English,"Australia, Israel",3 wins & 4 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.8,"2,850",tt0790799,movie,23 Feb 2010,N/A,Regent Releasing,http://www.9dollars99movie.com/,b'Reg.',"b'$52,384'",b'4',b'$478',b'1',b'12/12/2008'
Not a Love Story: Making (500) Days of Summer,2009,NOT RATED,22 Dec 2009,30 min,"Documentary, Short",Charles de Lauzirika,N/A,"Zooey Deschanel, Joseph Gordon-Levitt, Scott Neustadter, Marc Webb",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,37,tt1572162,movie,N/A,N/A,N/A,N/A,b'FoxS',"b'$32,391,374'","b'1,048'","b'$834,501'",b'27',b'7/17/2009'
(Untitled),2009,R,02 Jun 2011,96 min,"Comedy, Drama, Music",Jonathan Parker,"Catherine DiNapoli, Jonathan Parker","Adam Goldberg, Marley Shelton, Eion Bailey, Lucy Punch",English,USA,2 wins.,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.4,"1,897",tt1132193,movie,01 Jun 2010,"$168,259",Samuel Goldwyn Films,http://www.untitled-themovie.com/,b'Gold.',"b'$230,600'",b'25',"b'$18,002'",b'3',b'10/23/2009'
...and justice for all.,1979,R,19 Oct 1979,119 min,"Crime, Drama, Thriller",Norman Jewison,"Valerie Curtin, Barry Levinson","Al Pacino, Jack Warden, John Forsythe, Lee Strasberg",English,USA,Nominated for 2 Oscars. Another 1 win & 1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}]",N/A,7.4,"25,028",tt0078718,movie,16 Jan 2001,N/A,Columbia Pictures,N/A,b'Col.',"b'$33,300,000'",b'n/a',b'n/a',b'n/a',b'10/19/1979'
1+1=11,2012,N/A,N/A,N/A,Comedy,Hitoshi Yazaki,Hitoshi Yazaki (screenplay),"Zuimaro Awashima, Yôko Kita, Yumika Kiya, Urara Matsubayashi",Japanese,Japan,N/A,[],N/A,N/A,N/A,tt2198094,movie,N/A,N/A,N/A,N/A,b'Eros',"b'$132,498'",b'18',"b'$92,342'",b'18',b'3/28/2003'
"1,000 Times Good Night",2013,NOT RATED,24 Oct 2014,117 min,"Drama, War",Erik Poppe,"Erik Poppe, Harald Rosenløw-Eeg, Jan Trygve Røyneland, Kirsten Sheridan (additional material by)","Juliette Binoche, Nikolaj Coster-Waldau, Lauryn Canny, Adrianna Cramer Curtis","Norwegian, English","Norway, Ireland, Sweden",6 wins & 14 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,7.1,"6,099",tt2353767,movie,02 Feb 2015,"$53,025",Film Movement,http://www.filmmovement.com/theatrical/index.asp?MerchandiseID=369,b'FM',"b'$53,895'",b'24',"b'$24,120'",b'24',b'10/24/2014'
10,1979,R,05 Oct 1979,122 min,"Comedy, Romance",Blake Edwards,Blake Edwards,"Dudley Moore, Julie Andrews, Bo Derek, Robert Webber",English,USA,Nominated for 2 Oscars. Another 9 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}]",N/A,6.0,"13,055",tt0078721,movie,27 Aug 1997,N/A,Waner Bros.,N/A,b'WB',"b'$74,865,517'",b'n/a',"b'$3,526,692'",b'706',b'10/5/1979'
10 Cloverfield Lane,2016,PG-13,11 Mar 2016,104 min,"Drama, Horror, Mystery",Dan Trachtenberg,"Josh Campbell (screenplay by), Matthew Stuecken (screenplay by), Damien Chazelle (screenplay by), Josh Campbell (story by), Matthew Stuecken (story by)","John Goodman, Mary Elizabeth Winstead, John Gallagher Jr., Douglas M. Griffin",English,USA,11 wins & 45 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.2,"211,910",tt1179933,movie,14 Jun 2016,"$59,481,553",Bad Robot Productions,http://www.10cloverfieldlane.com/,b'Par.',"b'$72,082,998'","b'3,427'","b'$24,727,437'","b'3,391'",b'3/11/2016'
10 Days in a Madhouse,2015,R,11 Nov 2015,111 min,Drama,Timothy Hines,Timothy Hines,"Caroline Barry, Christopher Lambert, Kelly LeBrock, Julia Chantrey",English,USA,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,758,tt3453052,movie,N/A,N/A,N/A,N/A,b'CafeP',"b'$14,616'",b'10',"b'$4,773'",b'1',b'11/11/2015'
