num,Title,Theaters,Country,Genre,Rated,Runtime,Open,Language,imdbRating,Actorinfluenceaverage,if_actorinfluence,Average Gross for each movie,if_average_gross,googletrends,Total Gross
831,TRON Legacy: Disc Roars,3451,1,11,1,3,17/12/2010,1,7.2,0,0,0,0,0,172062763
832,Trophy,21,1,1,1,10,08/09/2017,1,6.9,0,0,0,0,1147,21439
833,Tropic Thunder,3473,1,4,1,107,13/08/2008,1,7,0,0,54000,1,982,110515313
834,Trouble the Water,15,1,3,0,93,22/08/2008,1,7.4,0,0,0,0,338,520151
835,The Trouble with Bliss,4,1,2,1,97,23/03/2012,1,5.4,56600,1,0,0,375,13093
836,Trouble with the Curve,3212,1,1,1,111,21/09/2012,1,6.8,37200,1,35800,1,926,35763137
837,Troublemakers: The Story of Land Art,5,1,3,1,72,08/01/2016,1,7,0,0,0,0,0,29462
838,Tru Loved,4,1,2,1,102,17/10/2008,1,5.9,0,0,6.9,1,165,9467
839,Trucker,13,1,1,1,90,09/10/2009,1,6.7,40050,1,0,0,1454,52429
840,True Grit,3464,1,9,1,110,22/12/2010,1,7.6,50233.33333,1,50300,1,972,171243005
841,True Story,856,1,5,1,99,17/04/2015,1,6.3,63333.33333,1,0,0,689,4719695
842,Truman,22,6,2,1,108,07/04/2017,4,7.3,0,0,0,0,1682,210840
843,Trumbo,6,1,6,1,124,27/06/2008,1,7.5,62100,1,121700,1,327,109057
844,Trust Fund,4,1,1,1,0,08/01/2016,1,7,0,0,0,0,605,36885
846,Truth,1122,6,6,1,125,16/10/2015,1,6.8,60700,1,2500,1,1394,2541854
847,The Truth About Emanuel,11,1,1,0,95,10/01/2014,1,6,32200,1,0,0,1531,4404
848,Trying to Get Good: The Jazz Odyssey of Jack Sheldon,1,1,3,1,90,30/05/2008,1,8,0,0,0,0,0,19712
849,Björk: Biophilia Live,27,2,3,1,97,26/09/2014,1,7.9,0,0,0,0,0,127754
851,Black Butler: Book of the Atlantic,187,6,7,1,101,12/06/2017,6,8,0,0,0,0,407,248286
853,Black Death,5,6,4,1,102,11/03/2011,1,6.4,55350,1,0,0,1408,22554
854,The Black Dove,3,1,1,0,111,12/08/2016,1,5.4,0,0,0,0,0,22517
855,Black Dynamite,70,1,4,1,84,16/10/2009,1,7.4,0,0,0,0,765,242578
856,Black Irish,5,1,1,1,95,26/10/2007,1,7.1,40900,1,0,0,100,6900
857,Black Mass,3188,1,6,1,123,18/09/2015,1,6.9,87250,1,28500,1,738,62575678
858,Black Nativity,1525,1,1,1,93,27/11/2013,1,4.5,36800,1,0,0,772,7018189
859,Black November,682,6,4,1,95,09/01/2015,1,5.5,0,0,0,0,784,5782
860,Black or White,1823,1,1,1,121,30/01/2015,1,6.6,70600,1,13900,1,548,21571189
861,Black Out,10,6,4,0,92,21/02/2014,20,6.4,0,0,0,0,1129,2734
863,The Black Panthers: Vanguard of the Revolution,12,1,3,0,115,02/09/2015,1,7.3,0,0,0,0,267,516893
866,Black Sea,353,2,9,1,114,23/01/2015,1,6.4,41800,1,9100,1,1547,1171559
867,Black Swan,2407,1,1,1,108,03/12/2010,1,8,65450,1,38500,1,551,106954678
868,The Black Waters of Echo's Pond,404,1,13,1,89,09/04/2010,1,4.4,0,0,0,0,0,224409
869,Black White + Gray: A Portrait of Sam Wagstaff and Robert Mapplethorpe,1,1,3,1,77,19/10/2007,1,7,0,0,0,0,2664,8939
870,Blackbird,13,5,1,0,103,24/04/2015,1,7.1,0,0,0,0,815,78400
871,The Blackcoat's Daughter,26,5,8,1,93,31/03/2017,1,5.8,27500,1,0,0,495,20435
872,Blackfish,99,1,3,1,83,19/07/2013,1,8.1,0,0,0,0,688,2073582
873,Blackhat,2568,1,5,1,133,16/01/2015,1,5.4,129400,1,47600,1,539,8005980
874,Blackthorn,21,6,4,1,102,07/10/2011,1,6.6,0,0,0,0,1210,200558
875,Blackway,11,1,10,1,90,10/06/2016,1,5.2,45450,1,0,0,245,27079
876,Blade of the Immortal,31,6,4,1,140,03/11/2017,6,7.3,0,0,0,0,1030,80581
877,Blade Runner 2049,4058,1,12,1,164,06/10/2017,1,8.5,76150,1,43400,1,507,87011297
878,Blades of Glory,3467,1,2,1,93,30/03/2007,1,6.3,51650,1,67000,1,502,118594548
879,Blair Witch,3121,5,8,1,89,16/09/2016,1,5,0,0,13200,1,524,20777061
880,Blank City,3,1,3,0,94,06/04/2011,1,7,0,0,0,0,324,116037
882,Bleed for This,1549,1,6,1,117,18/11/2016,1,6.8,43750,1,0,0,851,5083906
884,Blended,3555,1,2,1,117,23/05/2014,1,6.5,64050,1,82100,1,534,46294610
885,"Bless Me, Ultima",263,1,1,1,106,22/02/2013,1,6.4,0,0,24300,1,390,1553826
886,Blind,14,6,1,1,96,14/07/2017,14,6.9,0,0,0,0,1442,12522
887,Blind Mountain,2,6,5,1,95,12/03/2008,5,7.5,0,0,0,0,173,13164
888,The Blind Side,3407,1,6,1,129,20/11/2009,1,7.7,70400,1,90000,1,1045,255959475
889,Blindness,1690,5,1,1,121,03/10/2008,1,6.6,0,0,0,0,691,3351751
890,The Bling Ring,650,1,6,1,90,14/06/2013,1,5.6,178100,1,13900,1,1070,5845732
893,Blonde Ambition,8,1,2,1,93,21/12/2007,1,3.9,20500,1,0,0,527,6422
894,Blonde and Blonder,14,5,2,1,95,18/01/2008,1,2.9,30500,1,0,0,0,42183
895,Blood and Chocolate,1200,1,1,1,98,26/01/2007,1,5.5,0,0,0,0,0,3526847
896,Blood Done Sign My Name,95,1,1,1,128,19/02/2010,1,6.6,0,0,0,0,753,109383
897,Blood on the Mountain,2,1,3,0,93,18/11/2016,1,7.4,0,0,0,0,577,4664
898,Blood Ties,1,3,5,1,127,11/02/2011,1,6.5,36200,1,0,0,1033,2760
899,Blood: The Last Vampire,20,6,4,1,91,10/07/2009,1,5.3,0,0,0,0,1543,257412
901,Bloodworth,10,1,1,1,105,20/05/2011,1,6.2,35000,1,0,0,488,12971
902,Blue Caprice,36,1,6,1,93,13/09/2013,1,6,0,0,0,0,817,93995
903,Blue Exorcist: The Movie,7,6,7,1,88,17/08/2013,6,7.3,0,0,0,0,517,21796
904,Blue Is the Warmest Color,142,3,1,1,180,25/10/2013,2,7.8,0,0,0,0,396,2199787
905,Blue Jasmine,1283,1,1,1,98,26/07/2013,1,7.3,67900,1,13400,1,412,33405481
906,Blue Jay,3,1,1,0,80,07/10/2016,1,7.3,17550,1,0,0,1222,21626
907,Blue Like Jazz,136,1,2,1,108,13/04/2012,1,5.9,0,0,0,0,705,595018
908,The Blue Room,42,3,5,1,76,03/10/2014,2,6.3,23100,1,0,0,732,254666
909,Blue Ruin,61,1,5,1,90,25/04/2014,1,7.1,1900,1,1700,1,595,258384
910,The Blue Tooth Virgin,2,1,2,1,80,25/09/2009,1,5.8,0,0,0,0,0,2762
911,Blue Valentine,450,1,1,1,112,29/12/2010,1,7.4,29800,1,14600,1,635,9706328
912,The Road,396,1,9,1,111,25/11/2009,1,7.3,46966.66667,1,15000,1,1937,8117000
913,Road Hard,22,1,2,0,98,06/03/2015,1,6.1,0,0,0,0,1320,113169
915,Road to Ninja: Naruto the Movie,44,6,7,1,109,29/08/2014,6,7.8,0,0,0,0,775,43171
916,Road to Nowhere,7,1,15,1,121,10/06/2011,1,5.5,0,0,0,0,549,40294
918,Roadside Romeo,29,4,7,1,93,24/10/2008,3,5.3,0,0,0,0,952,55202
919,Roar!,19,6,11,1,7,15/04/2015,1,6.350375411,0,0,0,0,0,110048
920,Rob the Mob,30,1,5,1,104,21/03/2014,1,6.3,0,0,0,0,1063,208693
921,The Robber,6,6,6,0,101,03/02/2011,8,6.8,0,0,0,0,176,83451
922,Robert Blecker Wants Me Dead,1,1,3,1,94,27/02/2009,1,7.6,0,0,0,0,0,9166
923,Robin Hood,3505,1,4,1,140,14/05/2010,1,6.7,61200,1,69000,1,829,105269730
924,Robot & Frank,209,1,2,1,89,17/08/2012,1,7.1,48700,1,17700,1,813,3325038
925,Rock Dog,2077,6,7,1,90,24/02/2017,1,5.8,20500,1,0,0,405,9420546
926,Rock of Ages,3470,1,2,1,123,15/06/2012,1,5.9,47300,1,87200,1,608,38518613
927,Rock On 2,97,4,1,1,143,11/11/2016,3,5,0,0,0,0,739,98868
928,Rock the Kasbah,2012,1,2,1,106,23/10/2015,1,5.5,43866.66667,1,36900,1,567,3020664
929,The Rocker,2784,1,2,1,102,20/08/2008,1,6.2,53200,1,0,0,866,6409528
930,Rocket Science,59,1,2,1,101,10/08/2007,1,6.7,43900,1,0,0,469,714943
932,RocknRolla,826,2,4,1,114,08/10/2008,1,7.3,38633.33333,1,57900,1,1871,5700626
933,Rocks in My Pockets,3,1,7,1,88,03/09/2014,1,7.6,0,0,0,0,146,34236
935,Rogue,10,6,4,1,99,25/04/2008,1,6.2,56850,1,0,0,1401,10452
936,Rogue One: A Star Wars Story - World Premiere,4157,1,20,1,89,16/12/2016,1,7.4,0,0,0,0,0,532177324
937,Role Models,2798,6,2,1,99,07/11/2008,1,6.9,70750,1,21500,1,633,67294270
938,Rolling,4,1,1,0,90,03/04/2009,1,5.5,0,0,0,0,865,103318
939,Roman de gare,38,3,1,1,103,25/04/2008,2,7.1,0,0,0,0,167,1852764
941,Roman Polanski: Wanted and Desired,9,1,3,0,99,11/07/2008,1,7.3,0,0,0,0,0,59192
942,The Romans,3,1,1,1,0,27/05/2016,1,7.2,0,0,0,0,0,19705
943,The Romantics,14,1,2,1,95,10/09/2010,1,5.1,61133.33333,1,0,0,1418,106524
944,Rome & Jewel,1,1,1,1,91,28/11/2008,1,4.4,0,0,0,0,0,470
945,Romeos,1,6,1,0,94,16/09/2011,8,6.9,0,0,0,0,379,1081
946,"Romulus, My Father",3,6,6,1,104,29/02/2008,1,6.7,51400,1,0,0,475,4283
947,The Rooftop,17,6,4,0,120,19/07/2013,5,6,52700,1,0,0,501,85755
948,Room,862,6,1,1,118,16/10/2015,1,8.2,56600,1,0,0,605,14677654
949,Room 237,28,1,3,0,102,29/03/2013,1,6.2,0,0,0,0,715,296359
950,The Roommate,2534,1,1,1,91,04/02/2011,1,4.9,30033.33333,1,37300,1,910,37300107
951,Roseanne for President!,2,1,3,0,96,01/07/2016,1,5.1,149,1,0,0,0,4734
952,Rosenwald,21,1,3,1,95,14/08/2015,1,8.2,0,0,0,0,247,433924
953,Rosewater,371,1,6,1,103,14/11/2014,1,6.6,0,0,0,0,312,3128941
954,Rough Night,3162,1,2,1,101,16/06/2017,1,5.2,91900,1,0,0,485,22105643
955,The Rover,608,6,4,1,103,13/06/2014,1,6.4,36700,1,0,0,1253,1114423
956,Rowdy Rathore,120,4,4,0,140,01/06/2012,3,5.8,0,0,0,0,1212,777373
957,A Royal Affair,56,6,6,1,137,09/11/2012,16,7.6,51950,1,0,0,844,1546761
958,Royal Kill,5,1,4,1,90,10/04/2009,1,3.2,0,0,0,0,100,50090
959,A Royal Night Out,158,2,2,1,97,04/12/2015,1,6.5,352,1,0,0,679,228136
960,I'll See You in My Dreams,290,1,2,1,92,15/05/2015,1,6.7,0,0,0,0,100,7449681
961,I'm Glad My Mother Is Alive,1,3,1,0,91,02/09/2011,2,6.7,0,0,0,0,100,8705
962,I'm in Love with a Church Girl,458,1,1,1,118,18/10/2013,1,4.5,0,0,0,0,552,2387730
963,I'm Not Ashamed,516,1,6,1,112,21/10/2016,1,5.6,0,0,0,0,1181,2082980
964,I'm Not Jesus Mommy,3,1,1,1,89,06/05/2011,1,2.6,0,0,0,0,0,15005
965,I'm Not There,149,6,6,1,5,21/11/2007,1,6.350375411,0,0,0,0,753,4017609
966,I'm Still Here,120,1,2,1,108,10/09/2010,1,6.2,37500,1,409,1,741,408983
967,I've Loved You So Long,69,3,1,1,117,24/10/2008,2,7.6,0,0,0,0,0,3169305
968,"I, Daniel Blake",45,2,1,1,100,02/06/2017,1,7.9,0,0,0,0,350,260354
969,"I, Frankenstein",2753,1,4,1,92,24/01/2014,1,5.1,46800,1,9500,1,1254,19075290
972,I.O.U.S.A.,358,1,3,1,85,22/08/2008,1,7.6,0,0,0,0,428,821046
973,Icaros: A Vision,1,6,1,1,91,19/05/2017,1,7.1,0,0,0,0,196,5510
974,Ice Age: Collision Course,3997,1,7,1,94,22/07/2016,1,5.7,0,0,0,0,1345,64063008
975,Ice Age: Continental Drift,3886,1,7,1,88,13/07/2012,1,6.6,56200,1,0,0,1216,161321843
976,Ice Age: Dawn of the Dinosaurs,4102,1,7,1,94,01/07/2009,1,7,0,0,130300,1,1351,196573705
977,Shaadi Ke Side Effects,108,4,2,1,145,28/02/2014,3,5.6,0,0,0,0,475,921277
978,Shaandaar,136,4,2,0,144,22/10/2015,3,3.7,0,0,0,0,920,521794
979,The Shack,2888,1,1,1,132,03/03/2017,1,6.3,87350,1,0,0,476,57386418
980,Shadow Dancer,14,2,1,1,101,31/05/2013,1,6.2,0,0,0,0,985,100616
982,Shahid,16,4,6,0,129,18/10/2013,3,8.3,0,0,0,0,919,12153
983,Shake Hands with the Devil,1,5,1,1,112,29/10/2010,1,7.7,0,0,0,0,100,594
984,Shall We Kiss?,33,3,2,0,96,27/03/2009,2,6.8,0,0,0,0,0,535499
985,The Shallows,2962,1,1,1,86,24/06/2016,1,6.3,44100,1,44500,1,765,55124043
986,Shame,95,2,1,1,101,02/12/2011,1,7.2,47600,1,0,0,750,3909002
987,Shamitabh,137,4,2,1,155,06/02/2015,3,6.8,0,0,0,0,672,324597
988,Shanghai,103,6,1,1,105,02/10/2015,1,6.4,24100,1,0,0,1378,46425
989,Shanghai Calling,4,1,2,1,100,15/02/2013,1,6.3,0,0,0,0,535,10400
990,Shangri-La Suite,25,1,5,1,90,28/10/2016,1,4.8,74150,1,0,0,0,14073
991,Shaolin,11,6,4,1,131,09/09/2011,5,6.9,0,0,0,0,1165,66099
993,Shark Night 3D,2848,1,8,1,90,02/09/2011,1,4,0,0,38500,1,669,18877153
994,Shaun the Sheep Movie,2360,2,7,1,85,05/08/2015,30,7.4,0,0,0,0,681,19375982
995,She's Beautiful When She's Angry,19,1,3,0,92,05/12/2014,1,7.8,0,0,0,0,0,421573
996,She's Funny That Way,26,6,2,1,93,21/08/2015,1,6.1,8500,1,0,0,731,111996
997,She's Lost Control,1,1,1,0,90,20/03/2015,1,5.3,0,0,0,0,100,5319
998,She's Out of My League,2958,1,2,1,104,12/03/2010,1,6.4,48750,1,32000,1,1533,32010860
999,Shelter,10,1,1,1,97,21/03/2008,1,7.8,0,0,0,0,1229,142666
1000,Sherlock Holmes,3626,1,4,1,128,25/12/2009,1,7.6,54750,1,57900,1,503,209028679
1001,Sherlock Holmes: A Game of Shadows,3703,1,4,1,129,16/12/2011,1,7.5,40850,1,57900,1,926,186848418
1002,Sherman's Way,4,1,2,1,97,06/03/2009,1,5.5,0,0,0,0,0,13282
1003,Shin Godzilla,490,6,4,0,120,11/10/2016,6,6.7,0,0,0,0,1566,1918403
1004,Shine a Light,277,1,3,1,122,04/04/2008,1,7.2,0,0,42800,1,845,5505267
1005,Shirin Farhad Ki Toh Nikal Padi,54,4,15,1,0,24/08/2012,3,4.3,0,0,0,0,917,155758
1006,Shirin in Love,682,1,2,1,104,14/03/2014,1,5.1,0,0,0,0,638,49254
1008,Sholem Aleichem: Laughing in the Darkness,29,1,3,0,93,08/07/2011,1,6.8,0,0,0,0,0,906666
1009,Shoot 'Em Up,2108,1,4,1,86,07/09/2007,1,6.7,42200,1,0,0,957,12807139
1010,Shoot Down,21,1,3,1,85,25/01/2008,1,5.7,0,0,0,0,480,74421
1012,Shooter,2806,1,4,1,124,23/03/2007,1,7.2,53750,1,52300,1,888,47003582
1013,Shootout at Lokhandwala,34,4,4,1,122,25/05/2007,3,7.1,0,0,0,0,465,289232
1014,Shootout at Wadala,89,4,4,1,155,03/05/2013,3,5.9,0,0,0,0,971,369573
1015,The Short Game,20,1,3,1,99,20/09/2013,1,7.5,0,0,0,0,439,39819
1016,Short Peace,27,6,7,1,68,03/03/2014,6,7,0,0,0,0,495,22862
1017,Short Term 12,75,1,1,1,96,23/08/2013,1,8,56600,1,0,0,810,1013100
1018,Shorts,3105,1,2,1,89,21/08/2009,1,4.8,61100,1,44100,1,570,20919166
1019,SHOT! The Psycho-Spiritual Mantra of Rock,2,2,3,1,98,07/04/2017,1,6.9,0,0,0,0,0,15157
1020,Shotgun Stories,4,1,1,1,92,14/12/2007,1,7.3,0,0,7000,1,0,46026
1021,Shout Gladi Gladi,2,1,3,1,100,02/10/2015,1,5.1,0,0,0,0,0,5839
1022,Showrunners: The Art of Running a TV Show,1,6,3,0,90,31/10/2014,1,6.8,52900,1,0,0,0,3100
1023,Shrek Forever After,4386,1,7,1,93,21/05/2010,1,6.3,111433.3333,1,118500,1,841,238736787
1024,Shrek the Third,4172,1,7,1,93,18/05/2007,1,6.1,111433.3333,1,236000,1,1339,322719944
1025,Shrink,27,1,2,1,104,24/07/2009,1,6.7,39200,1,0,0,720,189621
1026,Shrooms,4,6,2,0,84,08/02/2008,1,4.7,0,0,0,0,1356,2863
1027,Shubh Mangal Saavdhan,80,4,2,1,119,01/09/2017,3,7.4,0,0,0,0,375,689874
1029,Shut In,2058,3,1,1,91,11/11/2016,1,4.7,25000,1,0,0,392,6900335
1030,Shut Up and Play the Hits,161,2,3,0,108,18/07/2012,1,7.4,0,0,0,0,804,510334
1031,Shut Up Little Man! An Audio Misadventure,8,6,3,0,90,26/08/2011,1,6.7,0,0,0,0,0,23901
1032,Shutter Island,3356,1,12,1,138,19/02/2010,1,8.1,65466.66667,1,42800,1,602,128012934
1033,Shuttle,1,1,5,1,107,06/03/2009,1,5.7,0,0,0,0,388,1925
1034,Klown,16,6,2,1,93,27/07/2012,16,7.2,0,0,0,0,1326,68795
1035,Klown Forever,10,6,2,1,99,02/09/2016,16,6.3,0,0,0,0,394,5700
1036,Knife Fight,2,1,1,1,100,25/01/2013,1,5.1,28000,1,0,0,462,5661
1037,Knight of Cups,68,1,1,1,118,04/03/2016,1,5.7,65700,1,8400,1,1017,566006
1038,Knights of Badassdom,13,1,9,1,86,21/01/2014,1,5.7,0,0,0,0,1115,123854
1039,Knock Knock,22,1,1,1,99,09/10/2015,1,4.9,42600,1,18700,1,548,36336
1040,Knocked Up,2975,1,2,1,129,01/06/2007,1,7,62433.33333,1,81400,1,660,148768917
1041,Know How,2,1,1,1,106,15/05/2015,1,7.1,0,0,0,0,1582,3323
1042,Knowing,3337,1,1,1,121,20/03/2009,1,6.2,50200,1,53500,1,551,79957634
1043,Knuckle,3,2,3,1,97,09/12/2011,1,6.8,0,0,0,0,1257,2647
1044,Koch,16,1,3,0,100,01/02/2013,1,6.3,0,0,0,0,0,342941
1045,Kochadaiiyaan,161,4,7,1,124,23/05/2014,23,6.6,0,0,0,0,672,817192
1046,Kon-Tiki,75,2,9,1,118,26/04/2013,14,7.2,0,0,0,0,1535,1517410
1047,Kong: Skull Island,3846,6,4,1,118,10/03/2017,1,6.7,75666.66667,1,84700,1,520,168052812
1048,The Korean,2,1,4,1,98,05/02/2010,1,3.3,0,0,0,0,536,20279
1049,Korengal,11,1,3,1,84,30/05/2014,1,6.8,0,0,0,0,747,101310
1050,Korkoro,2,3,1,1,111,25/03/2011,2,7.2,0,0,0,0,0,8242
1051,Krampus,2919,1,2,1,98,04/12/2015,1,6.2,24650,1,42700,1,765,42725475
1052,Krazzy 4,59,4,2,1,110,11/04/2008,3,4.1,152700,1,0,0,751,487215
1053,Krisha,26,1,1,1,83,18/03/2016,1,7.1,0,0,0,0,561,144822
1054,Krrish 3,208,4,4,1,152,01/11/2013,3,5.3,0,0,0,0,870,2191534
1055,Ktown Cowboys,4,1,2,1,81,18/03/2016,1,6.7,0,0,0,0,199,18863
1056,Kubo and the Two Strings,3279,1,7,1,101,19/08/2016,1,7.8,62200,1,48000,1,464,48023088
1057,"Kumiko, the Treasure Hunter",71,1,1,0,105,18/03/2015,1,6.6,0,0,0,0,498,623383
1058,Kundo: Age of the Rampant,28,6,4,0,137,29/08/2014,7,6.8,0,0,0,0,345,280958
1059,Kung Fu Joe,2,1,2,0,89,10/02/2012,1,1.4,0,0,0,0,0,15120
1060,Kung Fu Killer,28,6,4,0,100,24/04/2015,12,6.5,61900,1,0,0,1588,129784
1061,Kung Fu Panda,4136,1,7,1,92,06/06/2008,1,7.6,64733.33333,1,0,0,736,215434591
1062,Kung Fu Panda 2,3952,1,7,1,90,26/05/2011,1,7.3,64733.33333,1,154400,1,1023,165249063
1063,Kung Fu Panda 3,3987,6,7,1,95,29/01/2016,1,7.1,62733.33333,1,0,0,1225,143528619
1064,Kung Fu Yoga,27,6,4,0,107,27/01/2017,5,5.3,55900,1,0,0,929,362657
1065,Kurbaan,83,4,4,1,161,20/11/2009,3,5.7,0,0,0,0,699,754268
1066,My Afternoons with Margueritte,41,3,2,0,82,16/09/2011,2,7.2,0,0,0,0,0,666557
1067,My All-American,1565,1,6,1,118,13/11/2015,1,7.1,46800,1,0,0,277,2246000
1068,My Annoying Brother,2,6,2,1,110,23/12/2016,7,7.4,0,0,0,0,332,51996
1069,My Best Friend's Girl,2636,1,2,1,101,19/09/2008,1,5.9,38300,1,0,0,528,19219250
1070,My Big Fat Greek Wedding 2,3179,1,2,1,94,25/03/2016,1,6,54550,1,36400,1,529,59689605
1071,My Blueberry Nights,69,6,1,1,95,04/04/2008,1,6.7,41800,1,0,0,1196,867275
1072,My Brother Is an Only Child,14,6,2,1,108,28/03/2008,15,7.1,0,0,0,0,482,255620
1073,My Brother the Devil,4,2,5,0,111,22/03/2013,1,6.6,0,0,0,0,396,44906
1074,My Cousin Rachel,531,2,1,1,106,09/06/2017,1,6,35100,1,0,0,409,2716368
1075,My Dog Tulip,5,1,7,1,83,01/09/2010,1,6.9,41900,1,0,0,461,246574
1076,My Entire High School Sinking Into the Sea,25,1,7,1,75,14/04/2017,1,6.2,19900,1,0,0,491,68883
1077,My Father Die,10,1,4,1,102,20/01/2017,50,5.6,0,0,0,0,300,4252
1078,My Father My Lord,9,6,1,1,72,16/05/2008,9,6.8,0,0,0,0,0,203708
1079,My Friend Dahmer,4,1,6,1,107,03/11/2017,1,6.6,0,0,0,0,1111,53207
1082,My Führer,1,6,2,1,89,14/08/2009,8,5.4,0,0,0,0,0,2465
1083,My Golden Days,32,3,1,1,123,18/03/2016,2,6.8,23100,1,0,0,646,269144
1084,My Journey Through French Cinema,4,3,3,1,201,23/06/2017,2,7.6,0,0,0,0,0,52214
1085,My Joy,1,6,9,0,127,30/09/2011,13,6.9,0,0,0,0,100,6298
1086,My Kid Could Paint That,20,1,3,1,82,05/10/2007,1,7.2,0,0,0,0,688,231574
1087,My Life as a Zucchini,53,6,7,1,70,24/02/2017,2,7.8,0,0,0,0,1067,309766
1089,My Life in Ruins,1165,1,2,1,95,05/06/2009,1,5.9,63600,1,0,0,600,8665206
1090,"My Love, Don't Cross That River",6,6,3,0,86,17/06/2016,7,7.8,0,0,0,0,0,88018
1091,My Lucky Star,23,6,4,1,114,20/09/2013,19,5.1,0,0,0,0,690,64432
1092,My Mexican Shivah,1,6,2,1,98,29/08/2008,9,6.9,0,0,0,0,0,13042
1093,My Name Is Bruce,4,1,2,1,84,31/10/2008,1,6.3,0,0,0,0,533,173066
1094,My Name Is Khan,125,4,9,1,165,12/02/2010,3,8,0,0,0,0,779,4018771
1095,My Old Lady,273,2,1,1,107,10/09/2014,1,6.3,37400,1,0,0,0,4013786
1096,My One and Only,256,1,9,1,108,21/08/2009,1,6.6,33900,1,13100,1,390,2479538
1097,My Perestroika,19,1,3,0,88,23/03/2011,13,7.2,0,0,0,0,296,242707
1098,My Piece of the Pie,2,3,2,0,109,09/12/2011,2,5.8,0,0,0,0,180,6850
1099,My Reincarnation,5,6,3,0,90,28/10/2011,1,6.3,0,0,0,0,100,92822
1100,My Scientology Movie,6,2,3,0,99,10/03/2017,1,6.7,96800,1,0,0,657,22936
1101,My Sister's Keeper,2606,1,1,1,109,26/06/2009,1,7.4,55200,1,44100,1,1373,49200230
1102,My Soul to Take,2572,1,8,1,107,08/10/2010,1,4.8,25900,1,36200,1,761,14744435
1103,My Uncle Rafael,14,1,2,1,102,21/09/2012,1,5.7,0,0,0,0,688,243616
1104,My Week with Marilyn,630,2,6,1,99,23/11/2011,1,7,41700,1,0,0,1288,14600347
1105,My Winnipeg,10,5,3,0,80,13/06/2008,1,7.7,0,0,0,0,269,159363
1106,My Worst Nightmare,4,3,2,0,103,19/10/2012,2,6,0,0,0,0,100,21952
1107,My Year Without Sex,1,6,2,0,96,12/03/2010,1,5.8,0,0,0,0,378,3119
1108,Mysteries of Lisbon,6,6,1,0,272,05/08/2011,10,7.5,0,0,0,0,661,110507
1109,The Mysteries of Pittsburgh,20,1,9,1,95,10/04/2009,1,5.4,26400,1,98100,1,1002,80238
1110,The Mystery of Happiness,2,6,2,0,92,12/09/2014,4,6.1,0,0,0,0,0,8528
1111,Mystery Team,4,1,2,1,97,28/08/2009,1,6.8,0,0,0,0,1289,89442
1112,The Myth of the American Sleepover,3,1,2,0,96,22/07/2011,1,6.3,0,0,0,0,811,41045
1113,CBGB,100,1,1,1,101,04/10/2013,1,6.6,80300,1,0,0,725,40400
1114,Cedar Rapids,462,1,2,1,87,11/02/2011,1,6.3,73150,1,18500,1,815,6861102
1117,Cemetery of Splendor,6,6,1,0,122,04/03/2016,25,6.9,0,0,0,0,100,51950
1118,Censored Voices,6,6,3,1,84,20/11/2015,9,7.3,0,0,0,0,546,41260
1119,Central Intelligence,3508,1,4,1,107,17/06/2016,1,6.3,67133.33333,1,98100,1,370,127440871
1120,The Central Park Five,22,1,3,0,119,23/11/2012,1,7.7,0,0,0,0,608,325653
1121,Centurion,19,2,4,1,97,27/08/2010,1,6.4,47600,1,0,0,1183,123570
1122,Ceremony,4,1,2,1,89,08/04/2011,1,5.6,25000,1,0,0,1270,22270
1123,Certain Women,138,1,1,1,107,14/10/2016,1,6.5,31500,1,578,1,979,1068054
1125,Certified Copy,57,3,1,0,106,11/03/2011,2,7.2,0,0,0,0,1208,1373975
1126,Cesar Chavez,664,1,6,1,102,28/03/2014,1,6.4,0,0,5600,1,720,5571497
1127,Cezanne et Moi,29,6,6,1,117,31/03/2017,2,5.9,0,0,0,0,279,257597
1128,Chain Letter,406,1,8,1,96,01/10/2010,1,4.2,0,0,0,0,631,138788
1129,Chak de! India,62,4,1,0,153,10/08/2007,3,8.3,0,0,0,0,0,1120404
1130,Chakravyuh,79,4,1,1,152,24/10/2012,3,6.9,0,0,0,0,1105,151778
1131,Chalet Girl,1,2,2,1,97,14/10/2011,1,6.3,44500,1,0,0,1514,1710
1132,The Challenger,28,1,1,1,95,11/09/2015,1,5.6,57200,1,0,0,969,19003
1133,Chalo Dilli,31,4,2,1,155,29/04/2011,3,6.8,0,0,0,0,1066,94300
1134,The Chambermaid,1,6,1,0,90,29/05/2015,8,6.1,0,0,0,0,0,315
1135,Chance Pe Dance,68,4,2,1,122,15/01/2010,3,4.7,0,0,0,0,878,168643
1136,Chandni Chowk to China,130,4,4,1,154,16/01/2009,3,4,0,0,0,0,1034,921738
1137,Change of Plans,2,3,2,0,100,27/08/2010,2,5.8,0,0,0,0,413,46714
1138,The Change-Up,2913,1,2,1,112,05/08/2011,1,6.3,57700,1,71300,1,1088,37081475
1139,Changeling,1896,1,6,1,141,24/10/2008,1,7.8,68100,1,53400,1,0,35739802
1140,The Channel,10,1,1,1,93,08/04/2016,1,3.5,0,0,0,0,1929,18319
1141,Chaos Theory,11,1,2,1,87,14/03/2008,1,6.7,53100,1,0,0,571,240476
1144,Chappie,3201,6,4,1,120,06/03/2015,1,6.9,56150,1,80100,1,720,31569268
1145,Chapter & Verse,5,1,1,1,97,03/02/2017,1,7.6,0,0,0,0,0,84147
