num,Title,Theaters,Country,Genre,Rated,Runtime,Open,Language,imdbRating,Actorinfluenceaverage,if_actorinfluence,Average Gross for each movie,if_average_gross,googletrends,Total Gross
2358,Meek's Cutoff,45,1,1,1,104,08/04/2011,1,6.6,25700,1,578,1,198,977772
2359,Meerkats,8,2,3,1,40,26/05/2012,1,7.2,0,0,0,0,0,777595
2360,Meet Bill,36,1,2,1,93,04/04/2008,1,6.3,54866.66667,1,0,0,739,62597
2361,Meet Dave,3011,1,9,1,90,11/07/2008,1,4.9,87900,1,32900,1,920,11803254
2362,Meet Me in Montenegro,10,1,2,1,90,10/07/2015,1,6,0,0,0,0,576,8612
2363,Meet Monica Velour,4,1,2,1,98,08/04/2011,1,5.8,52000,1,0,0,1129,33042
2364,Meet the Blacks,1015,1,2,1,94,01/04/2016,1,6,0,0,0,0,401,9097072
2365,Meet the Fokkens,1,6,3,0,80,08/08/2012,20,6.6,0,0,0,0,100,30810
2366,Meet the Mormons,333,1,3,1,78,10/10/2014,1,7,0,0,0,0,972,6047363
2367,Meet the Patels,101,1,3,1,88,11/09/2015,1,7.2,0,0,0,0,581,1700681
2368,Meet the Robinsons,3435,1,7,1,95,30/03/2007,1,6.9,35200,1,0,0,864,97822171
2369,Meet the Spartans,2643,1,2,1,86,25/01/2008,1,2.7,0,0,32200,1,1649,38233676
2370,Meeting Evil,1,1,5,1,89,04/05/2012,1,5.3,45500,1,0,0,1212,525
2371,Meeting Resistance,2,1,3,1,84,19/10/2007,11,7.7,0,0,0,0,0,20616
2372,Megamind,3949,1,7,1,95,05/11/2010,1,7.3,63866.66667,1,182700,1,485,148415853
2373,Megan Leavey,1956,1,6,1,116,09/06/2017,1,7.1,32200,1,0,0,626,13406883
2374,Mekong Hotel,3,6,1,1,61,04/03/2016,25,6.1,0,0,0,0,100,2502
2375,Melancholia,145,6,1,1,135,11/11/2011,1,7.1,40500,1,0,0,1116,3030848
2376,A Melody to Remember,13,6,4,1,124,29/01/2016,7,6.9,0,0,0,0,0,44263
2377,Memoir of a Murderer,8,6,4,1,118,08/09/2017,7,6.9,0,0,0,0,271,91335
2378,Memoria,6,1,6,1,70,08/04/2016,1,5,53200,1,0,0,1203,2242
2379,Memories of the Sword,22,6,4,0,120,28/08/2015,7,6.3,0,0,0,0,597,111071
2380,Memphis,5,1,1,1,75,05/09/2014,1,5.5,0,0,0,0,1436,21286
2381,Men & Chicken,11,6,2,0,104,22/04/2016,16,6.7,78100,1,0,0,289,30207
2382,Men at Lunch,1,6,3,1,75,20/09/2013,1,6.3,0,0,0,0,205,2483
2383,Men Go to Battle,3,1,2,1,98,08/07/2016,1,5.4,0,0,0,0,299,18006
2384,The Men Who Stare at Goats,2453,1,2,1,94,06/11/2009,1,6.2,49566.66667,1,0,0,656,32428195
2385,"Men, Women & Children",608,1,2,1,119,01/10/2014,1,6.7,46800,1,47100,1,853,705908
2386,Menashe,126,1,1,1,82,28/07/2017,67,6.4,0,0,0,0,500,1703036
2387,Mental,12,1,2,0,116,29/03/2013,1,6.2,0,0,58700,1,1253,17669
2388,Mera Pind: My Home,19,4,2,1,165,05/09/2008,31,6.4,0,0,0,0,0,176976
2389,Mercedes Sosa: The Voice of Latin America,1,6,3,1,90,24/01/2014,4,7.4,0,0,0,0,0,2648
2390,Merchants of Doubt,30,1,3,1,96,06/03/2015,1,7.7,0,0,0,0,912,308156
2391,Mere Brother Ki Dulhan,74,4,2,0,139,09/09/2011,3,5.8,0,0,0,0,1394,496172
2393,The Merry Gentleman,33,1,5,1,110,01/05/2009,1,6.6,66000,1,348,1,265,347977
2394,Meru,176,1,3,1,90,14/08/2015,1,7.7,0,0,0,0,1372,2334228
2396,The Messenger,50,1,1,1,113,13/11/2009,1,7.1,40500,1,750,1,980,1109660
2397,The Messengers,2529,1,8,1,90,02/02/2007,1,5.4,60700,1,0,0,1096,35374833
2398,Metallica Through the Never,589,1,17,1,93,27/09/2013,1,7.2,34500,1,18200,1,585,3419967
2399,Over Her Dead Body,1977,1,2,1,95,01/02/2008,1,5.2,45950,1,0,0,569,7563670
2400,Over Your Cities Grass Will Grow,3,3,3,1,105,10/08/2011,2,6.9,0,0,0,0,192,51301
2401,Overdrive,20,3,4,1,93,06/10/2017,1,5.3,0,0,0,0,845,7793
2402,The Overnight,307,1,2,1,79,19/06/2015,1,6.1,22600,1,0,0,333,1110522
2403,The Overnighters,23,1,3,1,102,10/10/2014,1,7.5,0,0,0,0,735,110763
2404,An Oversimplification of Her Beauty,4,1,7,1,84,26/04/2013,1,6.2,0,0,0,0,300,71906
2405,Owl and the Sparrow,4,6,1,1,97,16/01/2009,58,7.5,0,0,0,0,0,47071
2406,The Oxford Murders,2,6,5,1,104,06/08/2010,1,6.1,51100,1,0,0,750,4803
2407,Oy Vey! My Son Is Gay!!,5,1,2,1,90,24/12/2010,1,5,0,0,0,0,0,89507
2408,Oz the Great and Powerful,3912,1,9,1,130,08/03/2013,1,6.3,50633.33333,1,109000,1,640,234911825
2409,Dhamaal,39,4,4,1,136,07/09/2007,3,7.1,0,0,0,0,382,166339
2410,The Dhamma Brothers,3,1,3,1,76,11/04/2008,1,7.5,0,0,0,0,0,40492
2411,Dheepan,26,3,5,1,115,06/05/2016,23,7.2,0,0,1400,1,850,248392
2412,Dhoom 3,239,4,4,0,172,20/12/2013,3,5.4,0,0,0,0,988,8031955
2413,Dhoondte Reh Jaoge,10,4,2,1,131,06/03/2009,3,5.6,0,0,0,0,0,5127
2414,Diana,100,2,6,1,113,01/11/2013,1,5.5,25000,1,0,0,1374,335359
2415,Diana Vreeland: The Eye Has to Travel,27,1,3,1,86,21/09/2012,1,7.5,0,0,0,0,524,1017579
2416,The Diary of a Teenage Girl,795,1,1,1,102,07/08/2015,1,6.9,35376,1,0,0,596,1477002
2417,Diary of a Wimpy Kid,3083,1,2,1,94,19/03/2010,1,6.2,55200,1,68500,1,922,64003625
2418,Diary of a Wimpy Kid: Dog Days,3401,1,2,1,94,03/08/2012,1,6.3,55200,1,41300,1,988,49008662
2419,Diary of a Wimpy Kid: Rodrick Rules,3169,1,2,1,99,25/03/2011,1,6.6,55200,1,41300,1,945,52698535
2420,Diary of a Wimpy Kid: The Long Haul,3174,1,2,1,91,19/05/2017,1,4.2,22100,1,41300,1,672,20738724
2421,The Dictator,3014,1,2,1,83,16/05/2012,1,6.4,112200,1,52400,1,994,59650222
2422,Dictator,19,4,4,1,155,13/01/2016,34,4.5,0,0,0,0,560,104734
2423,Did You Hear About the Morgans?,2718,1,2,1,103,18/12/2009,1,4.8,34300,1,0,0,418,29580087
2424,A Different American Dream,1,3,3,1,84,06/01/2017,1,7.6,0,0,0,0,0,1172
2425,Difret,4,6,6,0,99,23/10/2015,33,6.8,0,0,0,0,718,49667
2426,Digging for Fire,30,1,1,1,85,21/08/2015,1,5.9,50900,1,104,1,596,119364
2427,Digging Up the Marrow,1,1,6,0,89,12/02/2015,1,5.8,0,0,0,0,801,10969
2428,Digimon Adventure Tri. 2: Decision,457,6,7,1,0,15/09/2016,6,7.9,0,0,0,0,0,190581
2429,Dil Dhadakne Do,238,4,1,1,170,05/06/2015,3,6.8,0,0,0,0,489,3066100
2430,The Dilemma,2943,1,2,1,111,14/01/2011,1,5.3,62133.33333,1,79000,1,603,48475290
2431,Dilwale,268,4,4,1,158,17/12/2015,3,5.3,0,0,0,0,1720,4871263
2432,Diminished Capacity,4,1,2,0,92,04/07/2008,1,5.7,29800,1,0,0,390,21659
2433,Dina,24,1,3,1,103,06/10/2017,1,6.8,0,0,0,0,901,83300
2434,The Dinner,2,1,1,1,120,07/08/2015,1,4.5,71100,1,750,1,567,7282
2435,The Dinner,505,1,1,1,120,05/05/2017,1,4.5,71100,1,750,1,567,1323312
2436,Dinner for Schmucks,3046,1,2,1,114,30/07/2010,1,5.9,75700,1,121700,1,543,73026337
2437,Dior and I,105,3,3,1,90,10/04/2015,2,7.3,0,0,0,0,1257,1028953
2438,Diplomacy,14,3,1,0,84,15/10/2014,2,7.1,0,0,0,0,755,230880
2439,Dirty Girl,10,1,2,1,90,07/10/2011,1,6.5,24200,1,0,0,1124,55125
2440,Dirty Grandpa,2912,1,2,1,102,22/01/2016,1,6,53300,1,0,0,731,35593113
2441,Dirty Wars,31,1,3,0,87,07/06/2013,1,7.5,0,0,0,0,669,384473
2442,The Disappearance of Alice Creed,12,2,5,1,100,06/08/2010,1,6.8,39800,1,0,0,1007,166980
2443,The Disappearance of Eleanor Rigby: Them,139,1,1,1,123,12/09/2014,1,6.3,56250,1,588,1,195,587774
2444,The Disappointments Room,1554,1,1,1,85,09/09/2016,1,3.9,41800,1,42600,1,1005,2423468
2446,Disaster Movie,2642,1,2,1,87,29/08/2008,1,1.9,0,0,32200,1,965,14190901
2447,Disconnect,180,1,1,1,115,12/04/2013,1,7.6,71250,1,0,0,669,1436900
2448,The Discoverers,4,1,2,1,104,16/05/2014,1,5.6,0,0,0,0,0,50020
2449,Disfigured,1,1,1,1,96,18/07/2008,1,6.7,0,0,0,0,0,829
2450,Disgrace,9,6,1,1,119,18/09/2009,1,6.6,31000,1,0,0,945,69705
2451,Dishkiyaoon,11,4,4,1,119,28/03/2014,3,5.3,0,0,0,0,863,11288
2452,Dishoom,113,4,4,1,124,29/07/2016,3,5.1,0,0,0,0,802,812737
2453,Dislecksia: The Movie,1,1,3,1,83,04/10/2013,1,8.3,0,0,0,0,0,33066
2455,Disorder,8,3,1,0,98,12/08/2016,2,6.1,4500,1,0,0,1643,39687
2456,District 9,3180,6,14,1,112,14/08/2009,1,8,57300,1,80100,1,521,115646235
2457,District of Corruption,3,1,3,1,70,26/10/2012,1,6.4,0,0,0,0,0,31954
2458,Disturbia,3132,1,1,1,105,13/04/2007,1,6.9,76350,1,42600,1,867,80209692
2459,Disturbing the Peace,2,6,3,0,87,11/11/2016,1,7.7,0,0,0,0,265,25287
2460,Divergent,3936,1,9,1,139,21/03/2014,1,6.7,66066.66667,1,54100,1,792,150947895
2462,The Divine Move,11,6,4,1,118,25/07/2014,7,6.7,0,0,0,0,100,136707
2464,The Diving Bell and the Butterfly,213,3,6,1,112,30/11/2007,2,8,23100,1,2700,1,529,6003227
2466,Wiener-Dog,73,1,2,1,88,24/06/2016,1,5.9,3250,1,1200,1,667,470575
2467,Wild Canaries,4,1,2,0,96,25/02/2015,1,6.1,0,0,0,0,501,19777
2469,Wild City,11,6,4,0,120,31/07/2015,12,5.7,0,0,0,0,597,34866
2470,Wild Grass,23,3,1,1,104,25/06/2010,2,6.3,0,0,0,0,460,403952
2471,Wild Hogs,3401,1,4,1,100,02/03/2007,1,5.9,65066.66667,1,0,0,1183,168273550
2472,"Wild Horse, Wild Ride",21,1,3,1,106,24/08/2012,1,7.5,0,0,0,0,0,111205
2473,Wild Oats,100,1,4,1,86,16/09/2016,1,5.6,31800,1,66400,1,655,40598
2474,Wild Tales,122,6,2,1,122,20/02/2015,4,8.1,0,0,0,0,1269,3106530
2475,Wild Target,13,2,4,1,98,29/10/2010,1,6.9,112450,1,0,0,1616,108589
2477,The Wildest Dream,21,1,3,1,94,06/08/2010,1,7.3,0,0,0,0,786,898137
2479,Will You Still Love Me Tomorrow?,3,6,2,1,104,17/01/2014,5,6.7,0,0,0,0,0,6694
2480,William Kunstler: Disturbing the Universe,6,1,3,0,85,13/11/2009,1,7.7,0,0,0,0,0,46078
2481,William S. Burroughs: A Man Within,4,1,3,0,87,17/11/2010,1,7.2,0,0,0,0,139,46380
2482,Wilson,311,1,2,1,94,24/03/2017,1,5.8,54500,1,3000,1,1125,653951
2483,Win Win,388,1,2,1,106,18/03/2011,1,7.2,32900,1,17600,1,976,10179275
2484,Wind Chill,42,1,1,1,91,27/04/2007,1,5.9,24950,1,33500,1,460,36804
2485,The Wind Rises,496,6,7,1,126,21/02/2014,6,7.8,0,0,7700,1,806,5209580
2486,Wind River,2890,2,5,1,107,04/08/2017,1,7.9,114500,1,0,0,495,33721763
2487,The Winding Stream,3,1,3,1,90,16/12/2015,1,7.8,0,0,0,0,100,33420
2488,The Windmill Movie,4,1,3,1,82,17/06/2009,1,6.4,0,0,0,0,100,30050
2490,Windsor Drive,2,1,12,1,90,28/08/2015,1,3.2,0,0,0,0,0,3256
2491,A Wink and a Smile,4,1,3,1,91,01/05/2009,1,6.9,0,0,0,0,0,20169
2492,Winnebago Man,12,1,3,1,85,09/07/2010,1,7.2,91300,1,0,0,1508,181039
2493,Winnie Mandela,32,6,6,1,104,06/09/2013,1,6,41100,1,0,0,700,80634
2494,Winnie the Pooh,2405,1,7,1,63,15/07/2011,1,7.2,0,0,0,0,960,26692846
2496,Winter of Frozen Dreams,1,1,5,1,92,10/04/2009,1,4.8,0,0,0,0,0,8321
2497,Winter's Bone,141,1,1,1,100,11/06/2010,1,7.2,130900,1,3300,1,269,6531503
2498,Winter's Tale,2965,1,1,1,118,14/02/2014,1,6.2,38600,1,12600,1,360,12600231
2499,Wish I Was Here,753,1,2,1,106,18/07/2014,1,6.7,38800,1,25100,1,817,3591299
2500,Wish Upon,2250,1,13,1,90,14/07/2017,1,5,48300,1,44800,1,424,14301505
2501,The Witch,2204,1,8,1,92,19/02/2016,1,6.8,0,0,0,0,527,25138705
2502,Without the King,1,1,3,1,83,25/04/2008,1,7,0,0,0,0,0,8663
2503,Witless Protection,1354,1,2,1,97,22/02/2008,1,3.2,88100,1,0,0,1039,4161625
2504,The Witnesses,6,3,1,0,112,01/02/2008,2,6.8,0,0,0,0,163,78440
2505,CJ7,30,6,2,1,86,07/03/2008,12,6.5,0,0,0,0,1411,207378
2506,Clandestine Childhood,2,6,1,0,112,18/01/2013,4,7.1,0,0,0,0,166,9017
2507,The Class,126,3,1,1,128,19/12/2008,2,7.5,0,0,0,0,946,3766810
2508,Client 9: The Rise and Fall of Eliot Spitzer,17,1,3,1,117,05/11/2010,1,7.4,0,0,0,0,0,189416
2511,Closed Circuit,870,2,5,1,96,28/08/2013,1,6.2,0,0,9400,1,553,5750401
2512,Closed Curtain,5,6,1,1,106,09/07/2014,24,6.6,0,0,0,0,0,28098
2513,Closet Monster,11,5,1,0,90,23/09/2016,1,7,0,0,0,0,783,42166
2514,Closing Escrow,5,1,2,1,93,24/08/2007,1,5.5,0,0,0,0,240,8719
2515,Cloud 9,8,1,4,1,85,14/08/2009,1,6.8,0,0,0,0,747,91675
2516,Cloud Atlas,2023,6,4,1,172,26/10/2012,1,7.5,62033.33333,1,8500,1,667,27108272
2517,Clouds of Sils Maria,187,3,1,1,124,10/04/2015,1,6.8,60700,1,0,0,885,1851517
2518,Cloudy with a Chance of Meatballs,3119,1,7,1,90,18/09/2009,1,7,68900,1,178200,1,606,124870275
2519,Cloudy with a Chance of Meatballs 2,4001,1,7,1,95,27/09/2013,1,6.4,68900,1,0,0,979,119793567
2520,Cloverfield,3411,1,4,1,85,18/01/2008,1,7,45900,1,90700,1,1010,80048433
2521,Clown,100,1,8,1,100,17/06/2016,1,5.7,0,0,0,0,1760,55007
2522,The Club,14,6,2,0,98,05/02/2016,4,7.2,0,0,0,0,1660,52761
2523,Club Life,7,1,1,1,87,29/05/2015,1,4.7,0,0,0,0,489,4444
2524,Wrath of the Titans,3545,6,4,1,99,30/03/2012,1,5.8,70666.66667,1,86100,1,879,83670083
2525,Wreck-It Ralph,3752,1,7,1,101,02/11/2012,1,7.7,53500,1,265300,1,651,189422889
2526,Wrecked,1,1,9,1,91,01/04/2011,1,5.3,18900,1,0,0,1058,8020
2527,The Wrestler,776,1,1,1,109,17/12/2008,1,7.9,34750,1,38500,1,1061,26238243
2528,Wretches & Jabberers,1,1,3,1,90,01/04/2011,1,8.1,0,0,0,0,0,84610
2529,Ip Man 3,115,6,4,1,105,22/01/2016,12,7.1,61900,1,0,0,1747,2679437
2530,Ip Man: The Final Fight,14,6,4,1,100,20/09/2013,12,6.2,0,0,0,0,601,37884
2532,The Iran Job,2,1,3,0,90,07/06/2013,1,7.1,0,0,0,0,289,23115
2533,Irina Palm,4,6,1,1,103,21/03/2008,1,7.2,0,0,0,0,469,44383
2534,The Iron Lady,1244,2,6,1,105,30/12/2011,1,6.4,32200,1,0,0,1632,30017992
2535,Iron Man,4154,1,4,1,126,02/05/2008,1,7.9,37350,1,166800,1,837,318412101
2536,Iron Man 2,4390,1,4,1,124,07/05/2010,1,7,70250,1,166800,1,1442,312433331
2537,Iron Man 3,4253,6,4,1,130,03/05/2013,1,7.2,70250,1,149800,1,1279,409013994
2538,The Iron Ministry,3,1,3,1,82,21/08/2015,5,6.8,0,0,0,0,100,3159
2539,Iron Sky,8,6,4,1,93,25/07/2012,1,5.9,0,0,0,0,1465,122082
2540,Irrational Man,925,1,2,1,95,17/07/2015,1,6.6,59750,1,13400,1,456,4030360
2541,Is Anybody There?,165,2,1,1,94,17/04/2009,1,6.8,0,0,9400,1,194,2026756
2542,Is Genesis History?,704,1,3,0,100,23/02/2017,1,3.7,0,0,0,0,0,1796182
2543,Is That a Gun in Your Pocket?,7,1,2,1,95,16/09/2016,1,6.4,0,0,0,0,0,39928
2544,Is the Man Who Is Tall Happy?,15,3,3,0,88,22/11/2013,1,7.1,0,0,13500,1,198,137042
2545,The Island President,5,1,3,1,101,28/03/2012,1,7.3,0,0,0,0,421,76398
2547,Ism,79,4,4,1,132,21/10/2016,34,5.9,0,0,0,0,486,134165
2548,Dracula Untold,2900,1,4,1,92,10/10/2014,1,6.3,78550,1,56300,1,1060,56280355
2549,Draft Day,2781,1,1,1,110,11/04/2014,1,6.8,0,0,73300,1,692,28842237
2550,Drag Me to Hell,2510,1,8,1,99,29/05/2009,1,6.6,44000,1,109000,1,805,42100625
2551,Enter the Dragon 2012: Third Anniversary Celebration,14,1,4,1,0,30/11/2012,1,6.350375411,0,0,0,0,0,11137
2552,Dragon Ball Z: Battle of Gods,692,6,7,1,85,05/08/2014,6,7.3,0,0,0,0,872,2553002
2553,Dragon Ball Z: Resurrection 'F',913,6,7,0,93,04/08/2015,6,7.4,0,0,0,0,1761,8008363
2554,Dragon Blade,14,6,4,1,127,04/09/2015,5,6.1,32966.66667,1,0,0,1154,74068
2555,Dragon Wars: D-War,2277,6,4,1,90,14/09/2007,1,3.6,0,0,0,0,455,10977721
2556,Dragonball: Evolution,2181,1,4,1,85,10/04/2009,1,2.6,27600,1,40200,1,1733,9362785
2557,Dream Boy,1,1,1,1,88,26/03/2010,1,6.2,0,0,0,0,293,6534
2558,Dream House,2664,1,1,1,84,30/09/2011,1,6,41200,1,18000,1,624,21302340
2559,Dreamkiller,3,1,10,1,110,19/02/2010,1,5.2,0,0,0,0,313,15514
2560,Dreams of a Life,1,2,3,0,95,03/08/2012,1,6.8,0,0,0,0,263,8405
2561,Dreams Rewired,4,6,3,1,88,12/11/2015,1,7,38800,1,0,0,183,11843
2562,Dredd,2557,2,4,1,95,21/09/2012,1,7.1,105700,1,28600,1,1430,13414714
2564,The Dressmaker,174,6,2,1,119,23/09/2016,1,7.1,105100,1,0,0,1738,2022115
2565,Drew: The Man Behind the Poster,1,1,3,0,97,14/08/2013,1,7.5,118000,1,0,0,0,3078
2566,Drillbit Taylor,3061,1,2,1,110,21/03/2008,1,5.7,0,0,45800,1,688,32862104
2567,Drinking Buddies,33,1,2,1,90,23/08/2013,1,6.1,53733.33333,1,104,1,897,343341
2568,Drive Angry,2290,1,4,1,104,25/02/2011,1,5.4,30800,1,31800,1,797,10721033
2569,The Legend of Drona,90,4,4,0,138,02/10/2008,3,2.2,0,0,0,0,0,475104
2571,Drool,1,1,2,0,85,22/01/2010,1,5.7,0,0,0,0,526,1403
2572,The Drop,1192,1,5,1,106,12/09/2014,1,7.1,45833.33333,1,0,0,504,10724389
2573,Drown,1,6,1,0,93,28/08/2015,1,5.2,0,0,0,0,802,1631
2574,Drug War,13,6,4,1,107,26/07/2013,5,7,0,0,0,0,1400,128195
2575,DRUNK STONED BRILLIANT DEAD: The Story of the National Lampoon,22,1,3,1,98,25/09/2015,1,7.1,31700,1,0,0,0,62660
2576,Drunk Wedding,16,1,2,1,81,22/05/2015,1,4.6,0,0,0,0,780,3301
2577,The Dry Land,5,1,1,1,92,30/07/2010,1,5.6,41000,1,11.8,1,767,11777
2578,Effie Gray,201,2,6,1,104,03/04/2015,1,5.9,61200,1,0,0,784,352534
2579,The Eichmann Show,1,2,1,1,90,29/10/2010,1,6.5,110000,1,0,0,0,2706
2580,Eight Miles High,1,6,6,0,114,11/07/2008,8,6.4,0,0,0,0,100,2616
2581,Eisenstein in Guanajuato,5,6,6,0,105,05/02/2016,1,6.3,0,0,0,0,550,34282
2582,Ek Main Aur Ekk Tu,111,4,2,0,110,10/02/2012,3,5.8,0,0,0,0,1028,1155545
2583,Ek Tha Tiger,120,4,4,0,132,15/08/2012,3,5.4,0,0,0,0,1264,2347774
2584,Ek Thi Daayan,47,4,8,1,135,19/04/2013,3,5.7,0,0,0,0,724,112135
2585,Ek Villain,104,4,4,1,129,27/06/2014,3,6.4,0,0,0,0,1177,730530
2586,Eklavya: The Royal Guard,80,4,4,1,105,16/02/2007,3,6.2,0,0,0,0,0,1290212
2587,El Bulli: Cooking in Progress,10,6,3,0,108,27/07/2011,44,6.4,0,0,0,0,233,237181
2588,El clan,19,6,4,1,89,18/03/2016,4,7.3,0,0,0,0,0,201227
2589,El Jeremías,192,6,2,1,95,21/10/2016,4,7.2,0,0,0,0,190,650465
2590,"El Sicario, Room 164",1,3,3,0,80,28/12/2011,4,7.2,0,0,0,0,0,6123
2591,El Superstar: The Unlikely Rise of Juan Frances,1,1,2,1,91,17/09/2010,1,7,0,0,0,0,0,3271
2592,Elaine Stritch: Shoot Me,41,1,3,0,81,21/02/2014,1,7.4,52150,1,0,0,289,327452
2593,Elegy,142,1,1,1,112,08/08/2008,1,6.8,39700,1,0,0,666,3581642
2594,Elektra Luxx,4,1,2,1,100,11/03/2011,1,5.1,50500,1,0,0,1167,11514
2595,Elemental,3,1,3,1,92,17/05/2013,1,7,0,0,0,0,898,10358
2596,Elena,13,6,1,0,109,16/05/2012,13,7.3,0,0,0,0,1449,233380
2597,Elevate,2,1,3,1,81,21/10/2011,1,6.9,0,0,0,0,316,5580
2598,Eleven Minutes,4,1,3,1,103,20/02/2009,1,6.6,0,0,0,0,416,7986
2599,ELI,18,1,11,1,16,19/06/2015,1,6,0,0,0,0,939,13547
2600,Elite Squad,1,6,4,1,115,19/09/2008,10,8.1,0,0,0,0,167,8744
2601,Elite Squad: The Enemy Within,7,6,4,0,115,11/11/2011,10,8.1,0,0,0,0,492,100119
2602,Elizabeth Blue,194,1,1,1,95,22/09/2017,1,6.6,0,0,0,0,480,6542
2603,Elizabeth: The Golden Age,2006,2,6,1,114,12/10/2007,1,6.9,67900,1,0,0,1226,16383509
2604,Elle,209,3,5,1,130,11/11/2016,2,7.2,0,0,49500,1,1852,2341534
2605,Elles,13,3,1,0,99,27/04/2012,2,5.7,0,0,0,0,1090,157508
2607,Elstree 1976,14,2,3,0,97,06/05/2016,1,6,0,0,0,0,457,12173
2608,Elvis & Nixon,381,1,2,1,86,22/04/2016,1,6.4,38150,1,0,0,1072,1055287
2609,Elysium,3284,1,4,1,109,09/08/2013,1,6.6,58300,1,80100,1,663,93050117
2610,The Whale,5,5,3,1,85,09/09/2011,1,8.1,53100,1,0,0,1364,81881
2613,What Happened Last Night,25,1,2,1,90,04/11/2016,1,3.8,0,0,0,0,199,10844
2614,What Happens in Vegas,3255,1,2,1,99,09/05/2008,1,6.1,69800,1,30900,1,1068,80277646
2615,What If...,82,6,1,1,111,20/08/2010,22,6.9,0,0,0,0,100,814906
2616,Can You Tell Me What Just Happened?,88,1,11,1,8,17/10/2008,1,6.350375411,0,0,0,0,0,1090947
2617,What Love Is,42,1,2,1,93,23/03/2007,1,5.6,28700,1,0,0,245,18901
2618,What Maisie Knew,122,1,1,1,99,03/05/2013,1,7.5,43600,1,0,0,693,1066471
2619,What Now? Remind Me,1,6,3,0,164,08/08/2014,10,7.4,0,0,0,0,0,3089
2620,What Our Fathers Did: A Nazi Legacy,14,2,3,1,96,06/11/2015,1,7,0,0,0,0,354,40119
2621,What Richard Did,1,6,1,1,88,10/05/2013,1,6.3,0,0,0,0,1316,2749
2622,What to Expect When You're Expecting,3021,1,2,1,110,18/05/2012,1,5.7,71266.66667,1,36400,1,1182,41152203
2623,What We Do in the Shadows,154,6,2,1,86,13/02/2015,1,7.6,57300,1,0,0,1066,3469224
2624,What We Do Is Secret,7,1,6,1,92,08/08/2008,1,6.5,0,0,0,0,614,58776
2625,What Would Jesus Buy?,25,1,3,1,91,16/11/2007,1,6.4,0,0,0,0,0,200010
2626,What's in a Name?,12,3,2,1,109,13/12/2013,2,7.3,0,0,0,0,0,8111
2627,What's Your Number?,3011,1,2,1,106,30/09/2011,1,6.1,86150,1,14000,1,100,14011084
2628,Whatever Works,353,1,2,1,93,19/06/2009,1,7.2,0,0,13400,1,1168,5306706
2629,When Comedy Went to School,13,1,3,1,83,31/07/2013,1,6.1,0,0,0,0,100,369065
2630,When Did You Last See Your Father?,57,2,6,1,92,06/06/2008,1,6.9,25900,1,0,0,0,1077273
2631,When Harry Tries to Marry,5,1,2,1,93,22/04/2011,1,4.5,0,0,0,0,765,35100
2632,When in Rome,2456,1,2,1,91,29/01/2010,1,5.6,78800,1,53900,1,885,32680633
2633,When Marnie Was There,57,6,7,1,103,22/05/2015,6,7.8,0,0,0,0,1535,561085
2634,When the Bough Breaks,2246,1,5,1,107,09/09/2016,1,4.9,51050,1,0,0,656,29747603
2635,When the Game Stands Tall,2766,1,1,1,115,22/08/2014,1,6.7,0,0,45200,1,393,30127963
2636,When the Iron Bird Flies: Tibetan Buddhism Arrives in the West,1,4,3,1,96,19/10/2012,1,8.3,0,0,0,0,0,13598
2637,When Two Worlds Collide,1,6,3,1,103,17/08/2016,4,7.8,0,0,0,0,0,12080
2638,The Doors: When You're Strange,8,1,3,1,86,09/04/2010,1,7.7,77000,1,431,1,0,246078
2639,Whensday,2,1,2,0,100,09/08/2013,1,7.5,0,0,0,0,0,19463
2640,Where Are You Taking Me?,1,6,3,0,72,02/03/2012,1,8.6,0,0,0,0,0,1492
2641,Where Do We Go Now?,37,3,2,1,110,11/05/2012,11,7.5,0,0,0,0,100,531997
2642,Where God Left His Shoes,2,1,1,1,96,12/12/2008,1,7.2,37400,1,0,0,0,3911
2643,Where Hope Grows,276,1,1,1,95,15/05/2015,1,6.6,0,0,0,0,794,1156000
2644,Where in the World Is Osama Bin Laden?,102,3,3,1,90,18/04/2008,1,6.6,638,1,6900,1,438,384955
2645,Where Soldiers Come From,5,1,3,1,92,09/09/2011,1,7,0,0,0,0,451,39201
2646,Where the Wild Things Are,3735,6,9,1,101,16/10/2009,1,6.8,53800,1,37000,1,881,77233467
2647,Where to Invade Next,308,1,3,1,120,12/02/2016,1,7.6,149,1,21200,1,798,3827261
2649,While We're Young,762,1,2,1,97,27/03/2015,1,6.3,49750,1,3200,1,636,7587485
2650,Whip It,1738,1,1,1,111,02/10/2009,1,6.9,0,0,13000,1,674,13043363
2651,Whiplash,567,1,1,1,107,10/10/2014,1,8.5,40700,1,54700,1,582,13092000
2652,Whiskey Tango Foxtrot,2413,1,6,1,112,04/03/2016,1,6.6,83666.66667,1,40800,1,568,23083334
2653,The Whistleblower,70,5,4,1,112,05/08/2011,1,7.2,49650,1,0,0,845,1124966
2654,White Bird in a Blizzard,14,3,1,1,91,24/10/2014,1,6.4,60400,1,292,1,1181,33821
2655,White Elephant,1,6,1,0,105,29/03/2013,4,6.5,0,0,0,0,673,8884
2656,White Girl,16,1,1,0,88,02/09/2016,1,5.8,94500,1,0,0,570,200242
2657,White God,29,6,1,1,121,27/03/2015,26,6.9,0,0,0,0,795,282358
