,Title,Year,Theaters,Country,Genre,Rated,Runtime,Open,Language,imdbRating,Total Gross,Actorinfluenceaverage,Actorinfluencemax,googletrends,Average Gross for each movie
1466,How to Grow a Band,2011,2,USA,Documentary,Unrated,89,2012-04-13,English,6.9,20135.0,0.0,0.0,0.0,
1467,How to Live Forever,2009,4,USA,Documentary,Unrated,92,2011-05-13,English,6.3,60630.0,0.0,0.0,499.0,
1468,How to Make Money Selling Drugs,2012,5,USA,Documentary,Unrated,96,2013-06-26,English,7.7,39192.0,64833.33333333334,116800.0,592.0,
1469,How to Rob a Bank,2015,1,UK,Short,Rated,0,2008-02-08,English,,1006.0,0.0,0.0,100.0,
1470,How to Save Us,2014,0,USA,Drama,Rated,78,2015-06-05,English,6.0,0.0,0.0,0.0,200.0,
1471,How to Survive a Plague,2012,15,USA,Documentary,Unrated,110,2012-09-21,English,7.6,132055.0,0.0,0.0,0.0,
1472,How to Train Your Dragon,2010,4060,USA,Animation,Rated,98,2010-03-26,English,8.1,217581231.0,54450.0,59700.0,499.0,180100.0
1473,How to Train Your Dragon 2,2014,4268,USA,Animation,Rated,102,2014-06-13,English,7.8,177002924.0,58933.33333333334,67900.0,809.0,180100.0
1474,Howl,2010,29,USA,Biography,Rated,84,2010-09-24,English,6.8,617334.0,55200.0,55200.0,909.0,
1475,Peace Officer,2015,11,USA,Documentary,Unrated,105,2015-09-16,English,7.5,26632.0,0.0,0.0,0.0,
1476,The Peanuts Movie,2015,3902,USA,Animation,Rated,88,2015-11-06,English,7.1,130178411.0,0.0,0.0,0.0,
1477,The Pearl Button,2015,5,France,Documentary,Rated,82,2015-10-23,Spanish,7.5,42166.0,0.0,0.0,456.0,
1478,Pearl Jam: Let's Play Two,2017,201,USA,Documentary,Rated,120,2017-09-29,,8.7,348833.0,0.0,0.0,0.0,
1479,Pearl Jam Twenty,2011,60,USA,Documentary,Unrated,109,2011-09-20,English,8.3,471334.0,0.0,0.0,0.0,50000.0
1480,Peep World,2010,5,USA,Comedy,Rated,79,2011-03-25,English,5.6,14351.0,0.0,0.0,832.0,
1481,Peepli (Live),2010,70,India,Comedy,Unrated,95,2010-08-13,Hindi,7.5,757951.0,0.0,0.0,879.0,
1482,Peggy Guggenheim: Art Addict,2015,25,USA,Documentary,Rated,96,2015-11-06,English,7.1,498428.0,0.0,0.0,602.0,
1483,Pelé: Birth of a Legend,2016,19,USA,Biography,Rated,107,2016-05-13,English,7.3,49979.0,5200.0,5200.0,0.0,
1484,The Penguin Counters,2017,1,Argentina,Documentary,Rated,67,2017-04-21,English,,976.0,0.0,0.0,0.0,
1485,Penguins of Madagascar,2014,3775,USA,Animation,Rated,92,2014-11-26,English,6.7,83350911.0,0.0,0.0,649.0,152800.0
1486,Penton: The John Penton Story,2014,14,USA,Documentary,Rated,135,2014-06-23,English,5.5,112159.0,0.0,0.0,0.0,
1487,The People I've Slept With,2012,2,USA,Comedy,Unrated,89,2010-08-13,English,4.9,19137.0,0.0,0.0,0.0,
1488,People Like Us,2012,2055,USA,Comedy,Rated,114,2012-06-29,English,7.1,12434778.0,82800.0,87500.0,441.0,46300.0
1489,People of a Feather,2011,1,Canada,Documentary,Rated,90,2013-11-08,English,8.1,5677.0,0.0,0.0,0.0,
1490,People Places Things,2015,19,USA,Comedy,Rated,85,2015-08-14,English,6.9,67046.0,57300.0,57300.0,473.0,
1491,A People Uncounted,2011,1,Canada,Documentary,Rated,99,2014-05-16,English,7.9,930.0,0.0,0.0,0.0,
1492,The People vs. Fritz Bauer,2015,35,Germany,Biography,Rated,105,2016-08-19,German,7.1,288483.0,0.0,0.0,0.0,
1493,The People vs. George Lucas,2010,1,USA,Documentary,Unrated,93,2011-05-06,English,6.7,0.0,0.0,0.0,100.0,
1494,Percy Jackson & the Olympians: The Lightning Thief,2010,3396,UK,Adventure,Rated,118,2010-02-12,English,5.9,88768303.0,43550.0,51000.0,651.0,116700.0
1495,Percy Jackson: Sea of Monsters,2013,3080,USA,Adventure,Rated,106,2013-08-07,English,5.9,68559554.0,36100.0,36100.0,1420.0,68500.0
1496,Perestroika,2009,1,USA,Drama,Rated,116,2009-03-20,English,4.5,26064.0,0.0,0.0,183.0,
1497,The Perfect Age of Rock 'n' Roll,2009,3,USA,Drama,Rated,92,2011-08-05,English,6.0,0.0,20100.0,20100.0,0.0,
1498,A Perfect Day,2015,3,Spain,Comedy,Rated,106,2016-01-15,English,6.8,5002.0,28866.66666666667,32600.0,925.0,
1499,The Perfect Family,2011,25,USA,Comedy,Rated,84,2012-05-04,English,5.7,110313.0,0.0,0.0,399.0,
1500,The Perfect Game,2009,417,Canada,Comedy,Rated,118,2010-04-16,English,7.0,1037071.0,0.0,0.0,925.0,
1501,A Perfect Getaway,2009,2159,USA,Adventure,Rated,98,2009-08-07,English,6.5,15515460.0,26400.0,31600.0,1045.0,28200.0
1502,The Perfect Guy,2015,2230,USA,Drama,Rated,100,2015-09-11,English,5.6,57027435.0,41833.333333333336,49700.0,0.0,
1503,The Perfect Holiday,2007,1307,USA,Comedy,Rated,96,2007-12-12,English,4.4,5812781.0,43200.0,43200.0,854.0,
1504,The Perfect Host,2010,10,USA,Comedy,Rated,93,2011-07-01,English,6.8,48764.0,0.0,0.0,966.0,
1505,A Perfect Man,2015,2,France,Drama,Rated,104,2013-11-01,French,6.7,7117.0,0.0,0.0,1101.0,
1506,The Perfect Match,2016,925,USA,Comedy,Rated,96,2016-03-11,English,4.9,9669521.0,0.0,0.0,320.0,23400.0
1507,Perfect Sense,2011,1,UK,Drama,Rated,92,2012-02-03,English,7.1,2959.0,50950.0,54000.0,1448.0,
1508,Perfect Stranger,2007,2661,USA,Crime,Rated,109,2007-04-13,English,5.7,23984949.0,59166.66666666666,64000.0,513.0,19400.0
1509,The Perks of Being a Wallflower,2012,745,USA,Drama,Rated,102,2012-09-21,English,8.0,17742948.0,36100.0,36100.0,1329.0,72200.0
1510,Permanent,2014,0,USA,Action,Rated,111,2017-12-15,English,6.9,0.0,0.0,0.0,1473.0,
1511,Perrier's Bounty,2009,1,Ireland,Action,Rated,88,2010-05-21,English,6.4,828.0,50000.0,50000.0,268.0,
1512,Persecuted,2014,736,USA,Action,Rated,91,2014-07-18,English,3.6,1558836.0,0.0,0.0,373.0,
1513,Persepolis,2007,536,France,Animation,Rated,96,2007-12-25,French,8.1,4445756.0,0.0,0.0,1362.0,
1514,The Persian Connection,2016,1,USA,Action,Rated,103,2017-07-14,English,5.5,6634.0,0.0,0.0,0.0,
1515,Person to Person,2017,13,USA,Comedy,Unrated,84,2017-07-28,English,5.8,48499.0,50900.0,50900.0,1373.0,
1516,Personal Shopper,2016,153,France,Drama,Rated,105,2017-03-10,English,6.2,1305195.0,60700.0,60700.0,710.0,
1517,Personal Tailor,2013,9,China,Comedy,Rated,118,2013-12-20,Mandarin,5.2,375892.0,0.0,0.0,519.0,
1518,The Pervert's Guide to Ideology,2012,4,UK,Documentary,Unrated,136,2013-11-01,English,7.6,67966.0,0.0,0.0,0.0,
1519,Pet,2016,9,Spain,Horror,Rated,94,2016-09-30,English,5.7,8004.0,0.0,0.0,2003.0,
1520,Pete Seeger: The Power of Song,2007,3,USA,Documentary,Rated,93,2007-10-26,English,8.4,88312.0,0.0,0.0,0.0,
1521,Peter and the Farm,2016,8,USA,Documentary,Unrated,91,2016-11-04,English,7.3,18123.0,0.0,0.0,643.0,
1522,Peter and Vandy,2009,3,USA,Drama,Unrated,95,2009-10-09,English,6.4,10618.0,0.0,0.0,574.0,
1523,Peter Brook: The Tightrope,2012,2,UK,Documentary,Rated,86,2014-01-31,French,7.4,19365.0,0.0,0.0,0.0,
1524,BPM (Beats Per Minute),2017,5,France,Drama,Rated,140,2017-10-20,French,7.7,45543.0,0.0,0.0,0.0,
1525,Bra Boys,2007,23,Australia,Documentary,Rated,90,2008-04-11,English,6.2,155056.0,54500.0,54500.0,895.0,
1526,The Bracelet of Bordeaux,2007,0,USA,Family,Rated,99,2009-05-18,English,3.4,0.0,0.0,0.0,0.0,
1527,Brad's Status,2017,453,USA,Comedy,Rated,102,2017-09-15,English,6.7,2133158.0,47800.0,74500.0,491.0,1800.0
1528,Brahmin Bulls,2013,0,USA,Drama,Unrated,96,2014-11-14,English,8.2,0.0,0.0,0.0,100.0,
1529,The Brainwashing of My Dad,2015,2,USA,Documentary,Rated,90,2016-03-18,English,6.8,7028.0,0.0,0.0,198.0,
1530,Brake,2012,2,USA,Thriller,Rated,92,2012-03-21,English,6.1,4876.0,0.0,0.0,2167.0,
1531,Bran Nue Dae,2009,55,Australia,Comedy,Rated,85,2010-09-10,English,6.3,113568.0,0.0,0.0,377.0,
1532,The Brand New Testament,2015,17,Belgium,Comedy,Unrated,114,2016-12-09,French,7.1,127910.0,0.0,0.0,479.0,
1533,Branded,2012,307,USA,Drama,Rated,106,2012-09-07,English,4.7,353513.0,0.0,0.0,755.0,
1534,The Brass Teapot,2012,2,USA,Comedy,Rated,101,2013-04-05,English,6.4,6997.0,24200.0,24200.0,1376.0,
1535,Bratz,2007,1509,USA,Comedy,Rated,110,2007-08-03,English,2.9,10010209.0,0.0,0.0,1469.0,16200.0
1536,Brave,2012,4164,USA,Animation,Rated,93,2012-06-22,English,7.2,237283207.0,48700.0,48700.0,627.0,237300.0
1537,A Brave Heart: The Lizzie Velasquez Story,2015,0,USA,Documentary,Rated,78,2015-09-25,English,7.2,0.0,0.0,0.0,0.0,
1538,Brave New Jersey,2016,14,USA,Comedy,Rated,86,2017-08-04,English,5.3,16544.0,0.0,0.0,242.0,
1539,The Brave One,2007,2837,USA,Crime,Rated,122,2007-09-14,English,6.8,36793804.0,40800.0,41100.0,810.0,17200.0
1540,Breach,2007,1505,USA,Biography,Rated,110,2007-02-16,English,7.0,33231264.0,32866.666666666664,47700.0,650.0,18500.0
1541,Break Ke Baad,2010,85,India,Comedy,Rated,118,2010-11-24,Hindi,5.1,427628.0,0.0,0.0,1470.0,
1542,Breakfast with Curtis,2012,2,USA,Drama,Rated,84,2013-12-04,English,6.8,6629.0,0.0,0.0,429.0,
1543,Breakfast with Scot,2007,6,Canada,Comedy,Rated,95,2008-10-10,English,6.8,46060.0,0.0,0.0,0.0,
1544,Breaking a Monster,2015,1,USA,Documentary,Unrated,92,2016-06-24,English,5.4,4212.0,0.0,0.0,361.0,
1545,Breaking Upwards,2009,5,USA,Romance,Rated,88,2010-04-02,English,6.1,77389.0,0.0,0.0,0.0,
1546,Breakup Buddies,2014,24,China,Comedy,Rated,116,2014-10-03,Mandarin,6.4,777896.0,0.0,0.0,0.0,
1547,The Breakup Guru,2014,12,China,Comedy,Rated,114,2014-06-27,Mandarin,4.4,208959.0,0.0,0.0,0.0,
1548,Breath Made Visible: Anna Halprin,2009,3,Switzerland,Documentary,Rated,82,2010-04-02,English,7.3,52387.0,0.0,0.0,0.0,
1549,Breathe,2014,13,France,Drama,Unrated,91,2015-09-11,French,7.1,42297.0,0.0,0.0,1499.0,
1550,Breathe In,2013,41,USA,Drama,Rated,98,2014-03-28,English,6.4,89661.0,35200.0,44500.0,984.0,
1551,Breathing,2011,2,Austria,Drama,Unrated,94,2012-08-31,German,7.0,4630.0,0.0,0.0,1009.0,
1552,Brick Lane,2007,49,UK,Drama,Rated,102,2008-06-20,English,6.7,1095398.0,0.0,0.0,389.0,
1553,Brick Mansions,2014,2647,France,Action,Rated,90,2014-04-25,English,5.7,20396829.0,86500.0,86500.0,925.0,18200.0
1554,The Bride & The Grooms,2009,15,USA,Comedy,Rated,99,2009-04-24,English,7.3,5995.0,0.0,0.0,0.0,
1555,Bride Flight,2008,27,Netherlands,Drama,Rated,130,2011-06-10,Dutch,7.1,501360.0,0.0,0.0,528.0,
1556,Bride Wars,2009,3228,USA,Comedy,Rated,89,2009-01-09,English,5.5,58715510.0,61850.0,93100.0,710.0,36500.0
1557,Brideshead Revisited,2008,501,UK,Drama,Rated,133,2008-07-25,English,6.7,6432256.0,23500.0,23500.0,773.0,
1558,Bridesmaids,2011,2958,USA,Comedy,Rated,125,2011-05-13,English,6.8,169106725.0,70400.0,70400.0,653.0,116900.0
1559,Bridge of Spies,2015,2873,USA,Drama,Rated,142,2015-10-16,English,7.6,72313754.0,59600.0,59600.0,454.0,139200.0
1560,Bridge to Terabithia,2007,3210,USA,Adventure,Rated,96,2007-02-16,English,7.2,82272442.0,64633.33333333334,123200.0,753.0,
1561,Bridget Jones's Baby,2016,2930,Ireland,Comedy,Rated,118,2016-09-16,English,6.6,24252420.0,25900.0,25900.0,0.0,31900.0
1562,Brief Interviews with Hideous Men,2009,2,USA,Comedy,Unrated,80,2009-09-25,English,5.6,33745.0,0.0,0.0,882.0,525.0
1563,Brief Reunion,2011,2,USA,Drama,Rated,88,2013-01-18,English,6.9,6601.0,0.0,0.0,190.0,
1564,Bright Days Ahead,2013,6,France,Drama,Unrated,94,2014-04-25,French,6.3,21770.0,0.0,0.0,331.0,
1565,Bright Star,2009,380,UK,Biography,Rated,119,2009-09-16,English,7.0,4444637.0,37500.0,51300.0,818.0,8100.0
1566,Brighton Rock,2010,24,UK,Crime,Rated,111,2011-08-26,English,5.8,229653.0,33600.0,33600.0,1179.0,1700.0
1567,Brigsby Bear,2017,408,USA,Comedy,Rated,97,2017-07-28,English,7.7,532669.0,181400.0,181400.0,788.0,
1568,A Brilliant Young Mind,2014,18,UK,Drama,Rated,111,2015-09-11,English,7.2,171793.0,21400.0,21400.0,621.0,
1569,Bringing Up Bobby,2011,4,USA,Comedy,Rated,93,2012-09-28,English,5.2,4975.0,21200.0,21200.0,477.0,5.0
1570,Broadway Idiot,2013,6,USA,Documentary,Rated,80,2013-10-11,English,7.7,27595.0,0.0,0.0,565.0,
1571,The Broken Circle Breakdown,2012,21,Belgium,Drama,Unrated,111,2013-11-01,Flemish,7.8,175058.0,0.0,0.0,929.0,
1572,Broken City,2013,2622,USA,Crime,Rated,109,2013-01-18,English,6.2,19701164.0,58933.33333333334,71100.0,963.0,33100.0
1573,Broken Embraces,2009,202,Spain,Drama,Rated,127,2009-11-20,Spanish,7.2,5014305.0,0.0,0.0,727.0,
1574,Broken English,2007,41,France,Comedy,Rated,93,2007-06-22,English,6.4,956919.0,18200.0,18200.0,387.0,
1575,Broken Hill,2009,48,USA,Drama,Rated,102,2009-09-11,English,6.3,54058.0,15600.0,15600.0,542.0,
1576,Bronson,2008,8,UK,Action,Rated,92,2009-10-09,English,7.1,104979.0,77000.0,77000.0,1705.0,7500.0
1577,Bronx Gothic,2017,4,USA,Documentary,Rated,91,2017-07-14,English,6.7,25997.0,0.0,0.0,199.0,
1578,The Bronze,2015,1167,USA,Comedy,Rated,100,2016-03-18,English,6.0,615816.0,0.0,0.0,395.0,
1579,Brooklyn,2015,962,UK,Drama,Rated,117,2015-11-04,English,7.5,38322743.0,20800.0,20800.0,1050.0,9400.0
1580,The Brooklyn Banker,2016,0,USA,Action,Rated,95,2016-08-05,English,5.2,0.0,0.0,0.0,288.0,
1581,Brooklyn Brothers Beat the Best,2011,3,USA,Comedy,Unrated,98,2012-09-21,English,6.5,7466.0,0.0,0.0,100.0,
1582,Brooklyn Castle,2012,13,USA,Documentary,Rated,101,2012-10-19,English,7.3,219407.0,0.0,0.0,418.0,
1583,Brooklyn Rules,2007,25,USA,Crime,Rated,99,2007-05-11,English,6.4,458232.0,0.0,0.0,471.0,
1584,Brooklyn's Finest,2009,1939,USA,Crime,Rated,132,2010-03-05,English,6.7,27163593.0,44900.0,84900.0,773.0,52300.0
1585,Brother Nature,2016,17,USA,Comedy,Rated,97,2016-09-09,English,4.8,14218.0,0.0,0.0,475.0,
1586,Brotherly Love,2015,200,USA,Drama,Rated,89,2015-04-24,English,6.8,478595.0,0.0,0.0,430.0,
1587,Brothers,2009,2088,USA,Drama,Rated,105,2009-12-04,English,7.1,28544157.0,71233.33333333331,109800.0,1269.0,18000.0
1588,Brothers at War,2009,18,USA,Documentary,Rated,110,2009-03-13,English,6.6,153148.0,0.0,0.0,0.0,
1589,The Brothers Bloom,2008,209,USA,Adventure,Rated,114,2009-05-15,English,6.8,3531756.0,36666.66666666666,56000.0,983.0,161200.0
1590,The Brothers Grimsby,2016,2235,UK,Action,Rated,83,2016-03-11,English,6.2,6874837.0,89450.0,112200.0,0.0,81700.0
1591,The Brothers Solomon,2007,700,USA,Comedy,Rated,93,2007-09-07,English,5.3,900926.0,39000.0,39000.0,0.0,
1592,Brutal Beauty: Tales of the Rose City Rollers,2010,2,USA,Documentary,Rated,80,2010-01-08,English,6.8,9677.0,0.0,0.0,0.0,
1593,Adam,2009,177,USA,Drama,Rated,99,2009-07-29,English,7.2,2277396.0,58200.0,58200.0,1174.0,
1594,The Adderall Diaries,2015,31,USA,Crime,Rated,87,2016-04-15,English,5.2,13191.0,28066.66666666667,55200.0,1061.0,
1595,Addicted,2014,1037,USA,Drama,Rated,106,2014-10-10,Spanish,5.2,17390770.0,35800.0,35800.0,537.0,23400.0
1596,Addicted to Fame,2012,0,USA,Documentary,Unrated,89,2012-11-30,English,3.9,0.0,0.0,0.0,723.0,
1597,Addiction Incorporated,2011,5,USA,Documentary,Rated,100,2011-12-14,English,7.2,40106.0,0.0,0.0,351.0,
1598,The Adjustment Bureau,2011,2847,USA,Romance,Rated,106,2011-03-04,English,7.1,62495645.0,59050.0,77100.0,708.0,34700.0
1599,Admission,2013,2161,USA,Comedy,Rated,107,2013-03-22,English,5.7,18007317.0,58300.0,58300.0,494.0,44900.0
1600,Adoration,2008,20,Canada,Drama,Rated,100,2009-05-08,English,6.3,294244.0,0.0,0.0,708.0,1400.0
1601,Adore,2013,57,Australia,Drama,Rated,112,2013-09-06,English,6.2,318982.0,71700.0,118400.0,753.0,
1602,Adrift in Manhattan,2007,1,USA,Drama,Rated,91,2007-09-21,English,5.4,2099.0,0.0,0.0,0.0,
1603,Adult Beginners,2014,54,USA,Comedy,Rated,92,2015-04-24,English,5.6,108808.0,58200.0,58200.0,278.0,18700.0
1604,Adult World,2013,11,USA,Comedy,Rated,97,2014-02-14,English,6.2,25368.0,27500.0,27500.0,816.0,
1605,Advanced Style,2014,12,USA,Documentary,Rated,72,2014-09-26,English,7.3,87879.0,0.0,0.0,882.0,
1606,Adventureland,2009,1876,USA,Comedy,Rated,107,2009-04-03,English,6.8,16044025.0,45300.0,45300.0,495.0,38400.0
1607,The Adventurer: The Curse of the Midas Box,2013,82,UK,Adventure,Rated,100,2014-01-10,English,5.4,6399.0,41250.0,57300.0,641.0,
1608,The Adventurers,2017,17,China,Action,Rated,108,2017-08-18,Chinese,6.0,216556.0,0.0,0.0,460.0,
1609,Adventures of Power,2008,3,USA,Comedy,Rated,89,2009-10-09,English,6.4,17419.0,0.0,0.0,357.0,
1610,The Adventures of Tintin,2011,3087,USA,Animation,Rated,107,2011-12-21,English,7.4,77591831.0,73966.66666666669,126600.0,1163.0,139200.0
1611,The Advocate: A Missing Body,2015,9,South Korea,Crime,Rated,117,2015-10-23,Korean,6.6,50162.0,0.0,0.0,0.0,
1612,The Oscar Nominated Short Films 2017: Animation,2017,272,USA,Animation,Rated,88,2017-02-10,,7.3,2835355.0,0.0,0.0,0.0,
1613,"Oslo, August 31st",2011,7,Norway,Drama,Unrated,95,2012-05-25,Norwegian,7.7,101475.0,0.0,0.0,0.0,
1614,OSS 117: Lost in Rio,2009,7,France,Action,Unrated,101,2010-05-07,French,6.9,89375.0,0.0,0.0,0.0,15000.0
1615,Oswald's Ghost,2007,1,USA,Documentary,Rated,83,2007-11-30,English,6.6,1796.0,0.0,0.0,0.0,
1616,The Other Boleyn Girl,2008,1212,UK,Biography,Rated,115,2008-02-29,English,6.7,26814957.0,74666.66666666669,91900.0,1140.0,9500.0
1617,The Other City,2010,2,USA,Documentary,Rated,90,2010-09-17,English,6.5,22539.0,0.0,0.0,0.0,
1618,The Other Dream Team,2012,14,USA,Documentary,Unrated,89,2012-09-28,English,8.4,135228.0,0.0,0.0,525.0,
1619,The Other End of the Line,2008,91,UK,Comedy,Rated,106,2008-10-31,English,6.2,115592.0,0.0,0.0,1199.0,
1620,The Other F Word,2011,6,USA,Documentary,Unrated,98,2011-11-04,English,7.3,53714.0,0.0,0.0,1201.0,
1621,The Other Guys,2010,3651,USA,Action,Rated,107,2010-08-06,English,6.7,119219978.0,69800.0,71100.0,726.0,108500.0
1622,The Other Man,2008,11,UK,Drama,Rated,88,2009-09-11,English,5.5,149528.0,42266.66666666666,55500.0,822.0,
1623,The Other One,2008,6,France,Drama,Rated,97,2015-06-26,French,6.4,17727.0,0.0,0.0,1101.0,
1624,Other People,2016,12,USA,Comedy,Unrated,97,2016-09-09,English,6.7,91441.0,30700.0,30700.0,653.0,
1625,The Other Side of the Door,2016,585,UK,Horror,Rated,96,2016-03-04,English,5.3,3000342.0,0.0,0.0,479.0,
1626,The Other Son,2012,53,France,Drama,Rated,105,2012-10-26,French,7.4,1285918.0,0.0,0.0,394.0,
1627,The Other Woman,2014,9,USA,Comedy,Rated,109,2011-02-04,English,6.0,25423.0,74100.0,89200.0,1146.0,44100.0
1628,Otter 501,2012,4,USA,Documentary,Rated,85,2012-05-11,English,7.8,24449.0,0.0,0.0,356.0,
1629,The Ottoman Lieutenant,2017,216,Turkey,Drama,Rated,106,2017-03-10,English,7.0,240978.0,35700.0,35700.0,601.0,31400.0
1630,Ouija,2014,2899,Japan,Horror,Rated,89,2014-10-24,English,4.5,50856010.0,0.0,0.0,920.0,50900.0
1631,Ouija: Origin of Evil,2016,3168,USA,Horror,Rated,99,2016-10-21,English,6.1,35144505.0,0.0,0.0,434.0,31400.0
1632,Our Children,2012,4,Belgium,Drama,Rated,111,2013-08-02,French,6.8,23203.0,0.0,0.0,0.0,
1633,Our City Dreams,2008,3,USA,Documentary,Rated,85,2009-02-06,English,6.8,34972.0,0.0,0.0,0.0,
1634,Our Family Wedding,2010,1609,USA,Comedy,Rated,103,2010-03-12,English,4.9,20255281.0,35966.666666666664,41000.0,637.0,24200.0
1635,Our Idiot Brother,2011,2555,USA,Comedy,Rated,90,2011-08-26,English,6.4,24816118.0,55400.0,55400.0,608.0,7000.0
1636,Our Kind of Traitor,2016,399,UK,Crime,Rated,108,2016-07-01,English,6.2,3153157.0,0.0,0.0,571.0,16100.000000000002
1637,Our Last Tango,2015,6,Argentina,Documentary,Unrated,85,2016-04-15,Spanish,7.2,100086.0,0.0,0.0,1260.0,
1638,Our Little Sister,2015,33,Japan,Comedy,Rated,128,2016-07-08,Japanese,7.5,4675550.0,0.0,0.0,596.0,
1639,Our Man in Tehran,2013,3,Canada,Documentary,Rated,85,2015-05-15,English,7.4,5573.0,0.0,0.0,100.0,
1640,Our Nixon,2013,5,USA,Documentary,Unrated,84,2013-08-30,English,6.7,20584.0,0.0,0.0,488.0,
1641,Our President,2017,41,South Korea,Documentary,Rated,119,2017-06-02,English,8.1,507268.0,0.0,0.0,0.0,
1642,Our Time Will Come,2017,18,China,Drama,Rated,130,2017-07-07,Cantonese,6.5,114560.0,0.0,0.0,199.0,
1643,Out in the Dark,2012,6,Israel,Drama,Rated,96,2013-09-27,Hebrew,7.5,26966.0,0.0,0.0,0.0,1000.0
1644,Out of the Clear Blue Sky,2012,2,USA,Documentary,Unrated,107,2013-09-06,English,6.5,16050.0,0.0,0.0,0.0,
1645,Out of the Furnace,2013,2101,UK,Crime,Rated,116,2013-12-04,English,6.8,11330849.0,54500.0,54500.0,1128.0,28500.0
1646,The Outcasts,2017,11,USA,Comedy,Rated,95,2017-04-14,English,5.6,1455.0,0.0,0.0,924.0,
1647,Outrage,2010,18,Japan,Action,Rated,109,2009-05-08,Japanese,6.8,287198.0,0.0,0.0,0.0,
1648,Mr. Bean's Holiday,2007,1778,UK,Comedy,Rated,90,2007-08-24,English,6.3,33302167.0,0.0,0.0,395.0,
1649,Mr. Blue Sky,2007,1,USA,Drama,Rated,84,2007-11-09,English,7.6,5713.0,0.0,0.0,0.0,
1650,Mr. Brooks,2007,2453,USA,Crime,Rated,120,2007-06-01,English,7.3,28549298.0,43600.0,55200.0,0.0,24800.0
1651,Mr. Chibbs,2017,1,USA,Documentary,Rated,86,2017-05-03,English,7.6,8302.0,0.0,0.0,0.0,
1652,Mr. Church,2016,354,USA,Comedy,Rated,104,2016-09-16,English,7.7,685780.0,97700.0,97700.0,0.0,
1653,Mr. Donkey,2016,27,China,Comedy,Rated,113,2016-10-28,Mandarin,7.4,356255.0,0.0,0.0,0.0,
1654,Mr. Holmes,2015,898,UK,Drama,Rated,104,2015-07-17,English,6.9,17737646.0,70350.0,114200.0,615.0,137000.0
1655,Mr. Magorium's Wonder Emporium,2007,3168,USA,Comedy,Rated,93,2007-11-16,English,6.2,32061555.0,69300.0,69300.0,0.0,
1656,Mr. Nobody,2009,4,Belgium,Drama,Rated,141,2013-11-01,English,7.9,3622.0,29000.0,51900.0,1326.0,
1657,Mr. Peabody & Sherman,2014,3951,USA,Animation,Rated,92,2014-03-07,English,6.8,111506430.0,44500.0,44500.0,1215.0,123900.0
1658,Mr. Pip,2012,10,Papua New Guinea,Drama,Rated,116,2014-11-07,English,7.2,1714.0,52400.0,52400.0,0.0,192500.0
1659,Mr. Popper's Penguins,2011,3342,USA,Comedy,Rated,94,2011-06-17,English,6.0,68224452.0,72750.0,90900.0,413.0,
1660,Mr. Right,2015,35,USA,Action,Rated,95,2016-04-08,English,6.3,34694.0,37450.0,43900.0,458.0,
1661,Mr. Six,2015,32,China,Action,Rated,134,2015-12-24,Chinese,7.1,1415450.0,0.0,0.0,316.0,
1662,Mr. Turner,2014,120,UK,Biography,Rated,150,2014-12-19,English,6.8,3958500.0,0.0,0.0,799.0,3700.0
1663,Mr. Untouchable,2007,26,USA,Documentary,Rated,92,2007-10-26,English,6.7,104678.0,0.0,0.0,0.0,
1664,Mr. Woodcock,2007,2237,USA,Comedy,Rated,87,2007-09-14,English,5.1,25799486.0,26700.0,30200.0,572.0,19900.0
1665,Mr. X,2015,52,India,Drama,Unrated,133,2015-04-17,Hindi,3.8,44995.0,0.0,0.0,715.0,
1666,Rubber,2010,15,France,Comedy,Rated,82,2011-04-01,English,5.8,100370.0,0.0,0.0,1127.0,
1667,Rubberneck,2012,1,USA,Drama,Unrated,83,2013-02-22,English,5.3,2075.0,0.0,0.0,493.0,
1668,Rubble Kings,2010,3,USA,Documentary,Rated,71,2015-06-19,English,7.1,7416.0,0.0,0.0,572.0,
1669,Ruby Sparks,2012,261,USA,Comedy,Rated,104,2012-07-25,English,7.2,2540106.0,16800.0,23100.0,979.0,25000.0
1670,Rudderless,2014,18,USA,Comedy,Rated,105,2014-10-17,English,7.5,58293.0,28400.0,28400.0,749.0,58.3
1671,Rudo y Cursi,2008,219,Mexico,Comedy,Rated,103,2009-05-08,Spanish,6.7,1827660.0,59100.0,59100.0,939.0,
1672,The Ruins,2008,2814,USA,Horror,Rated,90,2008-04-04,English,5.9,17432844.0,57400.0,57400.0,650.0,
1673,The Ruins of Lifta,2016,1,Israel,Documentary,Rated,77,2016-09-23,English,7.6,11548.0,0.0,0.0,0.0,
