,Title,Theaters,Country,Genre,Rated,Runtime,Open,Director,Language,imdbRating,Total Gross,last year_totalgross,genre_gross,count_num,googletrends,Actorinfluenceave,Total Gross(Million),Movie involved,Average Gross for each movie
444,Sicario,2620,USA,Action,Rated,121,2015-09-18,Denis Villeneuve,English,7.6,46889293.0,10354970864.0,2268082751.0,47,680.0,38766.66666666666,303500.0,7.0,43400.0
445,Prisoners,3290,USA,Crime,Rated,153,2013-09-20,Denis Villeneuve,English,8.1,61002302.0,11041914748.0,,51,452.0,61300.0,303500.0,7.0,43400.0
446,Arrival,3115,USA,Drama,Rated,116,2016-11-11,Denis Villeneuve,English,8.0,100546139.0,11149116327.0,2060252692.0,35,430.0,76266.66666666669,303500.0,7.0,43400.0
447,Blades of Glory,3467,USA,Comedy,Rated,93,2007-03-30,Josh Gordon,English,6.3,118594548.0,9190502983.0,1955138318.0,14,502.0,51650.0,201100.0,3.0,67000.0
448,Blair Witch,3121,Canada,Horror,Rated,89,2016-09-16,Adam Wingard,English,5.0,20777061.0,11149116327.0,374243647.0,54,524.0,0.0,39600.0,3.0,13200.0
449,Blended,3555,USA,Comedy,Rated,117,2014-05-23,Frank Coraci,English,6.5,46294610.0,10893180888.0,1619719448.0,41,534.0,64050.0,575000.0,7.0,82100.0
450,Here Comes the Boom,3014,USA,Action,Rated,105,2012-10-12,Frank Coraci,English,6.4,45290318.0,10187347362.0,2117507233.0,44,726.0,78300.0,575000.0,7.0,82100.0
451,"Bless Me, Ultima",263,USA,Drama,Rated,106,2013-02-22,Carl Franklin,English,6.4,1553826.0,11041914748.0,1670662348.0,24,390.0,0.0,145800.0,6.0,24300.0
452,The Blind Side,3407,USA,Biography,Rated,129,2009-11-20,John Lee Hancock,English,7.7,255959475.0,9750709587.0,,29,1045.0,70400.0,450100.0,5.0,90000.0
453,The Founder,1115,USA,Biography,Rated,115,2017-01-19,John Lee Hancock,English,7.2,12786053.0,11216236720.0,,33,1138.0,66000.0,450100.0,5.0,90000.0
454,The Bling Ring,650,USA,Biography,Rated,90,2013-06-14,Sofia Coppola,English,5.6,5845732.0,11041914748.0,,41,1070.0,178100.0,83700.0,6.0,13900.0
455,Somewhere,83,USA,Comedy,Rated,97,2010-12-22,Sofia Coppola,English,6.3,1785645.0,10639535233.0,1435263724.0,19,704.0,0.0,83700.0,6.0,13900.0
456,Blue Ruin,61,USA,Crime,Rated,90,2014-04-25,Jeremy Saulnier,English,7.1,258384.0,10893180888.0,,33,595.0,1900.0,3500.0,2.0,1700.0
457,Green Room,777,USA,Crime,Rated,95,2016-04-15,Jeremy Saulnier,English,7.0,3220371.0,11149116327.0,,51,702.0,54400.0,3500.0,2.0,1700.0
458,Blue Valentine,450,USA,Drama,Rated,112,2010-12-29,Derek Cianfrance,English,7.4,9706328.0,10639535233.0,1834327761.0,19,635.0,29800.0,43700.0,3.0,14600.0
459,The Light Between Oceans,1500,UK,Drama,Rated,133,2016-09-02,Derek Cianfrance,English,7.2,12545979.0,11149116327.0,2060252692.0,54,464.0,36166.66666666666,43700.0,3.0,14600.0
460,The Place Beyond the Pines,1584,USA,Crime,Rated,140,2013-03-29,Derek Cianfrance,English,7.3,21403519.0,11041914748.0,,41,784.0,39950.0,43700.0,3.0,14600.0
461,Robin Hood,3505,USA,Action,Rated,140,2010-05-14,Ridley Scott,English,6.7,105269730.0,10639535233.0,2041030428.0,29,829.0,61200.0,1656100.0,24.0,69000.0
462,Body of Lies,2714,USA,Action,Rated,128,2008-10-10,Ridley Scott,English,7.1,39394666.0,9767268194.0,1481747614.0,37,674.0,63133.33333333334,1656100.0,24.0,69000.0
463,Alien: Covenant,3772,USA,Horror,Rated,122,2017-05-19,Ridley Scott,English,6.5,74262031.0,11216236720.0,479705329.0,33,1261.0,53333.33333333334,1656100.0,24.0,69000.0
464,Exodus: Gods and Kings,3503,UK,Action,Rated,150,2014-12-12,Ridley Scott,English,6.0,65014513.0,10893180888.0,2225063194.0,26,1016.0,59900.0,1656100.0,24.0,69000.0
465,American Gangster,3110,USA,Biography,Rated,157,2007-11-02,Ridley Scott,English,7.8,130164645.0,9190502983.0,,27,1273.0,55633.33333333334,1656100.0,24.0,69000.0
466,Prometheus,3442,USA,Adventure,Rated,124,2012-06-08,Ridley Scott,English,7.0,126477084.0,10187347362.0,2824412451.0,29,964.0,44466.66666666666,1656100.0,24.0,69000.0
467,Robot & Frank,209,USA,Comedy,Rated,89,2012-08-17,Jake Schreier,English,7.1,3325038.0,10187347362.0,1490816438.0,46,813.0,48700.0,35300.0,2.0,17700.0
468,Rock of Ages,3470,USA,Comedy,Rated,123,2012-06-15,Adam Shankman,English,5.9,38518613.0,10187347362.0,1490816438.0,29,608.0,47300.0,697500.0,8.0,87200.0
469,Bedtime Stories,3684,USA,Comedy,Rated,99,2008-12-25,Adam Shankman,English,6.1,110101975.0,9767268194.0,1427703732.0,28,421.0,59950.0,697500.0,8.0,87200.0
470,Rock the Kasbah,2012,USA,Comedy,Rated,106,2015-10-23,Barry Levinson,English,5.5,3020664.0,10354970864.0,1272411206.0,53,567.0,43866.66666666666,812700.0,22.0,36900.0
471,Role Models,2798,Germany,Comedy,Rated,99,2008-11-07,David Wain,English,6.9,67294270.0,9767268194.0,1427703732.0,22,633.0,70750.0,85800.0,4.0,21500.0
472,The Ten,47,USA,Comedy,Rated,96,2007-08-03,David Wain,English,5.0,769726.0,9190502983.0,1955138318.0,26,1842.0,45666.66666666666,85800.0,4.0,21500.0
473,I'm Still Here,120,USA,Comedy,Rated,108,2010-09-10,Casey Affleck,English,6.2,408983.0,10639535233.0,1435263724.0,36,741.0,37500.0,409.0,1.0,409.0
474,"I, Frankenstein",2753,USA,Action,Rated,92,2014-01-24,Stuart Beattie,English,5.1,19075290.0,10893180888.0,2225063194.0,32,1254.0,46800.0,19100.0,2.0,9500.0
475,Ice Age: Dawn of the Dinosaurs,4102,USA,Animation,Rated,94,2009-07-01,Carlos Saldanha,English,7.0,196573705.0,9750709587.0,,26,1351.0,0.0,1042200.0,8.0,130300.0
476,Rio,3842,USA,Animation,Rated,96,2011-04-15,Carlos Saldanha,English,6.9,143619809.0,10589599184.0,,40,1076.0,0.0,1042200.0,8.0,130300.0
477,Rio 2,3975,USA,Animation,Rated,101,2014-04-11,Carlos Saldanha,English,6.3,131538435.0,10893180888.0,,33,1050.0,0.0,1042200.0,8.0,130300.0
478,The Shallows,2962,USA,Drama,Rated,86,2016-06-24,Jaume Collet-Serra,English,6.3,55124043.0,11149116327.0,2060252692.0,42,765.0,44100.0,311300.0,7.0,44500.0
479,Run All Night,3171,USA,Action,Rated,114,2015-03-13,Jaume Collet-Serra,English,6.6,26461644.0,10354970864.0,2268082751.0,33,548.0,40000.0,311300.0,7.0,44500.0
480,Non-Stop,3183,UK,Action,Rated,106,2014-02-28,Jaume Collet-Serra,English,7.0,92168600.0,10893180888.0,2225063194.0,29,637.0,40300.0,311300.0,7.0,44500.0
481,Shark Night 3D,2848,USA,Horror,Rated,90,2011-09-02,David R. Ellis,English,4.0,18877153.0,10589599184.0,531211616.0,43,669.0,0.0,231100.0,6.0,38500.0
482,She's Out of My League,2958,USA,Comedy,Rated,104,2010-03-12,Jim Field Smith,English,6.4,32010860.0,10639535233.0,1435263724.0,26,1533.0,48750.0,32000.0,1.0,32000.0
483,Butter,90,USA,Comedy,Rated,90,2012-10-05,Jim Field Smith,English,6.2,105018.0,10187347362.0,1490816438.0,44,1144.0,45000.0,32000.0,1.0,32000.0
484,Shorts,3105,USA,Comedy,Rated,89,2009-08-21,Robert Rodriguez,English,4.8,20919166.0,9750709587.0,2099450726.0,24,570.0,61100.0,706400.0,16.0,44100.0
485,Grindhouse,2629,USA,Action,Rated,191,2007-04-06,Robert Rodriguez,English,7.6,25037897.0,9190502983.0,1007869230.0,17,802.0,44850.0,706400.0,16.0,44100.0
486,Shrek the Third,4172,USA,Animation,Rated,93,2007-05-18,Chris Miller,English,6.1,322719944.0,9190502983.0,,13,1339.0,111433.33333333331,472000.0,2.0,236000.0
487,Knock Knock,22,USA,Drama,Rated,99,2015-10-09,Eli Roth,English,4.9,36336.0,10354970864.0,1679582816.0,53,548.0,42600.0,93300.0,5.0,18700.0
488,Hostel: Part II,2350,USA,Horror,Rated,94,2007-06-08,Eli Roth,English,5.5,17609452.0,9190502983.0,553237666.0,15,414.0,0.0,93300.0,5.0,18700.0
489,The Green Inferno,1543,USA,Adventure,Rated,100,2015-09-25,Eli Roth,English,5.3,7192291.0,10354970864.0,3199663674.0,47,657.0,0.0,93300.0,5.0,18700.0
490,Knowing,3337,USA,Drama,Rated,121,2009-03-20,Alex Proyas,English,6.2,79957634.0,9750709587.0,1089198448.0,27,551.0,50200.0,321000.0,6.0,53500.0
491,Gods of Egypt,3117,USA,Action,Rated,127,2016-02-26,Alex Proyas,English,5.4,31153464.0,11149116327.0,2953177273.0,26,499.0,97500.0,321000.0,6.0,53500.0
492,Krampus,2919,USA,Comedy,Rated,98,2015-12-04,Michael Dougherty,English,6.2,42725475.0,10354970864.0,1272411206.0,34,765.0,24650.0,42700.0,1.0,42700.0
493,Kubo and the Two Strings,3279,USA,Animation,Rated,101,2016-08-19,Travis Knight,English,7.8,48023088.0,11149116327.0,,44,464.0,62200.0,48000.0,1.0,48000.0
494,Kung Fu Panda 2,3952,USA,Animation,Rated,90,2011-05-26,Jennifer Yuh Nelson,English,7.3,165249063.0,10589599184.0,,28,1023.0,64733.33333333334,308800.0,2.0,154400.0
495,My Big Fat Greek Wedding 2,3179,USA,Comedy,Rated,94,2016-03-25,Kirk Jones,English,6.0,59689605.0,11149116327.0,1321791183.0,42,529.0,54550.0,182000.0,5.0,36400.0
496,What to Expect When You're Expecting,3021,USA,Comedy,Rated,110,2012-05-18,Kirk Jones,English,5.7,41152203.0,10187347362.0,1490816438.0,34,1182.0,71266.66666666669,182000.0,5.0,36400.0
497,Everybody's Fine,2141,USA,Adventure,Rated,99,2009-12-04,Kirk Jones,English,7.2,9208876.0,9750709587.0,2689254029.0,23,573.0,43350.0,182000.0,5.0,36400.0
498,My Sister's Keeper,2606,USA,Drama,Rated,109,2009-06-26,Nick Cassavetes,English,7.4,49200230.0,9750709587.0,1089198448.0,24,1373.0,55200.0,308700.0,7.0,44100.0
499,The Other Woman,9,USA,Comedy,Rated,109,2011-02-04,Nick Cassavetes,English,6.0,25423.0,10589599184.0,1376087969.0,23,1146.0,74100.0,308700.0,7.0,44100.0
500,My Soul to Take,2572,USA,Horror,Rated,107,2010-10-08,Wes Craven,English,4.8,14744435.0,10639535233.0,584639025.0,34,761.0,25900.0,579500.0,16.0,36200.0
501,Scream 4,3314,USA,Horror,Rated,111,2011-04-15,Wes Craven,English,6.2,38180928.0,10589599184.0,531211616.0,40,827.0,0.0,579500.0,16.0,36200.0
502,The Mysteries of Pittsburgh,20,USA,Adventure,Rated,95,2009-04-10,Rawson Marshall Thurber,English,5.4,80238.0,9750709587.0,2689254029.0,32,1002.0,26400.0,392200.0,4.0,98100.0
503,Central Intelligence,3508,USA,Action,Rated,107,2016-06-17,Rawson Marshall Thurber,English,6.3,127440871.0,11149116327.0,2953177273.0,42,370.0,67133.33333333331,392200.0,4.0,98100.0
504,We're the Millers,3445,USA,Comedy,Rated,110,2013-08-07,Rawson Marshall Thurber,English,7.0,150394119.0,11041914748.0,1050654625.0,44,894.0,42700.0,392200.0,4.0,98100.0
505,Cedar Rapids,462,USA,Comedy,Rated,87,2011-02-11,Miguel Arteta,English,6.3,6861102.0,10589599184.0,1376087969.0,23,815.0,73150.0,111300.0,6.0,18500.0
506,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",3117,USA,Comedy,Rated,81,2014-10-10,Miguel Arteta,English,6.2,66954149.0,10893180888.0,1619719448.0,56,429.0,70050.0,111300.0,6.0,18500.0
507,Beatriz at Dinner,683,USA,Comedy,Rated,82,2017-06-09,Miguel Arteta,English,6.2,7115854.0,11216236720.0,1302997778.0,46,935.0,49700.0,111300.0,6.0,18500.0
508,Certain Women,138,USA,Drama,Rated,107,2016-10-14,Kelly Reichardt,English,6.5,1068054.0,11149116327.0,2060252692.0,46,979.0,31500.0,3500.0,6.0,578.0
509,Meek's Cutoff,45,USA,Drama,Rated,104,2011-04-08,Kelly Reichardt,English,6.6,977772.0,10589599184.0,1687447132.0,40,198.0,25700.0,3500.0,6.0,578.0
510,Wendy and Lucy,40,USA,Drama,Rated,80,2008-12-10,Kelly Reichardt,English,7.1,865695.0,9767268194.0,1293680617.0,28,808.0,25700.0,3500.0,6.0,578.0
511,Cesar Chavez,664,USA,Biography,Rated,102,2014-03-28,Diego Luna,English,6.4,5571497.0,10893180888.0,,47,720.0,0.0,5600.0,1.0,5600.0
512,Changeling,1896,USA,Biography,Rated,141,2008-10-24,Clint Eastwood,English,7.8,35739802.0,9767268194.0,,37,0.0,68100.0,1816000.0,34.0,53400.0
513,Invictus,2170,USA,Biography,Rated,134,2009-12-11,Clint Eastwood,English,7.4,37491364.0,9750709587.0,,23,684.0,74950.0,1816000.0,34.0,53400.0
514,American Sniper,3885,USA,Action,Rated,133,2014-12-25,Clint Eastwood,English,7.3,350126372.0,10893180888.0,2225063194.0,26,710.0,78000.0,1816000.0,34.0,53400.0
515,Jersey Boys,2905,USA,Biography,Rated,134,2014-06-20,Clint Eastwood,English,6.8,47047013.0,10893180888.0,,42,599.0,0.0,1816000.0,34.0,53400.0
516,Hereafter,2424,USA,Drama,Rated,129,2010-10-15,Clint Eastwood,English,6.5,32746941.0,10639535233.0,1834327761.0,34,1420.0,0.0,1816000.0,34.0,53400.0
517,Gran Torino,3045,Germany,Drama,Rated,116,2008-12-12,Clint Eastwood,English,8.2,148095302.0,9767268194.0,1293680617.0,28,850.0,37200.0,1816000.0,34.0,53400.0
518,Chappie,3201,South Africa,Action,Rated,120,2015-03-06,Neill Blomkamp,English,6.9,31569268.0,10354970864.0,2268082751.0,33,720.0,56150.0,240300.0,3.0,80100.0
519,District 9,3180,South Africa,Sci-Fi,Rated,112,2009-08-14,Neill Blomkamp,English,8.0,115646235.0,9750709587.0,,24,521.0,57300.0,240300.0,3.0,80100.0
520,Elysium,3284,USA,Action,Rated,109,2013-08-09,Neill Blomkamp,English,6.6,93050117.0,11041914748.0,2219810902.0,44,663.0,58300.0,240300.0,3.0,80100.0
521,Charlie Wilson's War,2594,USA,Biography,Rated,102,2007-12-21,Mike Nichols,English,7.1,66661095.0,9190502983.0,,20,906.0,78933.33333333331,722500.0,16.0,45200.0
522,Child 44,510,Czech Republic,Crime,Rated,137,2015-04-17,Daniel Espinosa,English,6.5,1224330.0,10354970864.0,,45,485.0,77000.0,158000.0,4.0,39500.0
523,Child of God,8,USA,Crime,Rated,104,2014-08-01,James Franco,English,5.5,39324.0,10893180888.0,,38,718.0,55200.0,19500.0,5.0,3900.0
524,The Institute,4,USA,Thriller,Rated,90,2013-10-04,James Franco,English,4.0,8445.0,11041914748.0,,34,702.0,55200.0,19500.0,5.0,3900.0
525,Interior. Leather Bar.,2,USA,Documentary,Unrated,60,2014-01-03,James Franco,English,5.1,42534.0,10893180888.0,49307450.0,32,319.0,0.0,19500.0,5.0,3900.0
526,As I Lay Dying,2,USA,Drama,Rated,110,2013-10-11,James Franco,English,5.4,16697.0,11041914748.0,1670662348.0,34,1381.0,55200.0,19500.0,5.0,3900.0
527,Chloe,350,USA,Drama,Rated,96,2010-03-26,Atom Egoyan,English,6.3,3075255.0,10639535233.0,1834327761.0,26,1110.0,40200.0,6800.0,5.0,1400.0
528,Adoration,20,Canada,Drama,Rated,100,2009-05-08,Atom Egoyan,English,6.3,294244.0,9750709587.0,1089198448.0,27,708.0,0.0,6800.0,5.0,1400.0
529,Remember,43,Canada,Drama,Rated,94,2015-10-16,Atom Egoyan,English,7.4,5470090.0,10354970864.0,1679582816.0,53,1601.0,41900.0,6800.0,5.0,1400.0
530,The Choice,2631,USA,Drama,Rated,111,2016-02-05,Ross Katz,English,6.6,18730891.0,11149116327.0,2060252692.0,26,560.0,31500.0,18700.0,1.0,18700.0
531,Adult Beginners,54,USA,Comedy,Rated,92,2015-04-24,Ross Katz,English,5.6,108808.0,10354970864.0,1272411206.0,45,278.0,58200.0,18700.0,1.0,18700.0
532,Choke,435,USA,Comedy,Rated,92,2008-09-26,Clark Gregg,English,6.5,2926565.0,9767268194.0,1427703732.0,30,1325.0,0.0,2900.0,1.0,2900.0
533,The Chronicles of Narnia: Prince Caspian,3929,USA,Action,Rated,150,2008-05-16,Andrew Adamson,English,6.6,141621490.0,9767268194.0,1481747614.0,23,529.0,57500.0,1154700.0,6.0,192500.0
534,Mr. Pip,10,Papua New Guinea,Drama,Rated,116,2014-11-07,Andrew Adamson,English,7.2,1714.0,10893180888.0,1338281892.0,25,0.0,52400.0,1154700.0,6.0,192500.0
535,Cirque du Soleil: Worlds Away,840,USA,Fantasy,Rated,91,2012-12-21,Andrew Adamson,English,6.8,12512862.0,10187347362.0,,21,610.0,0.0,1154700.0,6.0,192500.0
536,Liberal Arts,31,USA,Comedy,Rated,97,2012-09-14,Josh Radnor,English,6.7,327345.0,10187347362.0,1490816438.0,43,1147.0,37669.5,543.0,2.0,272.0
537,License to Wed,2715,USA,Comedy,Rated,91,2007-07-03,Ken Kwapis,English,5.3,43799818.0,9190502983.0,1955138318.0,11,1292.0,41933.333333333336,244000.0,9.0,27100.0
538,He's Just Not That Into You,3175,Germany,Comedy,Rated,129,2009-02-06,Ken Kwapis,English,6.4,93953653.0,9750709587.0,2099450726.0,18,,0.0,244000.0,9.0,27100.0
539,Life as We Know It,3150,USA,Comedy,Rated,114,2010-10-08,Greg Berlanti,English,6.6,53374681.0,10639535233.0,1435263724.0,34,656.0,60433.33333333334,55100.0,2.0,27600.0
540,Life During Wartime,20,USA,Comedy,Rated,98,2010-07-23,Todd Solondz,English,6.4,281447.0,10639535233.0,1435263724.0,31,1027.0,0.0,9800.0,8.0,1200.0
541,Wiener-Dog,73,USA,Comedy,Rated,88,2016-06-24,Todd Solondz,English,5.9,470575.0,11149116327.0,1321791183.0,42,667.0,3250.0,9800.0,8.0,1200.0
542,Life of Pi,2946,USA,Adventure,Rated,127,2012-11-21,Ang Lee,English,7.9,124987023.0,10187347362.0,2824412451.0,38,715.0,116700.0,548300.0,13.0,42200.0
543,"Lust, Caution",143,USA,Drama,Rated,157,2007-09-28,Ang Lee,Mandarin,7.6,4604982.0,9190502983.0,1566075796.0,26,855.0,0.0,548300.0,13.0,42200.0
544,Lights Out,2835,USA,Horror,Rated,81,2016-07-22,David F. Sandberg,English,6.4,67268835.0,11149116327.0,374243647.0,42,564.0,31500.0,169400.0,2.0,84700.0
545,Annabelle: Creation,3565,USA,Horror,Rated,109,2017-08-11,David F. Sandberg,English,6.7,102092201.0,11216236720.0,479705329.0,42,651.0,0.0,169400.0,2.0,84700.0
546,Lila & Eve,22,USA,Action,Rated,94,2015-07-17,Charles Stone III,English,5.8,38263.0,10354970864.0,2268082751.0,35,315.0,49550.0,81300.0,4.0,20300.0
547,Limitless,2838,USA,Mystery,Rated,105,2011-03-18,Neil Burger,English,7.4,79249455.0,10589599184.0,,30,700.0,68550.0,270400.0,5.0,54100.0
548,Divergent,3936,USA,Adventure,Rated,139,2014-03-21,Neil Burger,English,6.7,150947895.0,10893180888.0,3400302355.0,47,792.0,66066.66666666669,270400.0,5.0,54100.0
549,The Lucky Ones,425,USA,Comedy,Rated,115,2008-09-26,Neil Burger,English,7.0,266967.0,9767268194.0,1427703732.0,30,1526.0,45550.0,270400.0,5.0,54100.0
550,Lincoln,2293,USA,Biography,Rated,150,2012-11-09,Steven Spielberg,English,7.4,182207973.0,10187347362.0,,38,1199.0,54500.0,4455300.0,32.0,139200.0
551,Indiana Jones and the Kingdom of the Crystal Skull,4264,USA,Action,Rated,122,2008-05-22,Steven Spielberg,English,6.2,317101119.0,9767268194.0,1481747614.0,23,1144.0,92950.0,4455300.0,32.0,139200.0
552,Bridge of Spies,2873,USA,Drama,Rated,142,2015-10-16,Steven Spielberg,English,7.6,72313754.0,10354970864.0,1679582816.0,53,454.0,59600.0,4455300.0,32.0,139200.0
553,The Adventures of Tintin,3087,USA,Animation,Rated,107,2011-12-21,Steven Spielberg,English,7.4,77591831.0,10589599184.0,,25,1163.0,73966.66666666669,4455300.0,32.0,139200.0
554,The Lincoln Lawyer,2707,USA,Crime,Rated,118,2011-03-18,Brad Furman,English,7.3,58009200.0,10589599184.0,,30,646.0,40400.0,92800.0,3.0,30900.0
555,The Infiltrator,1601,UK,Biography,Rated,127,2016-07-13,Brad Furman,English,7.0,15436808.0,11149116327.0,,42,889.0,62100.0,92800.0,3.0,30900.0
556,Runner Runner,3026,USA,Crime,Rated,88,2013-10-04,Brad Furman,English,5.6,19316646.0,11041914748.0,,34,901.0,49300.0,92800.0,3.0,30900.0
557,Little Boy,1045,Mexico,Drama,Rated,106,2015-04-24,Alejandro Monteverde,English,7.4,6485961.0,10354970864.0,1679582816.0,45,415.0,106900.0,14600.0,2.0,7300.0
558,A Little Chaos,87,UK,Drama,Rated,112,2015-06-26,Alan Rickman,English,6.5,558173.0,10354970864.0,1679582816.0,40,860.0,66100.0,558.0,1.0,558.0
559,Little Fockers,3675,USA,Comedy,Rated,98,2010-12-22,Paul Weitz,English,5.5,148438600.0,10639535233.0,1435263724.0,19,1033.0,71050.0,449000.0,10.0,44900.0
560,Admission,2161,USA,Comedy,Rated,107,2013-03-22,Paul Weitz,English,5.7,18007317.0,11041914748.0,1050654625.0,41,494.0,58300.0,449000.0,10.0,44900.0
561,Cirque du Freak: The Vampire's Assistant,2754,USA,Action,Rated,109,2009-10-23,Paul Weitz,English,5.9,13869515.0,9750709587.0,1961967999.0,37,138.0,88350.0,449000.0,10.0,44900.0
562,Being Flynn,88,USA,Drama,Rated,102,2012-03-02,Paul Weitz,English,6.4,540152.0,10187347362.0,1490190858.0,49,1281.0,29450.0,449000.0,10.0,44900.0
563,Live by Night,2822,USA,Action,Rated,129,2016-12-25,Ben Affleck,English,6.4,10378555.0,11149116327.0,2953177273.0,26,1173.0,49150.0,258900.0,4.0,64700.0
564,Gone Baby Gone,1713,USA,Crime,Rated,114,2007-10-19,Ben Affleck,English,7.7,20300218.0,9190502983.0,,31,654.0,50100.0,258900.0,4.0,64700.0
565,Argo,3247,USA,Adventure,Rated,120,2012-10-12,Ben Affleck,English,7.7,136025503.0,10187347362.0,2824412451.0,44,484.0,61150.0,258900.0,4.0,64700.0
566,Live Free or Die Hard,3411,USA,Action,Rated,128,2007-06-27,Len Wiseman,English,7.2,134529403.0,9190502983.0,1007869230.0,15,1348.0,42933.333333333336,307700.0,4.0,76900.0
567,In a Valley of Violence,33,USA,Action,Rated,104,2016-10-21,Ti West,English,6.0,53647.0,11149116327.0,2953177273.0,46,450.0,35500.0,348.0,6.0,58.1
568,The Innkeepers,25,USA,Horror,Rated,101,2012-02-03,Ti West,English,5.5,78396.0,10187347362.0,404326975.0,29,1290.0,0.0,348.0,6.0,58.1
569,The House of the Devil,7,USA,Horror,Rated,95,2009-10-30,Ti West,English,6.4,101215.0,9750709587.0,293647307.0,37,959.0,0.0,348.0,6.0,58.1
570,In a World...,144,USA,Comedy,Rated,93,2013-08-09,Lake Bell,English,6.7,2963902.0,11041914748.0,1050654625.0,44,149.0,36500.0,3200.0,2.0,1600.0
571,In the Land of Blood and Honey,18,USA,Drama,Rated,127,2011-12-23,Angelina Jolie,Bosnian,4.4,303877.0,10589599184.0,1687447132.0,25,1376.0,0.0,116500.0,3.0,38800.0
572,By the Sea,142,France,Drama,Rated,122,2015-11-13,Angelina Jolie,English,5.2,538460.0,10354970864.0,1679582816.0,38,741.0,66450.0,116500.0,3.0,38800.0
573,In the Name of the King: A Dungeon Siege Tale,1632,Germany,Action,Rated,127,2008-01-11,Uwe Boll,English,3.8,4775656.0,9767268194.0,1481747614.0,16,0.0,47200.0,22600.0,4.0,5700.0
574,In the Valley of Elah,978,USA,Crime,Rated,121,2007-09-14,Paul Haggis,English,7.2,6777741.0,9190502983.0,,26,742.0,52200.0,83500.0,4.0,20900.0
575,Third Person,227,Belgium,Drama,Rated,137,2014-06-20,Paul Haggis,English,6.4,1021398.0,10893180888.0,1338281892.0,42,902.0,46433.33333333334,83500.0,4.0,20900.0
576,The Next Three Days,23,USA,Crime,Rated,133,2016-06-24,Paul Haggis,English,7.4,119550.0,11149116327.0,,42,1125.0,66300.0,83500.0,4.0,20900.0
577,The Next Three Days,2564,USA,Crime,Rated,133,2010-11-19,Paul Haggis,English,7.4,21148651.0,10639535233.0,,26,1125.0,66300.0,83500.0,4.0,20900.0
578,In Time,3127,USA,Action,Rated,109,2011-10-28,Andrew Niccol,English,6.7,37520095.0,10589599184.0,1491832495.0,38,871.0,37550.0,110800.0,6.0,18500.0
579,The Host,116,USA,Action,Rated,125,2007-03-09,Andrew Niccol,English,5.9,2201923.0,9190502983.0,1007869230.0,14,1067.0,0.0,110800.0,6.0,18500.0
580,Good Kill,143,USA,Drama,Rated,102,2015-05-15,Andrew Niccol,English,6.4,316472.0,10354970864.0,1679582816.0,45,1238.0,17700.0,110800.0,6.0,18500.0
581,Incendiary,3,UK,Drama,Rated,96,2011-09-23,Sharon Maguire,English,5.9,22457.0,10589599184.0,1687447132.0,43,284.0,39850.0,95800.0,3.0,31900.0
582,Bridget Jones's Baby,2930,Ireland,Comedy,Rated,118,2016-09-16,Sharon Maguire,English,6.6,24252420.0,11149116327.0,1321791183.0,54,0.0,25900.0,95800.0,3.0,31900.0
583,Inception,3792,USA,Action,Rated,148,2010-07-16,Christopher Nolan,English,8.8,292576195.0,10639535233.0,2041030428.0,31,515.0,64266.66666666666,2004900.0,11.0,182300.0
584,Interstellar,3561,USA,Adventure,Rated,169,2014-11-05,Christopher Nolan,English,8.6,188020017.0,10893180888.0,3400302355.0,25,812.0,50700.0,2004900.0,11.0,182300.0
585,Dunkirk,4014,UK,Action,Rated,106,2017-07-21,Christopher Nolan,English,8.3,187948479.0,11216236720.0,2297451379.0,28,468.0,0.0,2004900.0,11.0,182300.0
586,The Incredible Burt Wonderstone,3160,USA,Adventure,Rated,100,2013-03-15,Don Scardino,English,5.9,22537881.0,11041914748.0,3299119819.0,41,671.0,60900.0,22500.0,1.0,22500.0
587,The Incredible Hulk,3508,USA,Action,Rated,112,2008-06-13,Louis Leterrier,English,6.8,134806913.0,9767268194.0,1481747614.0,29,1017.0,55050.0,490300.0,6.0,81700.0
588,The Brothers Grimsby,2235,UK,Action,Rated,83,2016-03-11,Louis Leterrier,English,6.2,6874837.0,11149116327.0,2953177273.0,42,0.0,89450.0,490300.0,6.0,81700.0
589,Now You See Me,3082,USA,Crime,Rated,115,2013-05-31,Louis Leterrier,English,7.3,117723989.0,11041914748.0,,44,623.0,51933.33333333334,490300.0,6.0,81700.0
590,Inglourious Basterds,3358,USA,Adventure,Rated,153,2009-08-21,Quentin Tarantino,English,8.3,120540719.0,9750709587.0,2689254029.0,24,642.0,69700.0,649200.0,9.0,72100.0
591,Django Unchained,3012,USA,Drama,Rated,165,2012-12-25,Quentin Tarantino,English,8.4,162805434.0,10187347362.0,1490190858.0,21,641.0,81600.0,649200.0,9.0,72100.0
592,Inherent Vice,653,USA,Comedy,Rated,148,2014-12-12,Paul Thomas Anderson,English,6.7,8110975.0,10893180888.0,1619719448.0,26,746.0,60750.0,132600.0,8.0,16600.0
593,There Will Be Blood,1620,USA,Drama,Rated,158,2007-12-26,Paul Thomas Anderson,English,8.1,40222514.0,9190502983.0,1566075796.0,20,1163.0,34900.0,132600.0,8.0,16600.0
594,Inkheart,2655,Germany,Adventure,Rated,106,2009-01-23,Iain Softley,English,6.1,17303424.0,9750709587.0,2689254029.0,18,1324.0,38100.0,139200.0,6.0,23200.0
