,Title,Theaters,Country,Genre,Rated,Runtime,Open,Director,Language,imdbRating,Total Gross,last year_totalgross,genre_gross,count_num,googletrends,Actorinfluenceave,Total Gross(Million),Movie involved,Average Gross for each movie
141,Beyond the Lights,1789,USA,Drama,Rated,116,2014-11-14,Gina Prince-Bythewood,English,6.9,14618727.0,10893180888.0,1338281892.0,25,677.0,0.0,79800.0,3.0,26600.0
142,The Secret Life of Pets,4381,Japan,Animation,Rated,87,2016-07-08,Chris Renaud,English,6.6,368384330.0,11149116327.0,,42,859.0,69000.0,1202000.0,4.0,300500.0
143,The Secret Life of Walter Mitty,2922,USA,Adventure,Rated,114,2013-12-25,Ben Stiller,English,7.3,58236838.0,11041914748.0,3299119819.0,27,1134.0,72450.0,324000.0,6.0,54000.0
144,Tropic Thunder,3473,USA,Action,Rated,107,2008-08-13,Ben Stiller,English,7.0,110515313.0,9767268194.0,1481747614.0,34,982.0,0.0,324000.0,6.0,54000.0
145,Secretariat,3108,USA,Biography,Rated,123,2010-10-08,Randall Wallace,English,7.2,59713955.0,10639535233.0,,34,690.0,37350.0,286200.0,4.0,71600.0
146,Heaven Is for Real,3048,USA,Biography,Rated,99,2014-04-16,Randall Wallace,English,5.8,91443253.0,10893180888.0,,33,923.0,48050.0,286200.0,4.0,71600.0
147,Seeking a Friend for the End of the World,1625,USA,Adventure,Rated,101,2012-06-22,Lorene Scafaria,English,6.7,7078738.0,10187347362.0,2824412451.0,29,380.0,94600.0,11300.0,2.0,5700.0
148,The Meddler,464,USA,Comedy,Rated,103,2016-04-22,Lorene Scafaria,English,6.3,4267218.0,11149116327.0,1321791183.0,51,737.0,40700.0,11300.0,2.0,5700.0
149,Seeking Justice,231,USA,Action,Rated,105,2012-03-16,Roger Donaldson,English,6.2,411746.0,10187347362.0,2117507233.0,49,1315.0,40300.0,452800.0,15.0,30200.0
150,The November Man,2776,USA,Action,Rated,108,2014-08-27,Roger Donaldson,English,6.3,25018119.0,10893180888.0,2225063194.0,38,525.0,34966.666666666664,452800.0,15.0,30200.0
151,Selma,2235,UK,Biography,Rated,128,2014-12-25,Ava DuVernay,English,7.5,52076908.0,10893180888.0,,26,1163.0,36900.0,52400.0,3.0,17500.0
152,Seoul Searching,2,South Korea,Comedy,Rated,105,2016-06-17,Benson Lee,English,7.4,18654.0,11149116327.0,1321791183.0,42,632.0,0.0,9200.0,2.0,4600.0
153,Planet B-Boy,14,USA,Documentary,Unrated,95,2008-03-21,Benson Lee,English,7.8,273870.0,9767268194.0,70723219.0,32,476.0,0.0,9200.0,2.0,4600.0
154,The September Issue,143,USA,Documentary,Rated,90,2009-08-28,R.J. Cutler,English,7.0,3820067.0,9750709587.0,87432868.0,24,1084.0,0.0,54300.0,2.0,27100.0
155,If I Stay,3157,USA,Drama,Rated,107,2014-08-22,R.J. Cutler,English,6.8,50474843.0,10893180888.0,1338281892.0,38,1105.0,87800.0,54300.0,2.0,27100.0
156,A Serious Man,262,USA,Comedy,Rated,106,2009-10-02,Ethan Coen,English,7.0,9228768.0,9750709587.0,2099450726.0,37,908.0,0.0,402500.0,8.0,50300.0
157,True Grit,3464,USA,Adventure,Rated,110,2010-12-22,Ethan Coen,English,7.6,171243005.0,10639535233.0,2818706120.0,19,972.0,50233.33333333334,402500.0,8.0,50300.0
158,Inside Llewyn Davis,729,USA,Drama,Rated,104,2013-12-06,Ethan Coen,English,7.5,13235319.0,11041914748.0,1670662348.0,27,1263.0,52066.66666666666,402500.0,8.0,50300.0
159,No Country for Old Men,2037,USA,Crime,Rated,122,2007-11-09,Ethan Coen,English,8.1,74283625.0,9190502983.0,,27,815.0,48566.66666666666,402500.0,8.0,50300.0
160,Burn After Reading,2657,USA,Comedy,Rated,96,2008-09-12,Ethan Coen,English,7.0,60355347.0,9767268194.0,1427703732.0,30,845.0,55000.0,402500.0,8.0,50300.0
161,Seven Pounds,2758,USA,Drama,Rated,123,2008-12-19,Gabriele Muccino,English,7.7,69951824.0,9767268194.0,1293680617.0,28,638.0,70900.0,247900.0,5.0,49600.0
162,Playing for Keeps,2840,USA,Comedy,Rated,105,2012-12-07,Gabriele Muccino,English,5.7,13102272.0,10187347362.0,1490816438.0,21,685.0,40700.0,247900.0,5.0,49600.0
163,Sex and the City,3325,USA,Comedy,Rated,145,2008-05-30,Michael Patrick King,English,5.5,152647258.0,9767268194.0,1427703732.0,23,1532.0,35400.0,248000.0,2.0,124000.0
164,Sex and the City 2,3445,USA,Comedy,Rated,146,2010-05-27,Michael Patrick King,English,4.4,95347692.0,10639535233.0,1435263724.0,29,1366.0,35400.0,248000.0,2.0,124000.0
165,Sex Drive,2421,USA,Adventure,Rated,109,2008-10-17,Sean Anders,English,6.5,8402485.0,9767268194.0,2920391521.0,37,673.0,27166.66666666667,353100.0,6.0,58900.0
166,Horrible Bosses 2,3400,USA,Comedy,Rated,108,2014-11-26,Sean Anders,English,6.3,54445357.0,10893180888.0,1619719448.0,25,0.0,63666.66666666666,353100.0,6.0,58900.0
167,That's My Boy,3030,USA,Comedy,Rated,116,2012-06-15,Sean Anders,English,5.6,36931089.0,10187347362.0,1490816438.0,29,814.0,55933.33333333334,353100.0,6.0,58900.0
168,Sex Tape,3062,USA,Comedy,Rated,94,2014-07-18,Jake Kasdan,English,5.1,38543473.0,10893180888.0,1619719448.0,28,982.0,75600.0,445000.0,7.0,63600.0
169,Seymour: An Introduction,64,USA,Documentary,Rated,84,2015-03-13,Ethan Hawke,English,7.5,743541.0,10354970864.0,88392417.0,33,323.0,17700.0,775.0,2.0,387.0
170,Venus in Fur,45,France,Drama,Unrated,96,2014-06-20,Roman Polanski,French,7.2,373605.0,10893180888.0,1338281892.0,42,928.0,23100.0,147200.0,13.0,11300.0
171,A Very Harold & Kumar 3D Christmas,2875,USA,Adventure,Rated,90,2011-11-04,Todd Strauss-Schulson,English,6.3,35061031.0,10589599184.0,3790716290.0,28,623.0,31900.0,35100.0,1.0,35100.0
172,Victoria and Abdul,1060,UK,Biography,Rated,111,2017-09-22,Stephen Frears,English,6.9,20462704.0,11216236720.0,,47,980.0,54300.0,278300.0,23.0,12100.0
173,Florence Foster Jenkins,1528,UK,Biography,Rated,111,2016-08-12,Stephen Frears,English,6.9,27383770.0,11149116327.0,,44,568.0,35850.0,278300.0,23.0,12100.0
174,Philomena,1225,UK,Biography,Rated,98,2013-11-22,Stephen Frears,English,7.6,37709979.0,11041914748.0,,42,1222.0,62700.0,278300.0,23.0,12100.0
175,Violet & Daisy,17,USA,Action,Rated,88,2013-06-07,Geoffrey Fletcher,English,6.1,17186.0,11041914748.0,2219810902.0,41,540.0,20700.0,17.2,1.0,17.2
176,Virginia,5,USA,Drama,Rated,111,2012-05-18,Dustin Lance Black,English,5.5,12728.0,10187347362.0,1490190858.0,34,1978.0,31850.0,12.7,1.0,12.7
177,The Visit,3148,USA,Horror,Rated,94,2015-09-11,M. Night Shyamalan,English,6.2,65206105.0,10354970864.0,254898971.0,47,934.0,0.0,1233400.0,11.0,112100.0
178,After Earth,3401,USA,Action,Rated,100,2013-05-31,M. Night Shyamalan,English,4.9,60522097.0,11041914748.0,2219810902.0,44,714.0,87666.66666666669,1233400.0,11.0,112100.0
179,Split,3373,Japan,Horror,Rated,117,2017-01-20,M. Night Shyamalan,English,7.3,138141585.0,11216236720.0,479705329.0,33,748.0,51400.0,1233400.0,11.0,112100.0
180,The Visitor,270,USA,Drama,Rated,104,2008-04-11,Tom McCarthy,English,7.7,9427089.0,9767268194.0,1293680617.0,34,585.0,0.0,70400.0,4.0,17600.0
181,Win Win,388,USA,Comedy,Rated,106,2011-03-18,Tom McCarthy,English,7.2,10179275.0,10589599184.0,1376087969.0,30,976.0,32900.0,70400.0,4.0,17600.0
182,Spotlight,1227,USA,Crime,Rated,128,2015-11-06,Tom McCarthy,English,8.1,45055776.0,10354970864.0,,38,652.0,63233.33333333334,70400.0,4.0,17600.0
183,Flash of Genius,1098,Canada,Biography,Rated,119,2008-10-03,Marc Abraham,English,7.0,4442377.0,9767268194.0,,37,766.0,32000.0,6100.0,2.0,3000.0
184,Flight,2638,USA,Drama,Rated,138,2012-11-02,Robert Zemeckis,English,7.3,93772375.0,10187347362.0,1490190858.0,38,659.0,53100.0,2277900.0,19.0,119900.0
185,Allied,3160,UK,Action,Rated,124,2016-11-23,Robert Zemeckis,English,7.1,40098064.0,11149116327.0,2953177273.0,35,655.0,64800.0,2277900.0,19.0,119900.0
186,Beowulf,3249,USA,Animation,Rated,115,2007-11-16,Robert Zemeckis,English,6.2,82280579.0,9190502983.0,,27,670.0,78600.0,2277900.0,19.0,119900.0
187,Flipped,442,USA,Comedy,Rated,90,2010-08-06,Rob Reiner,English,7.7,1755212.0,10639535233.0,1435263724.0,26,1230.0,19000.0,679300.0,19.0,35800.0
188,LBJ,659,USA,Biography,Rated,98,2017-11-03,Rob Reiner,English,6.0,1575946.0,11216236720.0,,21,419.0,54500.0,679300.0,19.0,35800.0
189,Being Charlie,14,USA,Drama,Rated,97,2016-05-06,Rob Reiner,English,6.2,30400.0,11149116327.0,2060252692.0,32,1057.0,0.0,679300.0,19.0,35800.0
190,And So It Goes,1816,USA,Comedy,Rated,94,2014-07-25,Rob Reiner,English,5.8,15160801.0,10893180888.0,1619719448.0,28,418.0,41450.0,679300.0,19.0,35800.0
191,The Bucket List,2915,USA,Adventure,Rated,97,2007-12-25,Rob Reiner,English,7.4,93466502.0,9190502983.0,2814762078.0,20,427.0,62800.0,679300.0,19.0,35800.0
192,Flypaper,2,Germany,Comedy,Unrated,87,2011-08-19,Rob Minkoff,English,6.4,5043.0,10589599184.0,1376087969.0,38,529.0,37300.0,867200.0,7.0,123900.0
193,Mr. Peabody & Sherman,3951,USA,Animation,Rated,92,2014-03-07,Rob Minkoff,English,6.8,111506430.0,10893180888.0,,47,1215.0,44500.0,867200.0,7.0,123900.0
194,The Forbidden Kingdom,3151,USA,Action,Rated,104,2008-04-18,Rob Minkoff,English,6.6,52075270.0,9767268194.0,1481747614.0,34,1244.0,50800.0,867200.0,7.0,123900.0
195,Pompeii,2658,Canada,Action,Rated,105,2014-02-21,Paul W.S. Anderson,English,5.5,23219748.0,10893180888.0,2225063194.0,29,531.0,37600.0,441300.0,12.0,36800.0
196,Death Race,2586,USA,Action,Rated,105,2008-08-22,Paul W.S. Anderson,English,6.4,36316032.0,9767268194.0,1481747614.0,34,1310.0,41400.0,441300.0,12.0,36800.0
197,Resident Evil: Afterlife,3209,Germany,Action,Rated,96,2010-09-10,Paul W.S. Anderson,English,5.9,60128566.0,10639535233.0,2041030428.0,36,833.0,33650.0,441300.0,12.0,36800.0
198,Resident Evil: Retribution,3016,Germany,Action,Rated,95,2012-09-14,Paul W.S. Anderson,English,5.4,42345531.0,10187347362.0,2117507233.0,43,764.0,72900.0,441300.0,12.0,36800.0
199,Resident Evil: The Final Chapter,3104,UK,Action,Rated,107,2017-01-27,Paul W.S. Anderson,English,5.6,26830068.0,11216236720.0,2297451379.0,33,646.0,33650.0,441300.0,12.0,36800.0
200,Ponyo,927,Japan,Animation,Rated,101,2009-08-14,Hayao Miyazaki,Japanese,7.7,15090399.0,9750709587.0,,24,509.0,0.0,38600.0,5.0,7700.0
201,The Wind Rises,496,Japan,Animation,Rated,126,2014-02-21,Hayao Miyazaki,Japanese,7.8,5209580.0,10893180888.0,,29,806.0,0.0,38600.0,5.0,7700.0
202,Popstar: Never Stop Never Stopping,2313,USA,Comedy,Rated,87,2016-06-03,Akiva Schaffer,English,6.7,9639125.0,11149116327.0,1321791183.0,42,702.0,50166.66666666666,58900.0,3.0,19600.0
203,Hot Rod,2607,USA,Comedy,Rated,88,2007-08-03,Akiva Schaffer,English,6.7,13938332.0,9190502983.0,1955138318.0,26,1057.0,70450.0,58900.0,3.0,19600.0
204,The Possession,2860,USA,Horror,Rated,92,2012-08-31,Ole Bornedal,English,5.9,49130154.0,10187347362.0,404326975.0,46,1328.0,20700.0,50600.0,4.0,12600.0
205,Just Another Love Story,3,Denmark,Crime,Rated,100,2009-01-09,Ole Bornedal,Danish,7.2,45835.0,9750709587.0,,18,174.0,0.0,50600.0,4.0,12600.0
206,Post Grad,1959,USA,Comedy,Rated,88,2009-08-21,Vicky Jenson,English,5.3,6380019.0,9750709587.0,2099450726.0,24,651.0,66000.0,434900.0,3.0,145000.0
207,Tulip Fever,772,UK,Drama,Rated,105,2017-09-01,Justin Chadwick,English,6.3,2419000.0,11216236720.0,1339173437.0,47,353.0,30150.0,37900.0,4.0,9500.0
208,The Other Boleyn Girl,1212,UK,Biography,Rated,115,2008-02-29,Justin Chadwick,English,6.7,26814957.0,9767268194.0,,31,1140.0,74666.66666666669,37900.0,4.0,9500.0
209,Turbo,3809,USA,Animation,Rated,96,2013-07-17,David Soren,English,6.5,83028128.0,11041914748.0,,32,1225.0,47250.0,156900.0,2.0,78500.0
210,Tusk,602,USA,Comedy,Rated,102,2014-09-19,Kevin Smith,English,5.4,1826705.0,10893180888.0,1619719448.0,46,639.0,44000.0,206700.0,11.0,18800.0
211,Cop Out,3150,USA,Action,Rated,107,2010-02-26,Kevin Smith,English,5.6,44875481.0,10639535233.0,2041030428.0,22,732.0,45400.0,206700.0,11.0,18800.0
212,Red State,5,USA,Action,Rated,88,2011-03-05,Kevin Smith,English,6.2,1104682.0,10589599184.0,1491832495.0,30,1263.0,0.0,206700.0,11.0,18800.0
213,Twelve,231,USA,Action,Rated,93,2010-08-06,Joel Schumacher,English,5.7,183920.0,10639535233.0,2041030428.0,26,1068.0,19950.0,963000.0,22.0,43800.0
214,The Number 23,2759,USA,Mystery,Rated,98,2007-02-23,Joel Schumacher,English,6.4,35193167.0,9190502983.0,,10,1581.0,47466.66666666666,963000.0,22.0,43800.0
215,The Twilight Saga: Breaking Dawn - Part 2,4070,USA,Adventure,Rated,115,2012-11-16,Bill Condon,English,5.5,292324737.0,10187347362.0,2824412451.0,38,0.0,120766.66666666669,1232600.0,9.0,137000.0
216,Mr. Holmes,898,UK,Drama,Rated,104,2015-07-17,Bill Condon,English,6.9,17737646.0,10354970864.0,1679582816.0,35,615.0,70350.0,1232600.0,9.0,137000.0
217,The Twilight Saga: Eclipse,4468,USA,Adventure,Rated,124,2010-06-30,David Slade,English,4.9,300531751.0,10639535233.0,2818706120.0,29,1600.0,88500.0,341100.0,3.0,113700.0
218,30 Days of Night,2859,USA,Horror,Rated,113,2007-10-19,David Slade,English,6.6,39568996.0,9190502983.0,553237666.0,31,1173.0,35700.0,341100.0,3.0,113700.0
219,The Twilight Saga: New Moon,4124,USA,Adventure,Rated,130,2009-11-20,Chris Weitz,English,4.6,296623634.0,9750709587.0,2689254029.0,29,1087.0,88500.0,474100.0,5.0,94800.0
220,The Golden Compass,3528,UK,Adventure,Rated,113,2007-12-07,Chris Weitz,English,6.1,70107728.0,9190502983.0,2814762078.0,20,978.0,50150.0,474100.0,5.0,94800.0
221,A Better Life,216,USA,Drama,Rated,98,2011-06-24,Chris Weitz,English,7.2,1759252.0,10589599184.0,1687447132.0,30,509.0,0.0,474100.0,5.0,94800.0
222,The Two Faces of January,59,UK,Romance,Rated,96,2014-09-26,Hossein Amini,English,6.2,507463.0,10893180888.0,,46,1427.0,63033.33333333334,507.0,1.0,507.0
223,Two Lovers,148,USA,Drama,Rated,110,2009-02-13,James Gray,English,7.1,3149034.0,9750709587.0,1089198448.0,18,596.0,37500.0,44300.0,6.0,7400.0
224,The Immigrant,150,USA,Drama,Rated,120,2014-05-16,James Gray,English,6.6,2025328.0,10893180888.0,1338281892.0,41,800.0,70400.0,44300.0,6.0,7400.0
225,The Lost City of Z,866,USA,Adventure,Rated,141,2017-04-14,James Gray,English,6.6,8580410.0,11216236720.0,4686116125.0,38,1325.0,116300.0,44300.0,6.0,7400.0
226,We Own the Night,2402,USA,Crime,Rated,117,2007-10-12,James Gray,English,6.9,28563179.0,9190502983.0,,31,796.0,41750.0,44300.0,6.0,7400.0
227,Jimi: All Is by My Side,75,Ireland,Biography,Rated,118,2014-09-26,John Ridley,English,5.6,340911.0,10893180888.0,,46,557.0,8500.0,346.0,2.0,173.0
228,Jimmy Carter Man from Plains,21,USA,Documentary,Rated,125,2007-10-26,Jonathan Demme,English,7.0,108807.0,9190502983.0,102279769.0,31,0.0,0.0,391900.0,20.0,19600.0
229,Ricki and the Flash,2064,USA,Comedy,Rated,101,2015-08-07,Jonathan Demme,English,6.0,26822144.0,10354970864.0,1272411206.0,34,821.0,38500.0,391900.0,20.0,19600.0
230,Neil Young Journeys,23,USA,Documentary,Rated,87,2012-06-29,Jonathan Demme,English,6.6,215026.0,10187347362.0,82817592.0,29,802.0,0.0,391900.0,20.0,19600.0
231,Jiro Dreams of Sushi,80,USA,Documentary,Rated,81,2012-03-09,David Gelb,Japanese,7.9,2552478.0,10187347362.0,82817592.0,49,486.0,0.0,28400.0,2.0,14200.0
232,Jobs,2381,USA,Biography,Rated,128,2013-08-16,Joshua Michael Stern,English,5.9,16131410.0,11041914748.0,,44,991.0,74550.0,32400.0,2.0,16200.0
233,John Carter,3749,USA,Action,Rated,132,2012-03-09,Andrew Stanton,English,6.6,73078100.0,10187347362.0,2117507233.0,49,605.0,60200.0,1164000.0,4.0,291000.0
234,John Wick,2589,USA,Action,Rated,101,2014-10-24,Chad Stahelski,English,7.3,43037835.0,10893180888.0,2225063194.0,56,614.0,38150.0,135100.0,2.0,67500.0
235,Johnny English Reborn,1554,USA,Action,Rated,101,2011-10-21,Oliver Parker,English,6.3,8305970.0,10589599184.0,1491832495.0,38,1494.0,0.0,38800.0,5.0,7800.0
236,Jonah Hex,2825,USA,Action,Rated,81,2010-06-18,Jimmy Hayward,English,4.7,10547117.0,10639535233.0,2041030428.0,29,936.0,61866.66666666666,220800.0,3.0,73600.0
237,Free Birds,3736,USA,Animation,Rated,91,2013-11-01,Jimmy Hayward,English,5.9,55750480.0,11041914748.0,,42,389.0,61050.0,220800.0,3.0,73600.0
238,Journey 2: The Mysterious Island,3500,USA,Action,Rated,94,2012-02-10,Brad Peyton,English,5.8,103860290.0,10187347362.0,2117507233.0,29,1466.0,96266.66666666669,307400.0,4.0,76900.0
239,Incarnate,1737,USA,Horror,Rated,91,2016-12-02,Brad Peyton,English,5.2,4799774.0,11149116327.0,374243647.0,26,322.0,46800.0,307400.0,4.0,76900.0
240,Joy,2924,USA,Biography,Rated,124,2015-12-25,David O. Russell,English,6.6,56451232.0,10354970864.0,,34,499.0,122150.0,521800.0,8.0,65200.0
241,Silver Linings Playbook,2809,USA,Comedy,Rated,122,2012-11-16,David O. Russell,English,7.8,132092958.0,10187347362.0,1490816438.0,38,981.0,122150.0,521800.0,8.0,65200.0
242,American Hustle,2629,USA,Crime,Rated,138,2013-12-13,David O. Russell,English,7.3,150117807.0,11041914748.0,,27,901.0,83066.66666666669,521800.0,8.0,65200.0
243,Joyful Noise,2735,USA,Comedy,Rated,118,2012-01-13,Todd Graff,English,5.7,30932113.0,10187347362.0,1490816438.0,30,963.0,66100.0,37800.0,3.0,12600.0
244,10 Years,63,USA,Comedy,Rated,100,2012-09-14,Jamie Linden,English,6.1,203373.0,10187347362.0,1490816438.0,43,537.0,54200.0,203.0,1.0,203.0
245,11-11-11,17,USA,Horror,Rated,90,2011-11-11,Darren Lynn Bousman,English,4.0,32771.0,10589599184.0,531211616.0,28,403.0,0.0,230800.0,5.0,46200.0
246,Alleluia! The Devil's Carnival,3,USA,Horror,Rated,97,2015-07-17,Darren Lynn Bousman,English,7.0,6334.0,10354970864.0,254898971.0,35,0.0,0.0,230800.0,5.0,46200.0
247,12 Rounds,2331,USA,Action,Rated,108,2009-03-27,Renny Harlin,English,5.6,12234694.0,9750709587.0,1961967999.0,27,610.0,38400.0,526700.0,16.0,32900.0
248,5 Days of War,6,Georgia,Action,Rated,113,2011-08-19,Renny Harlin,English,5.6,17479.0,10589599184.0,1491832495.0,38,825.0,0.0,526700.0,16.0,32900.0
249,The Legend of Hercules,2104,USA,Action,Rated,99,2014-01-10,Renny Harlin,English,4.2,18848538.0,10893180888.0,2225063194.0,32,543.0,92700.0,526700.0,16.0,32900.0
250,127 Hours,916,USA,Adventure,Rated,94,2010-11-05,Danny Boyle,English,7.6,18335230.0,10639535233.0,2818706120.0,26,611.0,43700.0,300200.0,12.0,25000.0
251,Trance,443,UK,Crime,Rated,101,2013-04-05,Danny Boyle,English,6.9,2328743.0,11041914748.0,,37,999.0,40700.0,300200.0,12.0,25000.0
252,Slumdog Millionaire,2943,UK,Drama,Rated,120,2008-11-12,Danny Boyle,English,8.0,141319928.0,9767268194.0,1293680617.0,22,1518.0,55000.0,300200.0,12.0,25000.0
253,13 Sins,45,USA,Horror,Rated,93,2014-04-18,Daniel Stamm,English,6.3,13809.0,10893180888.0,448523012.0,33,782.0,0.0,41000.0,1.0,41000.0
254,17 Again,3255,USA,Comedy,Rated,102,2009-04-17,Burr Steers,English,6.4,64167069.0,9750709587.0,2099450726.0,32,1196.0,56150.0,111000.0,4.0,27800.0
255,Charlie St. Cloud,2725,USA,Drama,Rated,99,2010-07-30,Burr Steers,English,6.5,31162545.0,10639535233.0,1834327761.0,31,988.0,39350.0,111000.0,4.0,27800.0
256,Pride and Prejudice and Zombies,2931,USA,Action,Rated,108,2016-02-05,Burr Steers,English,5.8,10938134.0,11149116327.0,2953177273.0,26,734.0,0.0,111000.0,4.0,27800.0
257,2 Days in New York,42,France,Comedy,Rated,96,2012-08-10,Julie Delpy,English,6.0,633210.0,10187347362.0,1490816438.0,46,1406.0,37350.0,5100.0,3.0,1700.0
258,2 Days in Paris,148,France,Comedy,Rated,96,2007-08-10,Julie Delpy,English,6.8,4433994.0,9190502983.0,1955138318.0,26,445.0,5000.0,5100.0,3.0,1700.0
259,Lolo,8,France,Comedy,Unrated,99,2016-03-11,Julie Delpy,French,5.7,24134.0,11149116327.0,1321791183.0,42,1267.0,5000.0,5100.0,3.0,1700.0
260,The 2007 Academy Award Nominated Short Films: Live Action,0,USA,,Rated,134,2008-02-15,Christian E. Christiansen,English,7.1,508695.0,9767268194.0,,31,0.0,0.0,37300.0,1.0,37300.0
261,The Roommate,2534,USA,Drama,Rated,91,2011-02-04,Christian E. Christiansen,English,4.9,37300107.0,10589599184.0,1687447132.0,23,910.0,30033.33333333333,37300.0,1.0,37300.0
262,The Devil's Hand,17,USA,Horror,Rated,86,2014-10-10,Christian E. Christiansen,English,4.9,5746.0,10893180888.0,448523012.0,56,337.0,23300.0,37300.0,1.0,37300.0
263,2012,3444,USA,Action,Rated,158,2009-11-13,Roland Emmerich,English,5.8,166112167.0,9750709587.0,1961967999.0,29,807.0,39100.0,1292200.0,12.0,107700.0
264,Independence Day: Resurgence,4130,USA,Action,Rated,120,2016-06-24,Roland Emmerich,English,5.3,103144286.0,11149116327.0,2953177273.0,42,605.0,114550.0,1292200.0,12.0,107700.0
265,White House Down,3222,USA,Action,Rated,131,2013-06-28,Roland Emmerich,English,6.4,73103784.0,11041914748.0,2219810902.0,41,612.0,57166.66666666666,1292200.0,12.0,107700.0
266,Anonymous,513,UK,Drama,Rated,130,2011-10-28,Roland Emmerich,English,6.9,4463292.0,10589599184.0,1687447132.0,38,1219.0,25000.0,1292200.0,12.0,107700.0
267,2016: Obama's America,2017,USA,Documentary,Rated,87,2012-07-13,Dinesh D'Souza,English,5.1,33449086.0,10187347362.0,82817592.0,23,100.0,0.0,61000.0,3.0,20300.0
268,Hillary's America: The Secret History of the Democratic Party,1217,USA,Documentary,Rated,106,2016-07-15,Dinesh D'Souza,English,5.5,13099931.0,11149116327.0,65052467.0,42,0.0,0.0,61000.0,3.0,20300.0
269,20th Century Women,650,USA,Comedy,Rated,119,2016-12-28,Mike Mills,English,7.4,5664764.0,11149116327.0,1321791183.0,26,1358.0,23266.66666666667,12800.0,3.0,4300.0
270,Beginners,170,USA,Comedy,Rated,105,2011-06-03,Mike Mills,English,7.2,5790894.0,10589599184.0,1376087969.0,30,911.0,47950.0,12800.0,3.0,4300.0
271,21 Jump Street,3148,USA,Action,Rated,110,2012-03-16,Phil Lord,English,7.2,138447667.0,10187347362.0,2117507233.0,49,640.0,70433.33333333331,712800.0,4.0,178200.0
272,22 Jump Street,3426,USA,Action,Rated,112,2014-06-13,Phil Lord,English,7.1,191719337.0,10893180888.0,2225063194.0,42,1018.0,77350.0,712800.0,4.0,178200.0
273,The Lego Movie,3890,Australia,Animation,Rated,100,2014-02-07,Phil Lord,English,7.8,257760692.0,10893180888.0,,29,853.0,78100.0,712800.0,4.0,178200.0
274,Cloudy with a Chance of Meatballs,3119,USA,Animation,Rated,90,2009-09-18,Phil Lord,English,7.0,124870275.0,9750709587.0,,32,606.0,68900.0,712800.0,4.0,178200.0
275,28 Weeks Later,2305,UK,Drama,Rated,100,2007-05-11,Juan Carlos Fresnadillo,English,7.0,28638916.0,9190502983.0,1566075796.0,13,1713.0,86350.0,29000.0,3.0,9700.0
276,Intruders,33,USA,Fantasy,Rated,100,2012-03-30,Juan Carlos Fresnadillo,English,5.4,69136.0,10187347362.0,,49,756.0,21000.0,29000.0,3.0,9700.0
277,3 Days to Kill,2872,USA,Action,Rated,117,2014-02-21,McG,English,6.2,30697999.0,10893180888.0,2225063194.0,29,440.0,38200.0,480500.0,6.0,80100.0
278,This Means War,3189,USA,Action,Rated,103,2012-02-17,McG,English,6.3,54760791.0,10187347362.0,2117507233.0,29,940.0,71000.0,480500.0,6.0,80100.0
279,Terminator Salvation,3602,USA,Action,Rated,115,2009-05-21,McG,English,6.6,125322469.0,9750709587.0,1961967999.0,27,1345.0,74300.0,480500.0,6.0,80100.0
280,30 Minutes or Less,2888,Germany,Action,Rated,83,2011-08-12,Ruben Fleischer,English,6.1,37053924.0,10589599184.0,1491832495.0,38,861.0,48833.33333333334,158600.0,3.0,52900.0
281,300: Rise of an Empire,3490,USA,Action,Rated,102,2014-03-07,Noam Murro,English,6.2,106580051.0,10893180888.0,2225063194.0,47,661.0,36550.0,116100.0,2.0,58000.0
282,Smart People,1119,USA,Comedy,Rated,95,2008-04-11,Noam Murro,English,6.2,9511289.0,9767268194.0,1427703732.0,34,923.0,43600.0,116100.0,2.0,58000.0
283,31,538,UK,Horror,Rated,102,2016-08-26,Rob Zombie,English,5.0,779820.0,11149116327.0,374243647.0,44,1346.0,0.0,123300.0,6.0,20500.0
284,The Lords of Salem,354,USA,Horror,Rated,101,2013-04-19,Rob Zombie,English,5.1,1165882.0,11041914748.0,308863451.0,37,741.0,0.0,123300.0,6.0,20500.0
285,35 Shots of Rum,5,France,Drama,Unrated,100,2009-09-16,Claire Denis,French,7.1,177511.0,9750709587.0,1089198448.0,32,100.0,0.0,2300.0,2.0,1200.0
286,White Material,21,France,Drama,Unrated,106,2010-11-19,Claire Denis,French,7.0,304020.0,10639535233.0,1834327761.0,26,398.0,0.0,2300.0,2.0,1200.0
287,42,3405,USA,Biography,Rated,128,2013-04-12,Brian Helgeland,English,7.5,95020213.0,11041914748.0,,37,657.0,116000.0,242600.0,5.0,48500.0
288,Legend,107,UK,Biography,Rated,132,2015-11-20,Brian Helgeland,English,7.0,1872994.0,10354970864.0,,38,1850.0,77000.0,242600.0,5.0,48500.0
289,44 Inch Chest,5,UK,Crime,Rated,95,2010-01-15,Malcolm Venville,English,5.8,39033.0,10639535233.0,,16,949.0,0.0,142.0,2.0,70.8
290,Henry's Crime,8,USA,Comedy,Rated,108,2011-04-08,Malcolm Venville,English,6.0,102541.0,10589599184.0,1376087969.0,40,100.0,42600.0,142.0,2.0,70.8
291,47 Ronin,2690,USA,Action,Rated,128,2013-12-25,Carl Rinsch,English,6.3,38362475.0,11041914748.0,2219810902.0,27,587.0,42600.0,38400.0,1.0,38400.0
