,Unnamed: 0,Title,Year,Theaters,Country,Genre,Rated,Runtime,Open,Director,Actors,Language,imdbRating,Total Gross
6389,10310,Hell or High Water,2016,1505,USA,Crime,Rated,102,8/12/2016,David Mackenzie,"['Dale Dickey', ' Ben Foster', ' Chris Pine']",English,7.6,27007844.0
6390,10311,Hell Ride,2008,82,USA,Action,Rated,84,8/8/2008,Larry Bishop,"['Julia Jones', ' Larry Bishop', ' Leonor Varela']",English,5.1,213608.0
6393,10317,Hellbound?,2012,5,Canada,Documentary,Unrated,84,9/21/2012,Kevin Miller,"['Kevin Miller', ' Jonathan Phelps', ' Margie Phelps']",English,6.2,22887.0
6395,10319,Hellboy II: The Golden Army,2008,3212,USA,Action,Rated,120,7/11/2008,Guillermo del Toro,"['Ron Perlman', ' Selma Blair', ' Doug Jones']",English,7.0,75986503.0
6396,10320,Tarja: Hellfest,2016,0,France,Music,Rated,48,10/12/2018,Dominique Durand,['Tarja Turunen'],English,,0.0
6397,10322,Hellion,2014,9,USA,Drama,Rated,99,6/13/2014,Kat Candler,"['Aaron Paul', ' Juliette Lewis', ' Josh Wiggins']",English,6.1,55708.0
6398,10325,Hello Herman,2012,15,USA,Drama,Rated,90,6/7/2013,Michelle Danner,"['Norman Reedus', ' Garrett Backstrom', ' Martha Higareda']",English,5.9,8437.0
6399,10326,Hello I Must Be Going,2012,15,USA,Comedy,Rated,95,9/7/2012,Todd Louiso,"['Melanie Lynskey', ' Blythe Danner', ' John Rubinstein']",English,6.2,106709.0
6400,10327,"Hello, My Name Is Doris",2015,979,USA,Comedy,Rated,90,3/11/2016,Michael Showalter,"['Sally Field', ' Edmund Lupinski', ' Norma Michaels']",English,6.7,14444999.0
6401,10330,The Help,2011,3014,USA,Drama,Rated,146,8/10/2011,Tate Taylor,"['Emma Stone', ' Viola Davis', ' Bryce Dallas Howard']",English,8.1,169708112.0
6402,10331,Heneral Luna,2015,42,Philippines,Action,Rated,118,10/30/2015,Jerrold Tarog,"['John Arcilla', ' Mon Confiado', ' Arron Villaflor']",Filipino,7.8,206040.0
6403,10332,Henning Mankell's Wallander: The Revenge,2009,2,Sweden,Crime,Rated,93,5/25/2012,Charlotte Brändström,"['Krister Henriksson', ' Lena Endre', ' Sverrir Gudnason']",Swedish,,10960.0
6405,10336,Henry Poole Is Here,2008,527,USA,Comedy,Rated,99,8/15/2008,Mark Pellington,"['Luke Wilson', ' Radha Mitchell', ' Adriana Barraza']",English,6.5,1836515.0
6406,10338,Henry's Crime,2010,8,USA,Comedy,Rated,108,4/8/2011,Malcolm Venville,"['Keanu Reeves', ' Judy Greer', ' Fisher Stevens']",English,6.0,102541.0
6409,10343,Herb & Dorothy,2008,8,USA,Documentary,Unrated,87,6/5/2009,Megumi Sasaki,"['Paula Antebi', ' Will Barnet', ' Robert Barry']",English,7.6,194721.0
6412,10351,The Here After,2015,0,Sweden,Drama,Rated,102,5/26/2017,Magnus von Horn,"['Ulrik Munther', ' Mats Blomgren', ' Sven Ahlström']",Swedish,6.6,0.0
6413,10352,Here and There,2009,5,Serbia,Comedy,Unrated,85,5/14/2010,Darko Lungulov,"['David Thornton', ' Mirjana Karanovic', ' Cyndi Lauper']",Serbian,6.4,27156.0
6414,10355,Here Comes the Boom,2012,3014,USA,Action,Rated,105,10/12/2012,Frank Coraci,"['Kevin James', ' Salma Hayek', ' Henry Winkler']",English,6.4,45290318.0
6415,10356,Here Comes the Devil,2012,2,Mexico,Horror,Unrated,97,12/13/2013,Adrián García Bogliano,"['Francisco Barreiro', ' Laura Caro', ' Alan Martinez']",Spanish,5.6,4534.0
6417,10358,Hereafter,2010,2424,USA,Drama,Rated,129,10/15/2010,Clint Eastwood,"['Cécile De France', ' Thierry Neuvic', ' Cyndi Mayo Davis']",English,6.5,32746941.0
6419,10360,Herman's House,2012,2,USA,Documentary,Unrated,80,4/19/2013,Angad Bhalla,"['Jackie Sumell', ' Herman Wallace']",English,6.2,4956.0
6420,10361,Hermano,2007,49,Italy,Drama,Rated,0,8/24/2012,Giovanni Robbiano,"['Ignazio Oliva', ' Rade Serbedzija', ' Paolo Villaggio']",,7.2,29864.0
6421,10362,Hermia & Helena,2016,4,Argentina,Comedy,Unrated,87,5/26/2017,Matías Piñeiro,"['Agustina Muñoz', ' María Villar', ' Mati Diop']",English,6.1,43152.0
6422,10363,The Hero,2017,447,USA,Comedy,Rated,93,6/9/2017,Brett Haley,"['Sam Elliott', ' Laura Prepon', ' Nick Offerman']",English,6.6,4077333.0
6426,10369,The Hero of Color City,2014,69,USA,Animation,Rated,77,10/3/2014,Frank Gladstone,"['Elizabeth Daily', ' Christina Ricci', ' Tom Lowell']",English,4.1,32188.0
6427,10372,Heroine,2012,114,India,Drama,Unrated,149,9/21/2012,Madhur Bhandarkar,"['Kareena Kapoor Khan', ' Arjun Rampal', ' Randeep Hooda']",Hindi,5.1,598668.0
6428,10373,Heropanti,2014,16,India,Action,Unrated,146,5/23/2014,Sabir Khan,"['Tiger Shroff', ' Kriti Sanon', ' Parth Akerkar']",Hindi,5.4,63649.0
6429,10374,Hesher,2010,42,USA,Comedy,Rated,106,5/13/2011,Spencer Susser,"['Joseph Gordon-Levitt', ' Devin Brochu', ' Rainn Wilson']",English,7.1,382946.0
6432,10378,The Heyday of the Insensitive Bastards,2017,0,USA,Comedy,Rated,97,10/27/2017,Mark Columbus,"['Rico Rodriguez', ' Matthew Modine', ' James Franco']",English,4.4,0.0
6433,10379,Heyy Babyy,2007,68,India,Comedy,Rated,144,8/24/2007,Sajid Khan,"['Juanna Sanghvi', ' Akshay Kumar', ' Fardeen Khan']",Hindi,6.1,1443521.0
6434,10381,Pyaar Ka Punchnama 2,2015,49,India,Comedy,Unrated,137,10/16/2015,Luv Ranjan,"['Sunny Singh Nijjar', ' Sonalli Sehgal', ' Kartik Aaryan']",Hindi,7.3,222856.0
6436,10383,The Pyramid,2014,685,USA,Action,Rated,89,12/5/2014,Grégory Levasseur,"['Ashley Hinshaw', "" Denis O'Hare"", ' James Buckley']",English,4.6,2756333.0
6437,10386,A Place at the Table,2012,35,USA,Documentary,Rated,84,3/1/2013,Kristi Jacobson,"['Adam Appelhanz', ' David Beckmann', ' Joel Berg']",English,6.9,231378.0
6438,10387,The Place Beyond the Pines,2012,1584,USA,Crime,Rated,140,3/29/2013,Derek Cianfrance,"['Ryan Gosling', ' Craig Van Hook', ' Eva Mendes']",English,7.3,21403519.0
6440,10396,Planes,2013,3716,USA,Animation,Rated,91,8/9/2013,Klay Hall,"['Dane Cook', ' Stacy Keach', ' Brad Garrett']",English,5.8,90288712.0
6441,10397,Planes: Fire & Rescue,2014,3839,USA,Animation,Rated,83,7/18/2014,Roberts Gannaway,"['Dane Cook', ' Ed Harris', ' Julie Bowen']",English,6.0,59165787.0
6442,10398,Planet 51,2009,3035,Spain,Animation,Rated,91,11/20/2009,Jorge Blanco,"['Dwayne Johnson', ' Jessica Biel', ' Justin Long']",English,6.1,42194060.0
6443,10399,Planet B-Boy,2007,14,USA,Documentary,Unrated,95,3/21/2008,Benson Lee,"['Stephane Fiossanangaye', ' Mr. Freeze', ' Luis Mateo']",English,7.8,273870.0
6444,10400,Planet of Snail,2011,2,South Korea,Documentary,Unrated,88,7/25/2012,Seung-jun Yi,['nan'],Korean,7.2,13957.0
6446,10402,Planetarium,2016,1,France,Drama,Rated,105,8/11/2017,Rebecca Zlotowski,"['Natalie Portman', ' Lily-Rose Depp', ' Emmanuel Salinger']",English,4.8,3262.0
6447,10403,Plastic Planet,2009,2,Austria,Documentary,Rated,95,1/14/2011,Werner Boote,"['Werner Boote', ' John Taylor', ' Peter Lieberzeit']",English,7.3,3164.0
6448,10409,Play the Game,2009,55,USA,Comedy,Rated,105,2/27/2009,Marc Fienberg,"['Paul Campbell', ' Andy Griffith', ' Doris Roberts']",English,6.5,659483.0
6449,10410,Playback,2012,1,USA,Horror,Rated,98,3/16/2012,Michael A. Nickles,"['Luke Bonczyk', ' Jana Veldheer', ' Johnny Pacar']",English,4.3,264.0
6450,10413,Players,2012,0,India,Action,Rated,163,6/8/1979,Abbas Alibhai Burmawalla,"['Vinod Khanna', ' Abhishek Bachchan', ' Bobby Deol']",Hindi,4.1,4896094.0
6451,10414,The Players,2012,50,France,Comedy,Rated,109,4/4/2014,Emmanuelle Bercot,"['Jean Dujardin', ' Gilles Lellouche', ' Géraldine Nakache']",French,5.3,10854.0
6452,10417,Playing for Keeps,2012,2840,USA,Comedy,Rated,105,12/7/2012,Gabriele Muccino,"['Gerard Butler', ' Jessica Biel', ' Noah Lomax']",English,5.7,13102272.0
6453,10419,Playmobil: The Secret of Pirate Island,2009,0,USA,Animation,Rated,134,1/18/2019,Alexander E. Sokoloff,"['Ashleigh Ball', ' Kathleen Barr', ' Don Breithaupt']",English,7.0,0.0
6454,10420,The Playroom,2012,12,USA,Drama,Unrated,83,4/5/2013,Julia Dyer,"['Ian Veteto', ' Alexandra Doke', ' Jonathon McClendon']",English,5.3,5964.0
6455,10422,Please Give,2010,272,USA,Comedy,Rated,87,4/30/2010,Nicole Holofcener,"['Rebecca Hall', ' Elizabeth Keener', ' Elise Ivy']",English,6.6,4033574.0
6456,10423,The Pleasure of Being Robbed,2008,7,USA,Drama,Rated,71,10/3/2008,Josh Safdie,"[""Bat 'Batman' Baxter"", ' Alex Billig', ' Wayne Chin']",English,5.7,10687.0
6457,10424,The Pleasures of Being Out of Step,2013,2,USA,Documentary,Rated,87,5/16/2014,David L. Lewis,"['Andre Braugher', ' Nat Hentoff']",English,7.9,13137.0
6460,10428,Plot for Peace,2013,2,South Africa,Documentary,Unrated,84,10/31/2014,Carlos Agulló,"['Jean-Yves Ollivier', ' Winnie Mandela', ' Thabo Mbeki']",English,6.7,7051.0
6461,10430,A Plumm Summer,2007,58,USA,Adventure,Rated,99,4/25/2008,Caroline Zelder,"['Jeff Daniels', ' William Baldwin', ' Henry Winkler']",English,6.1,63521.0
6462,10432,Plush,2013,10,USA,Drama,Rated,99,9/13/2013,Catherine Hardwicke,"['Emily Browning', ' Xavier Samuel', ' Cam Gigandet']",English,5.4,3080.0
6464,10435,Apartment 1303,2007,0,Japan,Horror,Unrated,94,7/25/2013,Ataru Oikawa,"['Noriko Nakagoshi', ' Arata Furuta', ' Eriko Hatsune']",Japanese,4.8,0.0
6465,10436,Apartment 143,2011,1,Spain,Horror,Rated,80,6/1/2012,Carles Torrens,"['Francesc Garrido', ' Fiona Glascott', ' Rick Gonzalez']",English,5.1,383.0
6467,10441,Apollo 18,2011,3330,USA,Horror,Rated,86,9/2/2011,Gonzalo López-Gallego,"['Warren Christie', ' Lloyd Owen', ' Ryan Robbins']",English,5.2,17687709.0
6468,10443,Appaloosa,2008,1290,USA,Crime,Rated,115,9/19/2008,Ed Harris,"['Robert Jauregui', ' Jeremy Irons', ' Timothy V. Murphy']",English,6.8,20211394.0
6469,10444,The Apparition,2012,810,USA,Horror,Rated,82,8/24/2012,Todd Lincoln,"['Ashley Greene', ' Sebastian Stan', ' Tom Felton']",English,4.1,4936819.0
6470,10445,Apparition Hill,2016,26,USA,Documentary,Rated,115,8/5/2016,Sean Bloomfield,['nan'],English,9.0,170457.0
6472,10451,Apprentice,2016,3,Singapore,Drama,Rated,115,3/3/2017,Junfeng Boo,"['Firdaus Rahman', ' Wan Hanafi Su', ' Mastura Ahmad']",Malay,6.5,2578.0
6473,10452,Approaching Midnight,2013,6,USA,Crime,Rated,86,8/30/2013,Sam Logan Khaleghi,"['Jana Kramer', ' Sam Logan Khaleghi', ' Brandon T. Jackson']",English,5.0,2795.0
6474,10453,Approaching the Unknown,2016,11,USA,Drama,Rated,90,6/3/2016,Mark Elijah Rosenberg,"['Mark Strong', ' Luke Wilson', ' Sanaa Lathan']",English,4.8,10232.0
6475,10454,Approved for Adoption,2012,1,France,Animation,Rated,70,11/8/2013,Laurent Boileau,"['Maxym Anciaux', ' Cathy Boquet', ' Mahé Collet']",French,7.3,4015.0
6477,10456,April and the Extraordinary World,2015,35,France,Animation,Rated,105,3/25/2016,Christian Desmares,"['Marion Cotillard', ' Philippe Katerine', ' Jean Rochefort']",French,7.4,295488.0
6478,10458,April Showers,2009,18,USA,Crime,Rated,94,4/24/2009,Andrew Robinson,"['Kelly Blatz', ' Daryl Sabara', ' Janel Parrish']",English,6.0,16880.0
6480,10461,Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,877,USA,Animation,Rated,86,4/13/2007,Matt Maiellaro,"['Dana Snyder', ' Carey Means', ' Dave Willis']",English,6.9,5520368.0
6483,10464,Aquarius,2016,31,Brazil,Drama,Unrated,146,10/14/2016,Kleber Mendonça Filho,"['Sonia Braga', ' Maeve Jinkings', ' Irandhir Santos']",Portuguese,7.6,285930.0
6484,10468,Arabian Nights: Volume 1 - The Restless One,2015,3,Portugal,Drama,Rated,125,12/4/2015,Miguel Gomes,"['Crista Alfaiate', ' Miguel Gomes', ' Maria Rueff']",Portuguese,7.1,12260.0
6485,10469,Arabian Nights: Volume 2 - The Desolate One,2015,3,Portugal,Drama,Rated,131,12/11/2015,Miguel Gomes,"['Crista Alfaiate', ' Chico Chapas', ' Luísa Cruz']",Portuguese,7.2,6398.0
6486,10470,Arabian Nights: Volume 3 - The Enchanted One,2015,3,Portugal,Drama,Rated,125,12/18/2015,Miguel Gomes,"['Crista Alfaiate', ' Américo Silva', ' Amar Bounachada']",Portuguese,6.6,4502.0
6488,10473,Arbitrage,2012,256,USA,Drama,Rated,107,9/14/2012,Nicholas Jarecki,"['Richard Gere', ' Susan Sarandon', ' Tim Roth']",English,6.6,7919574.0
6489,10474,The Arbor,2010,3,UK,Documentary,Unrated,94,4/27/2011,Clio Barnard,"['Manjinder Virk', ' Christine Bottomley', ' Natalie Gavin']",English,7.2,21620.0
6490,10475,Archie's Final Project,2009,1,USA,Comedy,Unrated,107,9/23/2011,David Lee Miller,"['David Carradine', ' Mariel Hemingway', ' Brooke Nevin']",English,7.2,17282.0
6491,10476,Archipelago,2010,1,UK,Drama,Unrated,114,6/27/2014,Joanna Hogg,"['Christopher Baker', ' Kate Fahy', ' Tom Hiddleston']",English,6.0,7791.0
6493,10478,Architects of Denial,2017,11,USA,Documentary,Rated,102,10/6/2017,David Lee George,"['Taner Akçam', ' Julian Assange', ' Jonathan Babington-Heina']",English,8.2,65424.0
6494,10479,Arctic Tale,2007,227,USA,Documentary,Rated,96,7/25/2007,Adam Ravetch,"['Queen Latifah', ' Katrina Agate', ' Zain Ali']",English,7.0,833532.0
6495,10480,The Ardennes,2015,6,Belgium,Drama,Unrated,96,1/6/2017,Robin Pront,"['Kevin Janssens', ' Jeroen Perceval', ' Veerle Baetens']",Flemish,6.8,5638.0
6496,10481,Ardor,2014,17,Argentina,Drama,Rated,101,7/17/2015,Pablo Fendrik,"['Alice Braga', ' Gael García Bernal', ' Claudio Tolcachir']",Spanish,5.1,18565.0
6497,10482,Are We Done Yet?,2007,2944,Canada,Comedy,Rated,92,4/4/2007,Steve Carr,"['Ice Cube', ' Nia Long', ' John C. McGinley']",English,4.1,49662533.0
6499,10484,Are You Here,2013,0,USA,Comedy,Rated,114,8/22/2014,Matthew Weiner,"['Owen Wilson', ' Zach Galifianakis', ' Jay Gates']",English,5.3,0.0
6500,10485,Area 51,2015,16,USA,Horror,Rated,91,5/15/2015,Oren Peli,"['Reid Warner', ' Darrin Bragg', ' Ben Rovner']",English,4.2,7556.0
6501,10486,Argentina,2015,3,Argentina,Documentary,Rated,85,6/17/2016,Carlos Saura,"['Pedro Aznar', ' Juan Falú', ' Marian Farías Gómez']",Spanish,6.8,14869.0
6502,10487,Argo,2012,3247,USA,Adventure,Rated,120,10/12/2012,Ben Affleck,"['Ben Affleck', ' Bryan Cranston', ' Alan Arkin']",English,7.7,136025503.0
6503,10489,Arise from Darkness,2016,1,USA,Thriller,Unrated,90,1/6/2017,La Raza,"['Zachary Laoutides', ' Mónica Esmeralda León', ' Emmanuel Isaac']",Hebrew,7.4,6112.0
6505,10492,Arjun: The Warrior Prince,2012,10,India,Animation,Unrated,96,5/25/2012,Arnab Chaudhuri,"['Yudhveer Bakoliya', ' Ashok Banthia', ' Ravi Khanvilkar']",Hindi,7.0,10017.0
6506,10493,The Ark of Mr Chow,2015,12,China,Comedy,Rated,106,6/19/2015,Yang Xiao,"['Zijian Dong', ' Jiaqi Li', ' Honglei Sun']",Mandarin,5.5,54075.0
6507,10495,Armadillo,2010,1,Denmark,Documentary,Unrated,105,4/15/2011,Janus Metz,['nan'],Danish,7.6,14566.0
6509,10499,The Armor of Light,2015,26,USA,Documentary,Rated,88,10/30/2015,Abigail Disney,"['Nathan David Kistler', ' Lucy McBath', ' Rob Schenck']",English,6.4,12267.0
6510,10500,Armored,2009,1919,USA,Action,Rated,88,12/4/2009,Nimród Antal,"['Matt Dillon', ' Jean Reno', ' Laurence Fishburne']",English,5.7,15988876.0
6511,10501,The Armstrong Lie,2013,77,USA,Documentary,Rated,124,11/8/2013,Alex Gibney,"['Reed Albergotti', ' Betsy Andreu', ' Frankie Andreu']",English,7.2,383294.0
6512,10502,Army of Crime,2009,3,France,Drama,Unrated,139,8/20/2010,Robert Guédiguian,"['Simon Abkarian', ' Virginie Ledoyen', ' Robinson Stévenin']",French,6.7,37031.0
6513,10504,Around a Small Mountain,2009,3,France,Comedy,Rated,84,7/9/2010,Jacques Rivette,"['Jane Birkin', ' Sergio Castellitto', ' André Marcon']",French,6.2,33216.0
6514,10505,Around June,2008,2,USA,Animation,Unrated,93,2/24/2012,James Savoca,"['Samaire Armstrong', ' Brad William Henke', ' Jon Gries']",English,5.3,12578.0
6518,10509,Arranged,2007,2,USA,Comedy,Unrated,90,12/14/2007,Diane Crespo,"['Zoe Lister-Jones', ' Francis Benhamou', ' Mimi Lieber']",English,7.4,23571.0
6519,10512,Arrival,2016,3115,USA,Drama,Rated,116,11/11/2016,Denis Villeneuve,"['Amy Adams', ' Jeremy Renner', ' Forest Whitaker']",English,8.0,100546139.0
6520,10514,Art and Craft,2014,20,USA,Documentary,Rated,89,9/19/2014,Sam Cullman,"['Mark A. Landis', ' Lester Sullivan', ' Irwin Lakov']",English,7.1,235037.0
6521,10515,Art Bastard,2016,2,USA,Documentary,Rated,82,6/3/2016,Victor Kanefsky,['Robert Cenedella'],English,7.0,19600.0
6522,10516,Art Is... The Permanent Revolution,2012,1,USA,Documentary,Unrated,82,3/2/2012,Manfred Kirchheimer,"['Sigmund Abeles', ' Ann Chernow', ' Paul Marcus']",English,6.6,4291.0
6523,10517,The Art of Being Straight,2008,2,USA,Comedy,Rated,67,6/5/2009,Jesse Rosen,"['Jesse Janzen', ' Tyler Jenich', ' Bryan McGowan']",English,5.0,12831.0
6524,10518,The Art of Getting By,2011,610,USA,Drama,Rated,83,6/17/2011,Gavin Wiesen,"['Freddie Highmore', ' Emma Roberts', ' Sasha Spielberg']",English,6.6,1430241.0
6525,10520,The Art of the Steal,2013,34,Canada,Comedy,Rated,90,2/26/2010,Jonathan Sobol,"['Kurt Russell', ' Matt Dillon', ' Jay Baruchel']",English,6.3,544890.0
6526,10521,The Art of the Steal,2013,60,Canada,Comedy,Rated,90,3/14/2014,Jonathan Sobol,"['Kurt Russell', ' Matt Dillon', ' Jay Baruchel']",English,6.3,64065.0
6529,10525,Arthur,2011,701,USA,Comedy,Rated,110,7/17/1981,Jason Winer,"['Russell Brand', ' Helen Mirren', ' Greta Gerwig']",English,5.7,95461682.0
6531,10528,Arthur Christmas,2011,3376,UK,Animation,Rated,97,11/23/2011,Sarah Smith,"['James McAvoy', ' Hugh Laurie', ' Bill Nighy']",English,7.1,46462469.0
6532,10529,Arthur Newman,2012,248,USA,Drama,Rated,101,4/26/2013,Dante Ariola,"['Colin Firth', ' Emily Blunt', ' Lucas Hedges']",English,5.7,207853.0
6533,10531,The Artist,2011,1756,France,Comedy,Rated,100,11/25/2011,Michel Hazanavicius,"['Jean Dujardin', ' Bérénice Bejo', ' John Goodman']",English,7.9,44671682.0
6534,10532,The Artist and the Model,2012,11,Spain,Drama,Rated,105,8/2/2013,Fernando Trueba,"['Jean Rochefort', ' Aida Folch', ' Claudia Cardinale']",French,6.7,127958.0
6538,10540,Nebraska,2013,968,USA,Adventure,Rated,115,11/15/2013,Alexander Payne,"['Bruce Dern', ' Will Forte', ' June Squibb']",English,7.7,17654912.0
6540,10543,Need for Speed,2014,3115,USA,Action,Rated,132,3/14/2014,Scott Waugh,"['Aaron Paul', ' Dominic Cooper', ' Imogen Poots']",English,6.5,43577636.0
6541,10545,Neerja,2016,121,India,Adventure,Rated,122,2/19/2016,Ram Madhvani,"['Sonam Kapoor', ' Shabana Azmi', ' Yogendra Tikku']",Hindi,7.8,1585687.0
6542,10547,Neighboring Sounds,2012,3,Brazil,Drama,Unrated,131,8/24/2012,Kleber Mendonça Filho,"['Ana Rita Gurgel', ' Caio Almeida', ' Maeve Jinkings']",Portuguese,7.1,60255.0
6543,10548,Neighbors,2014,3311,USA,Comedy,Rated,97,5/9/2014,Nicholas Stoller,"['Seth Rogen', ' Rose Byrne', ' Elise Vargas']",English,6.3,150157400.0
6544,10549,Neighbors 2: Sorority Rising,2016,3416,USA,Comedy,Rated,92,5/20/2016,Nicholas Stoller,"['Seth Rogen', ' Zac Efron', ' Rose Byrne']",English,5.7,55455765.0
6545,10550,Neil Young Journeys,2011,23,USA,Documentary,Rated,87,6/29/2012,Jonathan Demme,['Neil Young'],English,6.6,215026.0
6547,10552,Neither Heaven Nor Earth,2015,3,France,Drama,Unrated,100,8/5/2016,Clément Cogitore,"['Jérémie Renier', ' Swann Arlaud', ' Marc Robert']",French,6.4,12810.0
6548,10557,Neon Bull,2015,4,Brazil,Drama,Unrated,101,4/8/2016,Gabriel Mascaro,"['Juliano Cazarré', ' Maeve Jinkings', ' Josinaldo Alves']",Portuguese,6.9,26734.0
6549,10558,The Neon Demon,2016,783,Denmark,Horror,Rated,118,6/24/2016,Nicolas Winding Refn,"['Elle Fanning', ' Karl Glusman', ' Jena Malone']",English,6.2,1333124.0
6550,10559,Neon Flesh,2010,1,Spain,Comedy,Unrated,98,2/24/2012,Paco Cabezas,"['Mario Casas', ' Vicente Romero', ' Luciano Cáceres']",Spanish,5.8,0.0
6551,10562,Neruda,2016,46,Chile,Biography,Rated,107,12/16/2016,Pablo Larraín,"['Gael García Bernal', ' Luis Gnecco', ' Mercedes Morán']",Spanish,7.0,939101.0
6552,10563,Nerve,2016,2538,USA,Adventure,Rated,96,7/27/2016,Henry Joost,"['Emma Roberts', ' Dave Franco', ' Emily Meade']",English,6.6,38583626.0
6554,10569,Never Back Down,2008,2729,USA,Action,Rated,110,3/14/2008,Jeff Wadlow,"['Sean Faris', ' Amber Heard', ' Cam Gigandet']",English,6.6,24850922.0
6557,10574,Never Forever,2007,2,South Korea,Drama,Rated,104,4/11/2008,Gina Kim,"['Vera Farmiga', ' David Lee McInnis', ' Joseph Y. Kim']",Korean,6.5,14485.0
6558,10576,Never Here,2017,0,USA,Mystery,Rated,110,10/20/2017,Camille Thoman,"['Mireille Enos', ' Sam Shepard', ' Goran Visnjic']",English,6.4,0.0
6559,10577,Never Let Me Go,2010,232,UK,Drama,Rated,103,9/15/2010,Mark Romanek,"['Carey Mulligan', ' Andrew Garfield', ' Izzy Meikle-Small']",English,7.2,2434652.0
6562,10587,The New Girlfriend,2014,45,France,Drama,Rated,108,9/18/2015,François Ozon,"['Romain Duris', ' Anaïs Demoustier', ' Raphaël Personnaz']",French,6.5,146754.0
6564,10589,New in Town,2009,1941,USA,Comedy,Rated,97,1/30/2009,Jonas Elmer,"['Renée Zellweger', ' Harry Connick Jr.', ' Siobhan Fallon Hogan']",English,5.6,16734283.0
6565,10593,New Life,2016,0,USA,Drama,Rated,88,10/28/2016,Drew Waters,"['James Marsters', "" Terry O'Quinn"", ' Barry Corbin']",English,5.8,0.0
6567,10596,The New Rijksmuseum,2008,5,Netherlands,Documentary,Rated,120,6/19/2015,Oeke Hoogendijk,['nan'],English,7.3,40578.0
6569,10599,The New Twenty,2008,1,USA,Drama,Unrated,92,3/20/2009,Chris Mason Johnson,"['Bill Sage', ' Terry Serpico', ' Nicole Bilderback']",English,5.1,17625.0
6571,10602,New World Order,2009,3,USA,Documentary,Rated,83,9/23/2016,Luke Meyer,"['Alex Jones', ' Luke Rudowski', ' Jack McLamb']",English,5.8,20205.0
6573,10604,New Year's Eve,2011,3505,USA,Comedy,Rated,113,12/9/2011,Garry Marshall,"['Michelle Pfeiffer', ' Zac Efron', ' Charlotte Marshall-Fricker']",English,5.7,54544638.0
6574,10605,The New Year's Eve of Old Lee,2016,6,China,Drama,Rated,106,2/12/2016,Qunshu Gao,"['Rayza', ' Ni Yan', ' Benshan Zhao']",Chinese,4.2,25358.0
6575,10606,New York,2009,60,India,Crime,Rated,153,6/26/2009,Kabir Khan,"['John Abraham', ' Neil Nitin Mukesh', ' Katrina Kaif']",Hindi,6.8,997437.0
6579,10611,"New York, I Love You",2008,118,USA,Comedy,Rated,103,10/16/2009,Fatih Akin,"['Hayden Christensen', ' Andy Garcia', ' Rachel Bilson']",English,6.3,1588015.0
6580,10613,Newlyweds,2011,1,USA,Comedy,Unrated,95,1/13/2012,Edward Burns,"['Edward Burns', ' Kerry Bishé', ' Marsha Dietlein']",English,6.4,4584.0
6581,10614,News from Planet Mars,2016,1,France,Comedy,Rated,101,7/22/2016,Dominik Moll,"['François Damiens', ' Vincent Macaigne', ' Veerle Baetens']",French,6.2,310.0
6582,10616,Disney's Newsies the Broadway Musical,2017,780,USA,Musical,Rated,149,2/18/2017,Brett Sullivan,"['Jeremy Jordan', ' Ben Fankhauser', ' Kara Lindsay']",English,8.6,2545060.0
6583,10619,Newtown,2016,3,USA,Documentary,Unrated,85,10/7/2016,Kim A. Snyder,"['Syeda Suriya Ahmed', ' Daniel Barden', ' Jackie Barden']",English,6.7,14109.0
6584,10620,Next,2007,2733,USA,Action,Rated,96,4/27/2007,Lee Tamahori,"['Nicolas Cage', ' Julianne Moore', ' Jessica Biel']",English,6.2,18211013.0
6587,10623,Next Day Air,2009,1139,USA,Action,Rated,84,5/8/2009,Benny Boom,"['Donald Faison', ' Mike Epps', ' Wood Harris']",English,5.8,10027047.0
6589,10625,Next Goal Wins,2014,10,UK,Documentary,Unrated,97,4/25/2014,Mike Brett,"['Thomas Rongen', ' Jaiyah Saelua', ' Nicky Salapu']",English,7.9,43089.0
6590,10630,The Next Three Days,2010,2564,USA,Crime,Rated,133,11/19/2010,Paul Haggis,"['Russell Crowe', ' Elizabeth Banks', ' Michael Buie']",English,7.4,21148651.0
6591,10631,Next Time I'll Aim for the Heart,2014,1,France,Crime,Rated,111,4/1/2016,Cédric Anger,"['Guillaume Canet', ' Ana Girardot', ' Jean-Yves Berteloot']",French,6.4,815.0
6592,10634,Spa Night,2016,2,USA,Drama,Unrated,93,8/19/2016,Andrew Ahn,"['Joe Seo', ' Youn Ho Cho', ' Haerry Kim']",Korean,5.8,38578.0
6593,10635,The Space Between Us,2017,2812,USA,Adventure,Rated,120,2/3/2017,Peter Chelsom,"['Gary Oldman', ' Janet Montgomery', ' Trey Tucker']",English,6.4,7885294.0
6594,10636,Space Camp,2017,1024,USA,Adventure,Rated,0,6/6/1986,Max Dillinger,"['Max Dillinger', ' Thomas Gregory', ' Jim Middleton']",,,9697739.0
6595,10637,Space Chimps,2008,2538,USA,Animation,Rated,81,7/18/2008,Kirk De Micco,"['Andy Samberg', ' Cheryl Hines', ' Jeff Daniels']",English,4.5,30105968.0
6597,10639,Space Dogs: Adventure to the Moon,2014,0,Russia,Animation,Rated,90,1/1/2018,Inna Evlannikova,"['Nonna Grishaeva', ' Alicia Silverstone', ' Ashlee Simpson']",Russian,4.0,0.0
