,Title,Theaters_x,Country_x,Genre_x,Rated_x,Runtime_x,Open_x,Language_x,imdbRating_x,Actorinfluenceaverage,if_actorinfluence,Average Gross for each movie,if_average_gross,googletrends,last year_totalgross,genre_gross,count_num,Total Gross_x
3215,Son of God,3271,1,6,1,138,28/02/2014,1,5.7,0.0,0,59700.0,1,628.0,10893180888.0,,29.0,59700064
3216,The Son of Joseph,3,3,1,1,113,29/09/2016,2,6.7,0.0,0,,0,619.8376348999999,11149116327.0,2060252692.0,54.0,30588
3217,The Son of No One,10,1,5,1,90,04/11/2011,1,5.1,50900.0,1,,0,560.0,10589599184.0,,28.0,30680
3218,Son of Rambow,155,2,4,1,96,02/05/2008,1,7.0,0.0,0,107700.0,1,1127.0,9767268194.0,1481747614.0,23.0,1785505
3219,Son of Sardaar,109,4,4,0,141,13/11/2012,31,3.9,0.0,0,,0,1059.0,10187347362.0,2117507233.0,38.0,771789
3220,Son of Saul,180,6,1,1,107,18/12/2015,26,7.5,0.0,0,,0,697.0,10354970864.0,1679582816.0,34.0,1777043
3221,The Song,340,1,1,1,116,26/09/2014,1,6.0,0.0,0,,0,1901.0,10893180888.0,1338281892.0,46.0,1009620
3222,The Song of Sparrows,5,6,1,1,96,03/04/2009,24,8.0,0.0,0,,0,100.0,9750709587.0,1089198448.0,32.0,116372
3223,Song of the Sea,48,6,7,1,93,19/12/2014,1,8.1,40900.0,1,,0,1280.0,10893180888.0,,26.0,857522
3224,Song One,27,1,1,1,86,23/01/2015,1,5.8,93100.0,1,,0,846.0,10354970864.0,1679582816.0,33.0,32251
3225,Song to Song,95,1,1,1,129,17/03/2017,1,5.8,35700.0,1,8400.0,1,911.0,11216236720.0,1339173437.0,36.0,443684
3226,Songs My Brothers Taught Me,5,1,1,1,98,02/03/2016,1,6.8,0.0,0,,0,298.0,11149116327.0,2060252692.0,42.0,34793
3227,The Sons of Tennessee Williams,1,1,3,0,75,07/10/2011,1,4.1,0.0,0,,0,619.8376348999999,10589599184.0,93825307.0,38.0,3242
3228,Sophie and the Rising Sun,8,1,1,1,105,20/01/2017,1,6.5,0.0,0,,0,247.0,11216236720.0,1339173437.0,33.0,34630
3229,Sophomore,1,1,2,0,98,13/01/2012,1,7.2,0.0,0,,0,619.8376348999999,10187347362.0,1490816438.0,30.0,18945
3230,The Sorcerer and the White Snake,4,6,4,1,100,08/02/2013,5,5.9,45700.0,1,,0,1725.0,11041914748.0,2219810902.0,24.0,18759
3231,The Sorcerer's Apprentice,3504,1,4,1,109,14/07/2010,1,6.1,43500.0,1,90700.0,1,1258.0,10639535233.0,2041030428.0,31.0,63150991
3232,Sorority Row,2665,1,8,1,101,11/09/2009,1,5.1,0.0,0,,0,628.0,9750709587.0,293647307.0,32.0,11965282
3233,Soul Kitchen,23,6,2,1,99,20/08/2010,8,7.3,0.0,0,,0,1969.0,10639535233.0,1435263724.0,26.0,276901
3234,Soul Men,2048,1,2,1,100,07/11/2008,1,6.5,61233.333329999994,1,46300.0,1,840.0,9767268194.0,1427703732.0,22.0,12082391
3235,Soul on a String,2,6,1,1,142,19/05/2017,32,6.350375411,0.0,0,,0,619.8376348999999,11216236720.0,1339173437.0,33.0,3669
3236,Soul Power,23,1,3,1,92,10/07/2009,1,7.1,0.0,0,,0,471.0,9750709587.0,87432868.0,26.0,207121
3237,Soul Surfer,2240,1,6,1,112,08/04/2011,1,7.1,38400.0,1,16200.0,1,683.0,10589599184.0,,40.0,43853424
3238,Souldier,2,1,3,1,72,21/02/2014,1,6.350375411,0.0,0,,0,619.8376348999999,10893180888.0,49307450.0,29.0,1500
3239,Sound City,50,1,3,0,107,01/02/2013,1,7.8,0.0,0,,0,1086.0,11041914748.0,131885122.0,24.0,422853
3240,Sound of My Voice,48,1,1,1,85,27/04/2012,1,6.6,2500.0,1,1400.0,1,882.0,10187347362.0,1490190858.0,36.0,408015
3241,Sound of Noise,5,6,2,1,102,09/03/2012,17,7.3,0.0,0,,0,974.0,10187347362.0,1490816438.0,49.0,24565
3242,Source Code,2971,1,12,1,93,01/04/2011,1,7.5,34966.66667,1,35700.0,1,513.0,10589599184.0,,40.0,54712227
3243,South of the Border,12,1,3,0,78,25/06/2010,1,7.1,0.0,0,40300.0,1,897.0,10639535233.0,187290939.0,29.0,198600
3244,Southbound,25,1,13,1,89,05/02/2016,1,5.9,0.0,0,,0,1258.0,11149116327.0,,26.0,23665
3245,Southern Baptist Sissies,3,1,1,0,138,21/02/2014,1,7.1,0.0,0,,0,100.0,10893180888.0,1338281892.0,29.0,30160
3246,Southpaw,2772,6,1,1,124,24/07/2015,1,7.4,46900.0,1,52300.0,1,528.0,10354970864.0,1679582816.0,35.0,52421953
3247,Southside with You,897,1,6,1,84,26/08/2016,1,6.6,0.0,0,,0,584.0,11149116327.0,,44.0,6304223
3248,The We and the I,7,2,1,0,103,08/03/2013,1,6.1,0.0,0,13500.0,1,619.8376348999999,11041914748.0,1670662348.0,41.0,42172
3249,We Are Family,78,4,1,1,115,03/09/2010,3,5.6,0.0,0,,0,1571.0,10639535233.0,1834327761.0,36.0,638144
3250,We Are the Best!,23,6,1,0,102,30/05/2014,17,7.2,0.0,0,,0,619.8376348999999,10893180888.0,1338281892.0,41.0,180590
3251,We Are the Flesh,3,6,1,0,79,13/01/2017,4,4.7,0.0,0,,0,972.0,11216236720.0,1339173437.0,33.0,8438
3252,We Are the Giant,2,1,3,1,92,12/12/2014,11,6.9,0.0,0,,0,100.0,10893180888.0,49307450.0,26.0,1088
3253,We Are What We Are,17,1,1,1,105,27/09/2013,1,5.9,0.0,0,,0,1749.0,11041914748.0,1670662348.0,51.0,81381
3254,We Are X,12,2,3,1,93,21/10/2016,1,7.8,0.0,0,,0,659.0,11149116327.0,65052467.0,46.0,45270
3255,We Are Your Friends,2333,2,1,1,96,28/08/2015,1,6.2,28450.0,1,,0,883.0,10354970864.0,1679582816.0,34.0,3591417
3256,We Bought a Zoo,3170,1,2,1,124,23/12/2011,1,7.1,77700.0,1,50000.0,1,970.0,10589599184.0,1376087969.0,25.0,75624550
3257,We Come as Friends,8,3,3,0,110,14/08/2015,1,7.5,0.0,0,,0,295.0,10354970864.0,88392417.0,34.0,50921
3258,We Have a Pope,27,6,2,0,102,06/04/2012,15,6.7,0.0,0,,0,527.0,10187347362.0,1490816438.0,36.0,548115
3259,We Live in Public,2,1,3,0,91,28/08/2009,1,7.2,0.0,0,,0,450.0,9750709587.0,87432868.0,24.0,41711
3260,"We Love You, Sally Carmichael!",11,1,2,1,84,04/08/2017,72,8.5,0.0,0,,0,619.8376348999999,11216236720.0,1302997778.0,42.0,113435
3261,We Need to Talk About Kevin,80,2,1,1,112,09/12/2011,1,7.5,43133.33333,1,741.0,1,1153.0,10589599184.0,1687447132.0,25.0,1738692
3262,We Own the Night,2402,1,5,1,117,12/10/2007,1,6.9,41750.0,1,7400.0,1,796.0,9190502983.0,,31.0,28563179
3263,We Steal Secrets: The Story of WikiLeaks,25,1,3,1,130,24/05/2013,1,6.9,0.0,0,,0,429.0,11041914748.0,131885122.0,44.0,166243
3264,We're the Millers,3445,1,2,1,110,07/08/2013,1,7.0,42700.0,1,98100.0,1,894.0,11041914748.0,1050654625.0,44.0,150394119
3265,Weather Girl,2,1,2,1,92,10/07/2009,1,5.9,0.0,0,,0,921.0,9750709587.0,2099450726.0,26.0,22779
3266,Wedding Doll,7,6,1,1,82,15/04/2016,9,6.0,0.0,0,,0,336.0,11149116327.0,2060252692.0,51.0,56196
3267,A Wedding Invitation,3,6,1,1,101,24/05/2013,5,6.0,0.0,0,,0,619.8376348999999,11041914748.0,1670662348.0,44.0,14350
3268,Wedding Palace,6,1,2,1,98,27/09/2013,1,6.2,0.0,0,,0,345.0,11041914748.0,1050654625.0,51.0,19908
3269,The Wedding Plan,123,6,2,1,110,12/05/2017,9,6.7,0.0,0,,0,534.0,11216236720.0,1302997778.0,33.0,1412404
3270,The Wedding Ringer,3003,1,2,1,101,16/01/2015,1,6.7,83850.0,1,64500.0,1,530.0,10354970864.0,1272411206.0,33.0,64460211
3271,The Wedding Song,4,3,1,0,100,09/10/2009,11,6.7,0.0,0,,0,704.0,9750709587.0,1089198448.0,37.0,31160
3272,Weiner,88,1,3,1,96,20/05/2016,1,7.6,0.0,0,,0,1049.0,11149116327.0,65052467.0,32.0,1676108
3273,The Weird World of Blowfly,1,1,3,1,89,16/09/2011,1,6.4,0.0,0,,0,100.0,10589599184.0,93825307.0,43.0,3062
3274,Weirdsville,4,5,2,1,90,05/10/2007,1,6.5,0.0,0,,0,544.0,9190502983.0,1955138318.0,31.0,8161
3275,Welcome Back,135,4,4,1,152,04/09/2015,3,4.2,0.0,0,,0,850.0,10354970864.0,2268082751.0,47.0,1388365
3276,"Welcome Home, Roscoe Jenkins",2387,1,2,1,114,08/02/2008,1,5.4,53800.0,1,46300.0,1,619.8376348999999,9767268194.0,1427703732.0,31.0,42436517
3277,Welcome to Happiness,10,1,2,1,108,19/05/2016,1,6.2,32200.0,1,,0,275.0,11149116327.0,1321791183.0,32.0,5083
3278,Welcome to Leith,5,1,3,0,85,09/09/2015,1,7.0,0.0,0,,0,666.0,10354970864.0,88392417.0,47.0,36010
3279,Welcome to Me,119,1,2,1,87,01/05/2015,1,5.9,70400.0,1,,0,344.0,10354970864.0,1272411206.0,45.0,608852
3280,Welcome to Pine Hill,1,1,1,0,81,01/03/2013,1,6.1,0.0,0,,0,199.0,11041914748.0,1670662348.0,41.0,6115
3281,Welcome to the Punch,9,2,4,1,99,27/03/2013,1,6.1,42800.0,1,1100.0,1,1292.0,11041914748.0,2219810902.0,41.0,9747
3282,Welcome to the Rileys,11,2,1,1,110,29/10/2010,1,7.0,35733.33333,1,,0,1286.0,10639535233.0,1834327761.0,34.0,158898
3283,The Well-Digger's Daughter,16,3,1,0,107,20/07/2012,2,7.1,0.0,0,,0,619.8376348999999,10187347362.0,1490190858.0,23.0,386368
3284,Wendy and Lucy,40,1,1,1,80,10/12/2008,1,7.1,25700.0,1,578.0,1,808.0,9767268194.0,1293680617.0,28.0,865695
3285,Were the World Mine,4,1,9,0,95,31/10/2008,1,7.0,0.0,0,,0,619.8376348999999,9767268194.0,2920391521.0,37.0,123789
3286,A Werewolf Boy,20,6,13,0,122,30/11/2012,7,7.4,0.0,0,,0,468.0,10187347362.0,,38.0,342922
3287,West of Memphis,40,6,3,1,147,25/12/2012,1,7.9,0.0,0,,0,1402.0,10187347362.0,82817592.0,21.0,310154
3288,Wetlands,10,6,2,0,109,05/09/2014,8,5.8,0.0,0,,0,584.0,10893180888.0,1619719448.0,46.0,59478
3289,Wetlands Preserved: The Story of an Activist Nightclub,1,1,3,1,93,14/03/2008,1,7.8,0.0,0,,0,619.8376348999999,9767268194.0,70723219.0,32.0,2970
3290,Reaching for the Moon,4,6,6,0,118,08/11/2013,1,7.0,0.0,0,,0,660.0,11041914748.0,,42.0,45502
3291,The Reader,1203,1,1,1,124,10/12/2008,1,7.6,78500.0,1,25900.0,1,1150.0,9767268194.0,1293680617.0,28.0,34194407
3292,Ready,97,4,4,0,145,03/06/2011,3,4.7,0.0,0,,0,1152.0,10589599184.0,1491832495.0,30.0,955148
3293,The Reagan Show,2,1,3,1,74,30/06/2017,1,6.3,0.0,0,,0,619.8376348999999,11216236720.0,50850748.0,46.0,5500
3294,Real Steel,3440,1,4,1,127,07/10/2011,1,7.1,145750.0,1,102800.0,1,803.0,10589599184.0,1491832495.0,38.0,85468508
3295,The Reaping,2603,1,8,1,99,05/04/2007,1,5.7,58400.0,1,27500.0,1,619.8376348999999,9190502983.0,553237666.0,17.0,25126214
3296,A Reason,4,1,1,1,112,28/08/2015,1,7.5,0.0,0,,0,1234.0,10354970864.0,1679582816.0,34.0,15792
3297,Rebel in the Rye,82,1,6,1,106,08/09/2017,1,6.4,25650.0,1,378.0,1,1018.0,11216236720.0,,47.0,378294
3298,Rebirth,4,1,10,1,100,31/08/2011,1,4.9,0.0,0,,0,1191.0,10589599184.0,,38.0,12358
3299,[REC] 3: Genesis,8,6,8,1,80,07/09/2012,4,5.0,0.0,0,,0,995.0,10187347362.0,404326975.0,43.0,9600
3300,[REC] 4: Apocalypse,5,6,4,1,95,02/01/2015,4,5.4,0.0,0,,0,844.0,10354970864.0,2268082751.0,33.0,837
3301,The Recall,31,5,8,1,90,02/06/2017,1,4.8,31500.0,1,,0,1482.0,11216236720.0,479705329.0,46.0,22943
3302,RED,3349,1,4,1,111,15/10/2010,1,7.1,53200.0,1,78900.0,1,834.0,10639535233.0,2041030428.0,34.0,90380162
3303,RED 2,3016,1,4,1,116,19/07/2013,1,6.7,42100.0,1,61400.0,1,893.0,11041914748.0,2219810902.0,32.0,53262560
3304,Red Army,84,1,3,1,84,23/01/2015,1,7.6,0.0,0,,0,1256.0,10354970864.0,88392417.0,33.0,694600
3305,The Red Baron,19,6,4,1,106,19/03/2010,8,6.4,0.0,0,,0,634.0,10639535233.0,2041030428.0,26.0,37189
3306,Red Christmas,3,6,8,0,82,25/08/2017,1,4.7,0.0,0,,0,314.0,11216236720.0,479705329.0,42.0,2255
3307,Red Cliff,42,6,4,1,148,18/11/2009,5,7.4,0.0,0,75200.0,1,1584.0,9750709587.0,1961967999.0,29.0,627047
3308,Red Flag,1,1,2,0,85,22/02/2013,1,5.4,0.0,0,,0,915.0,11041914748.0,1050654625.0,24.0,2075
3309,Red Herring,28,1,5,1,91,30/10/2015,1,3.2,0.0,0,,0,319.0,10354970864.0,,53.0,49480
3310,Red Hill,5,6,10,1,95,05/11/2010,1,6.4,0.0,0,38300.0,1,814.0,10639535233.0,,26.0,21087
3311,Red Hook Summer,41,1,1,1,121,10/08/2012,1,5.0,0.0,0,18100.0,1,768.0,10187347362.0,1490190858.0,46.0,338803
3312,Red Obsession,3,6,3,0,75,06/09/2013,1,6.7,54500.0,1,,0,1127.0,11041914748.0,131885122.0,51.0,13199
3313,Red Riding Hood,3030,1,13,1,100,11/03/2011,1,5.4,79666.66667,1,40700.0,1,794.0,10589599184.0,,30.0,37662162
3314,Red State,5,1,4,1,88,05/03/2011,1,6.2,0.0,0,18800.0,1,1263.0,10589599184.0,1491832495.0,30.0,1104682
3315,Red Tails,2573,1,4,1,125,20/01/2012,1,5.9,41100.0,1,,0,831.0,10187347362.0,2117507233.0,30.0,49876377
3316,Red Trees,9,2,3,1,87,15/09/2017,1,7.2,0.0,0,,0,165.0,11216236720.0,50850748.0,47.0,13666
3317,The Red Turtle,127,3,7,1,80,20/01/2017,30,7.6,0.0,0,,0,1066.0,11216236720.0,,33.0,921974
3318,Redacted,15,1,5,1,90,16/11/2007,1,6.1,0.0,0,35300.0,1,723.0,9190502983.0,,27.0,65388
3319,Redbelt,1379,1,1,1,99,02/05/2008,1,6.8,59300.0,1,6000.0,1,681.0,9767268194.0,1293680617.0,23.0,2345941
3320,Redemption Road,26,1,1,1,95,26/08/2011,1,5.9,57200.0,1,,0,573.0,10589599184.0,1687447132.0,38.0,29384
3321,Redline,1607,1,4,1,95,13/04/2007,1,4.0,0.0,0,,0,1384.0,9190502983.0,1007869230.0,17.0,6881022
3322,Redneck Carnage,1,1,8,1,99,29/10/2011,1,4.7,0.0,0,,0,619.8376348999999,10589599184.0,531211616.0,38.0,706
3323,Redwood Highway,17,1,1,1,90,11/04/2014,1,6.4,0.0,0,,0,619.8376348999999,10893180888.0,1338281892.0,33.0,134049
3324,Refuge,1,1,1,0,84,28/03/2014,1,5.9,0.0,0,,0,838.0,10893180888.0,1338281892.0,47.0,2631
3325,Refusenik,3,1,3,1,120,11/04/2008,1,7.7,0.0,0,,0,619.8376348999999,9767268194.0,70723219.0,34.0,39456
3326,Regina Spektor Live in London,9,1,17,1,67,19/11/2010,1,9.1,0.0,0,,0,619.8376348999999,10639535233.0,,26.0,6684
3327,Regression,100,6,5,1,106,05/02/2016,1,5.7,97900.0,1,,0,530.0,11149116327.0,,26.0,55039
3328,Reign Over Me,1747,1,1,1,124,23/03/2007,1,7.5,84050.0,1,13900.0,1,872.0,9190502983.0,1566075796.0,14.0,19661987
3329,Rejoice and Shout,7,1,3,1,115,03/06/2011,1,6.0,0.0,0,,0,193.0,10589599184.0,93825307.0,30.0,100237
3330,Religulous,568,1,3,1,101,01/10/2008,1,7.7,0.0,0,52400.0,1,531.0,9767268194.0,70723219.0,37.0,13011160
3331,The Reluctant Fundamentalist,58,1,1,1,130,26/04/2013,1,6.9,32800.0,1,8400.0,1,933.0,11041914748.0,1670662348.0,37.0,552959
3332,The Remaining,85,1,8,1,88,05/09/2014,1,4.3,0.0,0,,0,979.0,10893180888.0,448523012.0,46.0,1169603
3333,Remember,43,5,1,1,94,16/10/2015,1,7.4,41900.0,1,1400.0,1,1601.0,10354970864.0,1679582816.0,53.0,5470090
3334,Remember Me,2215,1,1,1,113,12/03/2010,1,7.2,0.0,0,16700.0,1,870.0,10639535233.0,1834327761.0,26.0,19068240
3335,Remember the Goal,77,1,1,1,88,26/08/2016,1,6.8,0.0,0,,0,195.0,11149116327.0,2060252692.0,44.0,119100
3336,Remember You,2,6,1,1,106,15/01/2016,7,6.7,0.0,0,,0,1353.0,11149116327.0,2060252692.0,26.0,14814
3337,Remnants,1,1,4,0,92,14/11/2013,1,4.0,0.0,0,,0,328.0,11041914748.0,2219810902.0,42.0,1022
3338,Rendition,2250,1,1,1,122,19/10/2007,1,6.8,40533.33333,1,,0,560.0,9190502983.0,1566075796.0,31.0,9736045
3339,Reno 911!: Miami,2702,1,2,1,84,23/02/2007,1,5.9,39800.0,1,,0,619.8376348999999,9190502983.0,1955138318.0,10.0,20342161
3340,Renoir,86,3,6,1,111,29/03/2013,2,6.5,0.0,0,,0,1480.0,11041914748.0,,41.0,2293798
3341,Reparation,4,1,1,1,105,04/09/2016,1,6.0,0.0,0,,0,758.0,11149116327.0,2060252692.0,54.0,22267
3342,Repo Men,2521,1,4,1,111,19/03/2010,1,6.3,40100.0,1,,0,846.0,10639535233.0,2041030428.0,26.0,13794835
3343,Requiem for the American Dream,14,1,3,1,73,29/01/2016,1,8.1,0.0,0,,0,194.0,11149116327.0,65052467.0,26.0,130152
3344,Reservation Road,39,1,5,1,102,19/10/2007,1,6.7,34700.0,1,,0,1218.0,9190502983.0,,31.0,121994
3345,Reset,2,6,4,1,105,13/01/2017,5,5.8,0.0,0,,0,1663.0,11216236720.0,2297451379.0,33.0,5454
3346,Resident Evil: Afterlife,3209,6,4,1,96,10/09/2010,1,5.9,33650.0,1,36800.0,1,833.0,10639535233.0,2041030428.0,36.0,60128566
3347,Resident Evil: Extinction,2848,3,4,1,94,21/09/2007,1,6.3,33650.0,1,,0,1745.0,9190502983.0,1007869230.0,26.0,50648679
3348,Resident Evil: Retribution,3016,6,4,1,95,14/09/2012,1,5.4,72900.0,1,36800.0,1,764.0,10187347362.0,2117507233.0,43.0,42345531
3349,Resident Evil: The Final Chapter,3104,2,4,1,107,27/01/2017,1,5.6,33650.0,1,36800.0,1,646.0,11216236720.0,2297451379.0,33.0,26830068
3350,Restitution,1,1,5,1,101,28/10/2011,1,3.7,23100.0,1,,0,195.0,10589599184.0,,38.0,2664
3351,Restless City,3,1,1,1,80,27/04/2012,1,6.1,0.0,0,,0,619.8376348999999,10187347362.0,1490190858.0,36.0,8100
3352,Restless Creature: Wendy Whelan,8,1,3,1,90,23/05/2017,1,7.9,0.0,0,,0,619.8376348999999,11216236720.0,50850748.0,33.0,147780
3353,Restored Me,9,1,1,1,135,06/06/2016,1,7.9,0.0,0,,0,619.8376348999999,11149116327.0,2060252692.0,42.0,387450
3354,Restrepo,52,1,3,1,93,25/06/2010,1,7.6,0.0,0,,0,1103.0,10639535233.0,187290939.0,29.0,1330894
3355,Results,21,1,2,1,105,29/05/2015,1,5.4,36700.0,1,,0,1107.0,10354970864.0,1272411206.0,45.0,104507
3356,Resurrect Dead: The Mystery of the Toynbee Tiles,1,1,3,1,86,02/09/2011,1,7.4,0.0,0,,0,100.0,10589599184.0,93825307.0,43.0,21242
3357,Resurrecting the Champ,1605,1,1,1,112,24/08/2007,1,6.7,53100.0,1,10000.0,1,619.8376348999999,9190502983.0,1566075796.0,26.0,3172573
3358,A Resurrection,17,1,8,1,89,22/03/2013,1,4.0,57200.0,1,,0,443.0,11041914748.0,308863451.0,41.0,10730
3359,The Resurrection of Gavin Stone,890,1,2,1,91,20/01/2017,1,6.2,0.0,0,,0,437.0,11216236720.0,1302997778.0,33.0,2303792
3360,The Retrieval,5,1,9,1,92,14/03/2014,1,6.6,0.0,0,,0,632.0,10893180888.0,3400302355.0,47.0,50257
3361,Return to Nuke 'Em High Volume 1,1,1,2,0,85,10/01/2014,1,5.5,0.0,0,,0,619.8376348999999,10893180888.0,1619719448.0,32.0,5122
3362,Return to the Hiding Place,5,1,1,1,102,23/05/2014,1,4.8,0.0,0,,0,459.0,10893180888.0,1338281892.0,41.0,45405
3363,Reunion,2,6,2,1,88,06/03/2009,59,5.3,0.0,0,,0,1034.0,9750709587.0,2099450726.0,27.0,8030
3364,Reuniting the Rubins,4,2,2,1,97,16/03/2012,1,5.3,0.0,0,,0,782.0,10187347362.0,1490816438.0,49.0,13569
3365,Revanche,10,6,5,0,121,01/05/2009,8,7.6,0.0,0,,0,681.0,9750709587.0,,27.0,192451
3366,Revelation Road 2: The Sea of Glass and Fire,5,1,4,0,90,12/07/2013,1,5.3,0.0,0,,0,100.0,11041914748.0,2219810902.0,32.0,4871
3367,Revelation: Dawn of Global Government,2,1,3,1,106,15/04/2016,1,6.6,0.0,0,,0,100.0,11149116327.0,65052467.0,51.0,19107
3368,The Revenant,3711,6,9,1,156,25/12/2015,1,8.0,88850.0,1,47800.0,1,1058.0,10354970864.0,3199663674.0,34.0,183637894
3369,Revenge of the Electric Car,11,1,3,1,90,21/10/2011,1,7.2,31600.0,1,,0,813.0,10589599184.0,93825307.0,38.0,150886
3370,Revenge of the Mekons,3,1,3,0,95,29/10/2014,1,7.2,0.0,0,,0,100.0,10893180888.0,49307450.0,56.0,11861
3371,The Revisionaries,5,1,3,0,92,05/10/2012,1,7.0,0.0,0,,0,197.0,10187347362.0,82817592.0,44.0,22664
3372,Revolutionary Road,1077,1,1,1,119,26/12/2008,1,7.3,74000.0,1,119100.0,1,798.0,9767268194.0,1293680617.0,28.0,22911480
3373,Eva,50,6,1,1,94,13/03/2015,4,6.7,0.0,0,,0,1773.0,10354970864.0,1679582816.0,33.0,16738
3374,Eva Hesse,7,1,3,1,108,27/04/2016,1,6.5,0.0,0,,0,100.0,11149116327.0,65052467.0,51.0,157481
3375,Evan Almighty,3636,1,2,1,96,22/06/2007,1,5.4,83700.0,1,111600.0,1,869.0,9190502983.0,1955138318.0,15.0,100462298
3376,Evangelion: 1.0 You Are (Not) Alone,6,6,7,1,98,03/07/2009,6,7.8,0.0,0,,0,619.8376348999999,9750709587.0,,26.0,107797
3377,Evangelion: 2.0 You Can (Not) Advance,15,6,7,1,112,21/01/2011,6,8.0,0.0,0,,0,619.8376348999999,10589599184.0,,23.0,133640
3378,Evangelion: 3.0 You Can (Not) Redo,82,6,7,1,96,10/01/2014,6,7.0,0.0,0,,0,619.8376348999999,10893180888.0,,32.0,174945
3379,Even the Rain,27,6,1,0,103,18/02/2011,4,7.5,0.0,0,,0,1035.0,10589599184.0,1687447132.0,23.0,518017
3380,Evening,979,1,1,1,117,29/06/2007,1,6.6,25100.0,1,,0,827.0,9190502983.0,1566075796.0,15.0,12492481
3381,Evergreen: The Road to Legalization,3,1,3,1,86,13/06/2014,1,7.3,0.0,0,,0,619.8376348999999,10893180888.0,49307450.0,42.0,2363
3382,Everlasting Moments,30,6,6,0,131,06/03/2009,17,7.5,0.0,0,,0,354.0,9750709587.0,,27.0,610825
3383,Every Day,4,1,2,1,93,14/01/2011,1,5.7,46466.66667,1,,0,582.0,10589599184.0,1376087969.0,23.0,46029
3384,Every Little Step,70,1,3,1,96,17/04/2009,1,7.5,0.0,0,590.0,1,315.0,9750709587.0,87432868.0,32.0,1725141
3385,Every Secret Thing,20,1,5,1,93,15/05/2015,1,6.1,61000.0,1,,0,668.0,10354970864.0,,45.0,103536
3386,Every Thing Will Be Fine,2,6,1,0,118,04/12/2015,1,5.5,55200.0,1,,0,902.0,10354970864.0,1679582816.0,34.0,8034
3387,Everybody Loves Somebody,333,6,2,1,102,17/02/2017,1,6.5,0.0,0,,0,578.0,11216236720.0,1302997778.0,30.0,1915789
3388,Everybody Wants Some!!,454,1,2,1,117,30/03/2016,1,7.0,28500.0,1,11300.0,1,619.8376348999999,11149116327.0,1321791183.0,42.0,3400278
3389,Everybody Wants to Be Italian,98,1,2,1,105,05/09/2008,1,5.9,0.0,0,,0,516.0,9767268194.0,1427703732.0,30.0,351416
3390,Everybody's Fine,2141,1,9,1,99,04/12/2009,1,7.2,43350.0,1,36400.0,1,573.0,9750709587.0,2689254029.0,23.0,9208876
3391,Everyone Else,5,6,1,0,119,09/04/2010,8,6.7,0.0,0,,0,386.0,10639535233.0,1834327761.0,30.0,102042
3392,Everything Must Go,245,1,2,1,97,13/05/2011,1,6.4,53600.0,1,,0,611.0,10589599184.0,1376087969.0,28.0,2711643
3393,Everything's Cool,2,1,3,1,89,23/11/2007,1,6.8,0.0,0,,0,619.8376348999999,9190502983.0,102279769.0,27.0,4890
3394,"Everything, Everything",2801,1,1,1,96,19/05/2017,1,6.4,0.0,0,,0,226.0,11216236720.0,1339173437.0,33.0,34121140
3395,Evidence of a Haunting,10,1,1,1,80,26/08/2011,1,2.7,0.0,0,,0,297.0,10589599184.0,1687447132.0,38.0,29904
3396,Evil Intent,2,1,10,1,74,29/06/2013,1,6.9,0.0,0,,0,619.8376348999999,11041914748.0,,41.0,10454
3397,Évocateur: The Morton Downey Jr. Movie,5,1,3,1,90,07/06/2013,1,6.9,0.0,0,,0,619.8376348999999,11041914748.0,131885122.0,41.0,31313
3398,Evolution of a Criminal,1,1,3,1,81,10/10/2014,1,6.9,0.0,0,,0,355.0,10893180888.0,49307450.0,56.0,3568
3399,Cracks,6,2,1,1,104,18/03/2011,1,6.7,36050.0,1,,0,1090.0,10589599184.0,1687447132.0,30.0,29683
3400,Crank: High Voltage,2223,1,4,1,96,17/04/2009,1,6.2,47200.0,1,28500.0,1,840.0,9750709587.0,1961967999.0,32.0,13684249
3401,The Crazies,2479,1,8,1,101,26/02/2010,1,6.5,28300.0,1,,0,922.0,10639535233.0,584639025.0,22.0,39123589
3402,Crazy Eyes,2,1,2,0,95,06/07/2012,1,4.0,20100.0,1,,0,818.0,10187347362.0,1490816438.0,23.0,6141
3403,Crazy Heart,1361,1,1,1,112,16/12/2009,1,7.3,33600.0,1,28500.0,1,984.0,9750709587.0,1089198448.0,23.0,39464306
3404,Crazy Horse,14,1,3,0,134,18/01/2012,2,6.4,0.0,0,,0,562.0,10187347362.0,82817592.0,30.0,157782
3405,Crazy Love,38,1,3,1,92,01/06/2007,1,7.1,0.0,0,,0,460.0,9190502983.0,102279769.0,15.0,301027
3406,Crazy on the Outside,75,1,2,1,96,08/01/2010,1,5.6,68300.0,1,88.3,1,764.0,10639535233.0,1435263724.0,16.0,88335
3407,Crazy Wisdom: The Life & Times of Chogyam Trungpa Rinpoche,5,1,3,0,86,25/11/2011,32,7.5,0.0,0,,0,619.8376348999999,10589599184.0,93825307.0,28.0,86202
3408,"Crazy, Stupid, Love.",3020,1,2,1,118,29/07/2011,1,7.4,54766.666670000006,1,40800.0,1,354.0,10589599184.0,1376087969.0,36.0,84351197
3409,Creation,12,2,6,1,108,22/01/2010,1,6.7,77900.0,1,,0,1069.0,10639535233.0,,16.0,341323
3410,Creative Control,72,1,1,1,97,11/03/2016,1,5.4,0.0,0,,0,676.0,11149116327.0,2060252692.0,42.0,63014
