,Price,Vol.
271,6986.57,961780000.0
272,6958.09,939840000.0
273,7017.64,861000000.0
274,6986.4,677600000.0
275,7020.47,757850000.0
276,7026.9,843640000.0
277,7021.92,823090000.0
278,7000.06,795840000.0
279,6947.55,727720000.0
280,7013.55,872170000.0
281,6977.74,1040000000.0
282,7024.01,937940000.0
283,7070.88,983130000.0
284,7097.5,874920000.0
285,7044.39,1400000000.0
286,6999.96,821630000.0
287,7033.25,970160000.0
288,7074.34,1450000000.0
289,6983.52,745410000.0
290,6899.33,1180000000.0
291,6919.42,859070000.0
292,6849.38,758300000.0
293,6807.67,847950000.0
294,6818.04,795940000.0
295,6909.43,760910000.0
296,6911.4,756010000.0
297,6834.77,722080000.0
298,6830.79,715570000.0
299,6813.55,706090000.0
300,6710.28,1390000000.0
301,6730.3,770120000.0
302,6673.31,695110000.0
303,6665.63,864670000.0
304,6700.9,887970000.0
305,6776.95,792450000.0
306,6858.7,807430000.0
307,6846.58,938660000.0
308,6826.05,687090000.0
309,6879.42,556660000.0
310,6894.6,1180000000.0
311,6745.97,991760000.0
312,6781.51,942420000.0
313,6820.79,741100000.0
314,6838.05,532510000.0
315,6816.9,657670000.0
316,6835.78,748050000.0
317,6868.51,722220000.0
318,6828.54,616670000.0
319,6858.95,702480000.0
320,6868.96,579270000.0
321,6859.15,716290000.0
322,6893.92,643220000.0
323,6941.19,551500000.0
324,6916.02,686790000.0
325,6914.71,758100000.0
326,6866.42,736640000.0
327,6851.3,869310000.0
328,6809.13,754480000.0
329,6793.47,880800000.0
330,6740.16,1000000000.0
331,6634.4,797080000.0
332,6645.4,822030000.0
333,6693.95,727710000.0
334,6724.43,921700000.0
335,6721.06,1200000000.0
336,6750.43,786510000.0
337,6724.03,737760000.0
338,6710.13,682060000.0
339,6730.48,716110000.0
340,6699.89,809670000.0
341,6728.99,767730000.0
342,6697.37,634740000.0
343,6695.42,878070000.0
344,6669.24,839250000.0
345,6654.47,924140000.0
346,6670.4,1060000000.0
347,6680.69,1170000000.0
348,6682.86,968340000.0
349,6590.64,937840000.0
350,6533.79,1050000000.0
351,6463.59,1610000000.0
352,6545.37,1180000000.0
353,6522.26,748240000.0
354,6577.83,1100000000.0
355,6504.33,1560000000.0
356,6360.06,1500000000.0
357,6140.39,1590000000.0
358,5982.2,2510000000.0
359,6138.69,3880000000.0
360,6338.1,915160000.0
361,6261.19,884650000.0
362,6226.55,842010000.0
363,6204.0,1010000000.0
364,6021.09,1310000000.0
365,5950.48,815960000.0
366,5966.8,868080000.0
367,5923.53,983530000.0
368,6044.97,852840000.0
369,6115.76,748340000.0
370,6231.89,668490000.0
371,6301.52,663110000.0
372,6284.53,690000000.0
373,6273.4,732580000.0
374,6209.63,660720000.0
375,6185.61,892210000.0
376,6191.93,887240000.0
377,6230.79,1330000000.0
378,6270.79,577100000.0
379,6265.65,665570000.0
380,6262.85,870440000.0
381,6219.26,833810000.0
382,6136.43,653010000.0
383,6156.32,780580000.0
384,6053.35,936490000.0
385,6165.8,887530000.0
386,6167.77,758810000.0
387,6151.4,445330000.0
388,6138.5,646360000.0
389,6104.19,698760000.0
390,6162.49,573060000.0
391,6156.65,652990000.0
392,6114.81,669490000.0
393,6125.7,720350000.0
394,6117.25,713230000.0
395,6112.02,775560000.0
396,6185.59,895100000.0
397,6241.89,865550000.0
398,6322.4,861760000.0
399,6319.91,822360000.0
400,6284.52,776830000.0
401,6260.92,688680000.0
402,6310.44,675930000.0
403,6381.44,831610000.0
404,6410.26,814750000.0
405,6405.35,808480000.0
406,6353.52,613390000.0
407,6343.75,780840000.0
408,6365.1,853110000.0
409,6362.89,957140000.0
410,6242.39,690140000.0
411,6200.12,552590000.0
412,6204.41,622130000.0
413,6136.89,761730000.0
414,6161.63,738660000.0
415,6091.23,826020000.0
416,6164.72,546680000.0
417,6146.05,747480000.0
418,6174.9,746400000.0
419,6203.17,803810000.0
420,6105.9,596330000.0
421,6106.48,625280000.0
422,6199.11,621500000.0
423,6192.74,738980000.0
424,6184.58,532070000.00000006
425,6189.64,1130000000.0
426,6201.12,832610000.0
427,6175.49,700760000.0
428,6139.97,700310000.0
429,6174.57,688590000.0
430,6139.79,721700000.0
431,6036.7,1060000000.0
432,6146.32,758330000.0
433,6125.44,913520000.0
434,6182.4,817960000.0
435,6199.43,866050000.0
436,6130.46,902840000.0
437,6147.06,904550000.0
438,6152.88,933630000.0
439,6097.09,941710000.0
440,6096.01,858940000.0
441,6012.81,999960000.0
442,5867.18,834680000.0
443,5962.31,747390000.0
444,6037.73,822110000.0
445,5950.23,692900000.0
446,5971.95,809870000.0
447,6030.32,948750000.0
448,5862.17,771100000.0
449,5824.28,724660000.0
450,5707.6,1080000000.0
451,5536.97,1070000000.0000001
452,5672.3,994630000.0
453,5632.19,1150000000.0
454,5689.36,995840000.0
455,5848.06,983670000.0
456,5898.76,1050000000.0
457,5837.14,1030000000.0
458,5922.01,1020000000.0
459,6060.1,833650000.0
460,6083.79,1020000000.0
461,5931.78,918480000.0
462,5990.37,902090000.0
463,5911.46,878660000.0
464,5877.0,828640000.0
465,5900.01,906980000.0
466,5773.79,1120000000.0
467,5673.58,1070000000.0000001
468,5876.8,833710000.0
469,5779.92,741110000.0
470,5804.1,1120000000.0
471,5918.23,1100000000.0
472,5960.97,834540000.0
473,5929.24,831690000.0
474,5871.83,841790000.0
475,5912.44,835010000.0
476,5954.08,1090000000.0
477,6073.38,721610000.0
478,6137.24,643370000.0
479,6093.43,707340000.0
480,6242.32,166420000.0
481,6274.05,337960000.0
482,6314.57,462310000.0
483,6254.64,112220000.0
484,6240.98,596530000.0
485,6083.1,437450000.0
486,6034.84,561860000.0
487,6052.42,1270000000.0
488,6102.54,747550000.0
489,6061.19,773630000.0
490,6017.79,836320000.0
491,5874.06,805170000.0
492,5952.78,830910000.0
493,6088.05,864010000.0
494,6126.68,775110000.0
495,6135.22,814510000.0
496,6223.52,559030000.0
497,6238.29,683050000.0
498,6275.0,817890000.0
499,6420.93,583610000.0
500,6395.65,809010000.0
501,6356.09,855380000.0
502,6375.15,486350000.0
503,6393.13,467830000.0
504,6337.64,694080000.0
505,6277.23,880470000.0
506,6305.49,603420000.0
507,6334.63,832320000.0
508,6329.93,772700000.0
509,6278.97,634120000.0
510,6268.76,719060000.0
511,6146.38,621590000.0
512,6118.28,702650000.0
513,6178.68,852480000.0
514,6297.2,636990000.0
515,6275.28,748090000.0
516,6295.16,678630000.0
517,6353.83,733580000.0
518,6364.9,722040000.0
519,6412.88,782760000.0
520,6383.61,627800000.0
521,6361.8,522270000.0
522,6361.09,738500000.0
523,6395.8,852190000.0
524,6437.8,819720000.0
525,6365.27,564360000.0
526,6417.02,454680000.0
527,6444.08,749540000.0
528,6376.28,740620000.0
529,6348.42,615200000.0
530,6345.13,592200000.0
531,6352.33,476840000.0
532,6378.04,610630000.0
533,6338.67,644980000.0
534,6269.61,638450000.0
535,6342.28,722570000.0
536,6371.18,552280000.0
537,6416.16,768200000.0
538,6374.82,742310000.0
539,6336.35,1020000000.0
540,6326.16,737900000.0
541,6298.92,890100000.0
542,6129.98,888460000.0
543,6072.47,873580000.0
544,6061.61,1050000000.0
545,5909.24,1030000000.0
546,5958.86,997740000.0
547,6109.01,863420000.0
548,5961.49,894320000.0
549,6032.24,748150000.0
550,5935.84,970780000.0
551,6108.71,719110000.0
552,6104.11,1550000000.0
553,6186.99,861350000.0
554,6229.21,844320000.0
555,6137.6,728370000.0
556,6084.59,617180000.0
557,6117.76,584620000.0
558,6155.81,772720000.0
559,6229.01,756980000.0
560,6146.1,685130000.0
561,6074.52,479130000.0
562,6042.92,766160000.0
563,6194.1,758470000.0
564,6083.31,791460000.0
565,6058.54,1030000000.0
566,6247.94,895700000.0
567,6192.03,1060000000.0
568,5979.2,1020000000.0
569,6081.34,1380000000.0
570,5898.87,1710000000.0
571,6187.65,832210000.0
572,6367.89,750760000.0
573,6403.45,721080000.0
574,6526.29,555000000.0
575,6550.3,485850000.0
576,6550.74,595480000.0
577,6568.33,689590000.0
578,6571.19,1120000000.0
579,6664.54,727570000.0
580,6736.22,789150000.0
581,6718.49,614010000.0
582,6747.09,713000000.0
583,6752.41,873480000.0
584,6686.57,1440000000.0
585,6688.62,700910000.0
586,6696.28,958420000.0
587,6668.87,802150000.0
588,6631.0,845400000.0
589,6555.28,730870000.0
590,6505.13,686740000.0
591,6579.81,664740000.0
592,6655.01,651240000.0
593,6667.34,714920000.0
594,6769.07,573510000.0
595,6788.69,431750000.0
596,6775.08,602280000.0
597,6796.45,605230000.0
598,6753.75,566430000.0
599,6753.75,595320000.0
600,6737.95,661870000.0
601,6673.38,720750000.0
602,6581.63,788630000.0
603,6490.7,941350000.0
604,6432.21,789930000.0
605,6535.68,629530000.0
606,6585.78,462880000.0
607,6630.47,608680000.0
608,6608.59,814010000.0
609,6520.98,909530000.0
610,6620.48,786020000.0
611,6753.7,613760000.0
612,6807.82,675600000.0
613,6844.8,688930000.0
614,6834.87,598080000.0
615,6825.67,772660000.0
616,6710.45,1270000000.0
617,6707.88,797210000.0
618,6680.55,706470000.0
619,6710.1,740510000.0
620,6710.52,574230000.0
621,6784.92,610750000.0
622,6846.74,699560000.0
623,6830.27,843900000.0
624,6753.8,702830000.0
625,6790.04,555750000.0
626,6804.6,777840000.0
627,6859.24,807840000.0
628,6950.46,722280000.0
629,6928.27,891350000.0
630,6953.58,715730000.0
631,6984.43,1210000000.0
632,7040.92,625450000.0
633,7033.33,668800000.0
634,6948.99,692150000.0
635,7031.72,641040000.0
636,7013.47,582840000.0
637,7007.26,850670000.0
638,6995.1,801430000.0
639,6968.87,633210000.0
640,6960.49,723610000.0
641,6973.04,622170000.0
642,6949.63,820350000.0
643,6933.8,865970000.0
644,7029.85,816710000.0
645,7046.82,1430000000.0
646,6886.95,973560000.0
647,6933.74,910980000.0
648,6927.58,1050000000.0
649,6985.95,863400000.0
650,6960.63,934300000.0
651,6946.28,791050000.0
652,7030.53,821000000.0
653,7103.98,700790000.0
654,7070.7,821320000.0
655,7053.67,736400000.0
656,7028.24,809070000.0
657,7062.93,676070000.0
658,7052.13,601950000.0
659,6994.63,800540000.0
660,7060.45,773860000.0
661,7096.78,744940000.0
662,7075.26,690650000.0
663,7064.3,610970000.0
664,7089.77,826730000.0
665,7015.36,720210000.0
666,6937.41,892290000.0
667,6961.77,725880000.0
668,6833.46,593710000.0
669,6809.5,809440000.0
670,6773.04,928180000.0
671,6891.43,659070000.0
672,6855.02,759280000.0
673,6895.33,965480000.0
674,6990.97,665750000.0
675,7019.68,722190000.0
676,7037.67,694420000.0
677,7022.51,1460000000.0
678,6962.32,834200000.0
679,6945.2,796530000.0
680,6837.61,780790000.0
681,6804.08,706940000.0
682,6740.58,732040000.0
683,6761.07,872090000.0
684,6721.51,769930000.0
685,6702.84,914710000.0
686,6876.47,691320000.0
687,6911.8,771790000.0
688,6961.14,823100000.0
689,6919.24,764090000.0
690,6889.13,808290000.0
691,6940.64,802780000.0
692,6946.66,908710000.0
693,6949.73,806280000.0
694,6935.38,718030000.0
695,6949.63,857360000.0
696,6912.16,700280000.0
697,6915.2,787660000.0
698,6888.9,661610000.0
699,6898.08,698360000.0
700,6898.13,631890000.0
701,6857.05,428640000.0
702,6873.52,757580000.0
703,6828.11,834910000.0
704,6818.17,641790000.0
705,6829.12,795910000.0
706,6837.15,639890000.0
707,6853.44,668590000.0
708,6865.93,753810000.0
709,6860.02,835230000.0
710,6871.8,882170000.0
711,6782.55,780980000.0
712,6749.4,823480000.0
713,6810.6,726310000.0
714,6825.94,803720000.0
715,6811.61,735990000.0
716,6852.4,630840000.0
717,6832.83,863800000.0
718,6796.63,954660000.0
719,6728.04,873750000.0
720,6620.1,697940000.0
721,6585.53,554550000.0
722,6550.27,830660000.0
723,6498.78,1010000000.0
724,6388.46,1000000000.0
725,6542.2,694410000.0
726,6501.42,620940000.0
727,6501.14,761330000.0
728,6569.96,910040000.0
729,6419.83,709500000.0
730,6366.51,793260000.0
731,6417.16,750520000.0
732,6547.8,378930000.0
733,6566.09,129449999.99999999
734,6547.0,348400000.0
735,6633.51,361180000.0
736,6609.93,261329999.99999997
737,6598.18,392040000.0
738,6576.74,498580000.0
739,6545.27,1180000000.0
740,6466.0,967410000.0
741,6336.48,745850000.0
742,6331.83,1040000000.0
743,6182.72,985780000.0
744,6300.63,793970000.0
745,6461.7,757390000.0
746,6500.04,692350000.0
747,6529.47,950810000.0
748,6672.15,513900000.0
749,6742.84,678460000.0
750,6679.37,699900000.0
751,6716.63,706050000.0
752,6742.1,654950000.0
753,6656.37,726570000.0
754,6722.62,839390000.0
755,6723.42,517210000.00000006
756,6729.17,586890000.0
757,6731.14,907290000.0
758,6729.79,675410000.0
759,6750.76,845580000.0
760,6678.9,640500000.0
761,6696.6,802690000.0
762,6709.13,653230000.0
763,6671.97,537370000.0
764,6654.37,627540000.0
765,6635.45,721390000.0
766,6611.04,702770000.0
767,6627.4,764950000.0
768,6611.25,575420000.0
769,6567.24,764960000.0
770,6551.15,799910000.0
771,6539.14,769260000.0
772,6453.97,816650000.0
773,6487.97,712570000.0
774,6546.47,1060000000.0
775,6463.55,815850000.0
776,6453.87,700840000.0
777,6402.17,800680000.0
778,6363.46,781570000.0
779,6388.73,717830000.0
780,6419.15,840400000.0
781,6399.73,725610000.0
782,6372.33,855940000.0
783,6267.07,723300000.0
784,6310.29,1110000000.0
785,6195.91,1700000000.0
786,6211.64,1140000000.0
787,6392.68,830850000.0
788,6366.24,846370000.0
789,6339.97,893110000.0
790,6431.85,864390000.0
791,6482.24,822970000.0
792,6495.58,858000000.0
793,6563.65,722220000.0
794,6527.91,750610000.0
795,6446.39,805720000.0
796,6557.52,789710000.0
797,6622.72,882270000.0
798,6646.6,564790000.0
799,6649.39,588720000.0
800,6639.71,927830000.0
801,6706.27,793650000.0
802,6676.08,762690000.0
803,6773.63,674060000.0
804,6837.92,1540000000.0
805,6819.29,644480000.0
806,6780.9,596030000.0
807,6792.24,592890000.0
808,6804.21,529230000.0
809,6806.96,552970000.0
810,6799.62,648020000.0
811,6830.11,585610000.0
812,6829.0,580800000.0
813,6834.77,752270000.0
814,6855.1,596550000.0
815,6877.97,688900000.0
816,6873.58,674900000.0
817,6829.17,820230000.0
818,6825.31,404270000.0
819,6819.75,720980000.0
820,6805.8,498070000.0
821,6830.66,481230000.0
822,6822.76,538320000.0
823,6775.25,571520000.0
824,6777.66,423430000.0
825,6755.48,466210000.0
826,6779.31,459710000.0
827,6741.25,413050000.0
828,6689.08,545280000.0
829,6685.26,512929999.99999994
830,6656.68,527730000.0
831,6632.42,448280000.0
832,6632.82,494370000.0
833,6567.36,645420000.0
834,6597.37,565630000.0
835,6636.16,803800000.0
836,6682.48,512850000.0
837,6677.52,522830000.00000006
838,6679.18,695020000.0
839,6730.11,919870000.0
840,6773.44,692780000.0
841,6807.75,527059999.99999994
842,6788.07,528419999.99999994
843,6791.55,661620000.0
844,6821.46,541590000.0
845,6798.15,588950000.0
846,6795.34,537780000.0
847,6728.44,470700000.0
848,6749.45,584830000.0
849,6738.32,631290000.0
850,6784.67,610710000.0
851,6710.45,604330000.0
852,6746.14,468490000.0
853,6690.17,533169999.99999994
854,6672.37,764870000.0
855,6718.04,601510000.0
856,6738.45,660680000.0
857,6823.51,387940000.0
858,6866.05,329360000.0
859,6865.21,523960000.00000006
860,6816.37,479500000.0
861,6802.92,513049999.99999994
862,6743.94,614340000.0
863,6757.77,516990000.0
864,6735.12,902550000.0
865,6733.62,585450000.0
866,6787.07,570130000.0
867,6800.56,466640000.0
868,6825.2,1020000000.0
869,6808.11,563400000.0
870,6778.56,511300000.0
871,6766.77,572510000.0
872,6754.64,568440000.0
873,6777.85,640610000.0
874,6843.11,527380000.0
875,6838.87,675330000.0
876,6873.55,534390000.0
877,6875.0,388130000.0
878,6858.21,766310000.0
879,6813.49,626570000.0
880,6818.63,560720000.0
881,6836.3,504990000.0
882,6864.1,573720000.0
883,6844.51,1170000000.0
884,6871.29,403370000.0
885,6851.22,577490000.0
886,6844.94,585490000.0
887,6815.75,485850000.0
888,6820.56,564130000.0
889,6821.04,733750000.0
890,6802.0,680770000.0
891,6844.55,744480000.0
892,6855.81,985980000.0
893,6840.89,896970000.0
894,6878.49,529679999.99999994
895,6873.08,631550000.0
896,6851.75,565080000.0
897,6814.57,617680000.0
898,6839.25,818480000.0
899,6796.44,768890000.0
900,6798.56,732620000.0
901,6822.42,746450000.0
902,6808.87,648190000.0
903,6780.03,773110000.0
904,6769.91,674490000.0
905,6700.16,652390000.0
906,6685.69,578700000.0
907,6703.0,616110000.0
908,6674.74,637850000.0
909,6681.76,840730000.0
910,6625.25,842350000.0
911,6584.17,686340000.0
912,6541.61,858940000.0
913,6583.76,979650000.0
914,6561.7,817950000.0
915,6641.97,670600000.0
916,6635.61,758990000.0
917,6590.69,1060000000.0
918,6622.84,666070000.0
919,6695.55,876230000.0
920,6649.14,670680000.0
921,6659.04,971880000.0
922,6652.61,853490000.0
923,6598.37,867820000.0
924,6615.58,1000000000.0
925,6588.32,850230000.0
926,6605.3,1430000000.0
927,6604.89,674290000.0
928,6520.39,762850000.0
929,6557.17,1500000000.0
930,6542.44,795070000.0
931,6573.13,1050000000.0
932,6605.28,723560000.0
933,6568.35,692710000.0
934,6527.89,847300000.0
935,6553.78,894840000.0
936,6620.9,891940000.0
937,6685.52,868650000.0
938,6689.45,820420000.0
939,6712.67,793750000.0
940,6788.49,664690000.0
941,6775.42,623860000.0
942,6823.77,734140000.0
943,6708.35,829080000.0
944,6809.7,924580000.0
945,6810.27,845700000.0
946,6799.15,739000000.0
947,6830.5,1160000000.0
948,6865.86,1070000000.0000001
949,6838.06,1020000000.0
950,6812.99,742460000.0
951,6796.71,793950000.0
952,6796.43,826630000.0
953,6736.0,630250000.0
954,6663.62,912780000.0
955,6659.42,1170000000.0
956,6675.03,820070000.0
957,6672.66,934910000.0
958,6591.55,593690000.0
959,6571.68,708470000.0
960,6558.28,815150000.0
961,6457.89,810170000.0
962,6449.27,922890000.0
963,6465.66,829890000.0
964,6510.44,751200000.0
965,6538.45,755890000.0
966,6544.28,990210000.0
967,6572.33,675700000.0
968,6550.66,985290000.0
969,6663.74,844750000.0
970,6773.28,668660000.0
971,6826.33,548740000.0
972,6834.26,618280000.0
973,6836.73,424810000.0
974,6829.3,999740000.0
975,6815.42,714150000.0
976,6819.86,693720000.0
977,6766.86,568350000.0
978,6757.15,598030000.0
979,6739.94,811610000.0
980,6691.34,782900000.0
981,6721.78,720030000.0
982,6755.45,672380000.0
983,6730.73,524390000.0
984,6730.67,374840000.0
985,6717.91,459530000.0
986,6749.09,153450000.0
987,6731.27,295360000.0
988,6750.87,291260000.0
989,6694.17,101670000.0
990,6678.61,352000000.0
991,6606.58,1100000000.0
992,6584.7,648650000.0
993,6492.08,529480000.0
994,6486.19,584050000.0
995,6522.2,653800000.0
996,6439.96,694450000.0
997,6445.25,663530000.0
998,6507.72,524480000.0
999,6523.31,553690000.0
1000,6559.48,506220000.0
1001,6551.99,564650000.0
1002,6498.33,558160000.0
1003,6509.97,780320000.0
1004,6532.43,685380000.0
1005,6595.33,559060000.0
1006,6650.57,535919999.99999994
1007,6654.47,462670000.0
1008,6649.47,580620000.0
1009,6636.22,985380000.0
1010,6694.62,465830000.0
1011,6674.3,495700000.0
1012,6681.33,483790000.0
1013,6681.08,558050000.0
1014,6698.01,532010000.0
1015,6723.46,538920000.0
1016,6693.44,587730000.0
1017,6666.13,624130000.0
1018,6630.0,723060000.0
1019,6726.79,589420000.0
1020,6728.37,633860000.0
1021,6708.42,598940000.0
1022,6697.22,641430000.0
1023,6741.69,636590000.0
1024,6746.84,723670000.0
1025,6763.62,510150000.0
1026,6734.74,675460000.0
1027,6731.43,742780000.0
1028,6777.7,656350000.0
1029,6774.73,781280000.0
1030,6725.82,590270000.0
1031,6721.34,569150000.0
1032,6713.18,601320000.0
1033,6674.48,643940000.0
1034,6695.66,575010000.0
1035,6654.2,494970000.0
1036,6622.58,710030000.0
1037,6576.16,669590000.0
1038,6571.59,663770000.0
1039,6549.11,603860000.0
1040,6507.65,434970000.0
1041,6487.19,545660000.0
1042,6430.49,631270000.0
1043,6337.91,605270000.0
1044,6365.83,718010000.0
1045,6437.28,484160000.0
1046,6453.88,528850000.0
1047,6449.04,617410000.0
1048,6437.5,575170000.0
1049,6460.01,599070000.0
1050,6462.22,667900000.0
1051,6512.66,556750000.0
1052,6565.59,552700000.0
1053,6551.53,828370000.0
1054,6571.46,663770000.0
1055,6557.37,592410000.0
1056,6596.43,1530000000.0
1057,6625.39,799390000.0
